"dci"	"dcirenommer"	"relation"	"code"	"substances"	"validation"
"HYDROMORPHONE"		"hasform"	"25114"	"HYDROMORPHONE (CHLORHYDRATE D')"	"semiautomatique"
"HYDROQUINIDINE"		"hasform"	"5285"	"HYDROQUINIDINE (CHLORHYDRATE D')"	"semiautomatique"
"HYDROQUINIDINE"		"hasform"	"5285"	"DIHYDROQUINIDINE (CHLORHYDRATE DE)"	"semiautomatique"
"HYDROTALCITE"		"same"	"75804"	"HYDROTALCITE"	"automatique"
"HYDROXYCARBAMIDE"		"same"	"2076"	"HYDROXYCARBAMIDE"	"automatique"
"HYDROXYPROGESTERONE"		"same"	"2082"	"HYDROXYPROGESTÉRONE"	"automatique"
"HYDROXYPROGESTERONE"		"hasform"	"3344"	"HYDROXYPROGESTÉRONE (CAPROATE D')"	"semiautomatique"
"HYDROXYPROGESTERONE"		"hasform"	"3346"	"ÉNANTATE D'HYDROXYPROGESTÉRONE"	"semiautomatique"
"HYDROXYZINE"		"hasform"	"2087"	"HYDROXYZINE (CHLORHYDRATE D')"	"semiautomatique"
"HYDROXYZINE"		"hasform"	"2087"	"HYDROXYZINE (DICHLORHYDRATE DE)"	"semiautomatique"
"HYDROXYZINE"		"hasform"	"2087"	"CHLORHYDRATE D'HYDROXYZINE"	"semiautomatique"
"IBRUTINIB"		"same"	"75140"	"IBRUTINIB"	"automatique"
"IBUPROFENE"		"same"	"2092"	"IBUPROFÈNE"	"automatique"
"IBUPROFENE"		"hasform"	"29909"	"LYSINATE D'IBUPROFÈNE"	"semiautomatique"
"IBUPROFENE"		"hasform"	"29909"	"IBUPROFÈNE (LYSINATE D')"	"semiautomatique"
"IBUTILIDE"		"same"	"90524"	"IBUTILIDE"	"automatique"
"IBUTILIDE"		"hasform"	"58905"	"FUMARATE D'IBUTILIDE"	"semiautomatique"
"IDARUBICINE"		"hasform"	"97217"	"CHLORHYDRATE D'IDARUBICINE"	"semiautomatique"
"IDELALISIB"		"same"	"70793"	"IDÉLALISIB"	"automatique"
"IFOSFAMIDE"		"same"	"29"	"IFOSFAMIDE"	"automatique"
"ILOPROST"		"same"	"21510"	"ILOPROST"	"automatique"
"ILOPROST TROMETAMOL"		"same"	"83696"	"ILOPROST TROMÉTAMOL"	"automatique"
"IMATINIB"		"same"	"60707"	"IMATINIB BASE"	"automatique"
"IMATINIB"		"same"	"60707"	"IMATINIB"	"automatique"
"IMATINIB"		"hasform"	"68227"	"MÉSILATE D'IMATINIB"	"semiautomatique"
"IMATINIB"		"hasform"	"68227"	"IMATINIB (MÉSILATE D')"	"semiautomatique"
"IMIDAPRIL"		"hasform"	"32238"	"CHLORHYDRATE D'IMIDAPRIL"	"semiautomatique"
"IMIDAPRIL"		"same"	"83177"	"IMIDAPRIL BASE"	"semiautomatique"
"IMIPENEM"		"hasform"	"1983"	"IMIPÉNEM MONOHYDRATÉ"	"semiautomatique"
"IMIPENEM"		"hasform"	"49385"	"IMIPÉNEM ANHYDRE"	"semiautomatique"
"IMIPRAMINE"		"hasform"	"5767"	"IMIPRAMINE (CHLORHYDRATE D')"	"semiautomatique"
"IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN"		"same"	"47920"	"IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN "	"automatique"
"IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN"		"same"	"29318"	"IMMUNOGLOBULINE DE LAPIN ANTI-THYMOCYTES HUMAINS"	"semiautomatique"
"IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN"	"immunoglobuline equine anti-thymocytes humains"	"same"	"5167"	"IMMUNOGLOBULINE ÉQUINE ANTI-THYMOCYTES HUMAINS"	"manuelle"
"INDAPAMIDE"		"hasform"	"22336"	"INDAPAMIDE HÉMIHYDRATÉ"	"semiautomatique"
"INDINAVIR"		"same"	"15954"	"INDINAVIR BASE"	"semiautomatique"
"INDINAVIR"		"hasform"	"67519"	"INDINAVIR (SULFATE D')"	"semiautomatique"
"INDOMETACINE"		"same"	"2099"	"INDOMÉTACINE"	"automatique"
"INDOMETACINE"		"hasform"	"97463"	"INDOMETACINE SODIQUE TRIHYDRATE"	"semiautomatique"
"INDORAMINE"		"hasform"	"5862"	"INDORAMINE (CHLORHYDRATE D')"	"semiautomatique"
"INDORAMINE"		"same"	"66367"	"INDORAMINE BASE"	"semiautomatique"
"INFLIXIMAB"		"same"	"32044"	"INFLIXIMAB "	"automatique"
"INSULINE"		"hasform"	"38062"	"INSULINE DÉGLUDEC "	"semiautomatique"
"INSULINE"		"hasform"	"80150"	"INSULINE DÉTÉMIR "	"semiautomatique"
"INSULINE"		"hasform"	"54399"	"INSULINE GLULISINE "	"semiautomatique"
"INSULINE"		"hasform"	"51144"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE ASPARTE"		"same"	"33218"	"INSULINE ASPARTE "	"automatique"
"INSULINE ASPARTE"		"hasform"	"24630"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE ASPARTE"		"hasform"	"69676"	"INSULINE ASPARTE RECOMBINANTE "	"semiautomatique"
"INSULINE ASPARTE"		"hasform"	"54612"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE ASPARTE"		"hasform"	"51144"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE ASPARTE"		"hasform"	"82758"	"INSULINE ASPARTE RECOMBINANTE "	"semiautomatique"
"INSULINE ASPARTE ISOPHANE BIPHASIQUE"		"same"	"22787"	"INSULINE ASPARTE ISOPHANE BIPHASIQUE "	"automatique"
"INSULINE ASPARTE ISOPHANE BIPHASIQUE"		"same"	"24630"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE GLARGINE"		"same"	"44461"	"INSULINE GLARGINE "	"automatique"
"INSULINE HUMAINE BIOSYNTHETIQUE"		"hasform"	"9476"	"INSULINE HUMAINE BIOGÉNÉTIQUE ZINC CRISTALLISÉE"	"semiautomatique"
"INSULINE HUMAINE BIOSYNTHETIQUE"		"hasform"	"9476"	"INSULINE HUMAINE BIOSYNTHÉTIQUE ZINC (SUSPENSION D')"	"semiautomatique"
"INSULINE HUMAINE BIOSYNTHETIQUE ZINC"		"same"	"9476"	"INSULINE HUMAINE BIOGÉNÉTIQUE ZINC CRISTALLISÉE"	"semiautomatique"
"INSULINE HUMAINE BIOSYNTHETIQUE ZINC"		"same"	"9476"	"INSULINE HUMAINE BIOSYNTHÉTIQUE ZINC (SUSPENSION D')"	"semiautomatique"
"INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE"		"same"	"6756"	"INSULINE HUMAINE HÉMISYNTHÉTIQUE "	"automatique"
"INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE"		"same"	"6756"	"INSULINE HUMAINE HÉMISYNTHÉTIQUE D'ORIGINE PORCINE "	"automatique"
"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE"		"same"	"2277"	"INSULINE HUMAINE HÉMISYNTHÉTIQUE ISOPHANE (SUSPENSION D')"	"semiautomatique"
"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU"	"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU"	"same"	"2277"	"INSULINE HUMAINE HÉMISYNTHÉTIQUE ISOPHANE (SUSPENSION D')"	"manuelle"
"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQUE"		"same"	"98385"	"INSULINE HUMAINE HÉMISYNTHÉTIQUE ISOPHANE BIPHASIQUE "	"automatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"same"	"15988"	"INSULINE HUMAINE RECOMBINANTE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"hasform"	"93709"	"INSULINE HUMAINE RECOMBINANTE SOLUBLE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"hasform"	"62132"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"hasform"	"93709"	"INSULINE HUMAINE RECOMBINANTE NEUTRE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"hasform"	"39488"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"hasform"	"84517"	"INSULINE HUMAINE RECOMBINANTE ZINC "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE HUMAINE RECOMBINANTE"	"hasform"	"51576"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE "	"manuelle"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"		"same"	"51576"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE "	"automatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"		"same"	"39488"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"		"hasform"	"51144"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"		"hasform"	"67310"	"INSULINE LISPRO RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"		"hasform"	"54612"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"		"hasform"	"62132"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"		"same"	"92781"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE "	"automatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"		"hasform"	"24630"	"INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"		"hasform"	"39488"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"		"same"	"62132"	"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"		"hasform"	"75353"	"INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ZINC"		"same"	"35248"	"INSULINE HUMAINE RECOMBINANTE ZINC "	"automatique"
"INSULINE HUMAINE RECOMBINANTE ZINC"		"formof"	"15988"	"INSULINE HUMAINE RECOMBINANTE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ZINC"		"hasform"	"41469"	"INSULINE HUMAINE RECOMBINANTE ZINC AMORPHE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ZINC"		"hasform"	"75951"	"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ZINC"		"same"	"84517"	"INSULINE HUMAINE RECOMBINANTE ZINC "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE"		"same"	"28777"	"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE "	"automatique"
"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE"		"same"	"75951"	"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE "	"semiautomatique"
"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE"		"formof"	"84517"	"INSULINE HUMAINE RECOMBINANTE ZINC "	"semiautomatique"
"INSULINE LISPRO"		"same"	"72525"	"INSULINE LISPRO RECOMBINANTE "	"automatique"
"INSULINE LISPRO"		"same"	"72525"	"INSULINE LISPRO "	"automatique"
"INSULINE LISPRO"		"hasform"	"75353"	"INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE "	"semiautomatique"
"INSULINE LISPRO"		"hasform"	"67310"	"INSULINE LISPRO RECOMBINANTE ISOPHANE "	"semiautomatique"
"INSULINE PORCINE"		"same"	"4985"	"INSULINE PORCINE "	"automatique"
"INSULINE PORCINE"		"hasform"	"282"	"INSULINE PORCINE HAUTEMENT PURIFIEE "	"semiautomatique"
"IOBITRIDOL"		"same"	"35195"	"IOBITRIDOL"	"automatique"
"IODIXANOL"		"same"	"92723"	"IODIXANOL"	"automatique"
"IOHEXOL"		"same"	"2596"	"IOHEXOL"	"automatique"
"IOMEPROL"		"same"	"47580"	"IOMÉPROL"	"automatique"
"IOPAMIDOL"		"same"	"25037"	"IOPAMIDOL"	"automatique"
"IOPENTOL"		"same"	"17218"	"IOPENTOL"	"automatique"
"IOPROMIDE"		"same"	"2293"	"IOPROMIDE"	"automatique"
"IOVERSOL"		"same"	"77898"	"IOVERSOL"	"automatique"
"IPRATROPIUM"		"hasform"	"49189"	"BROMURE D'IPRATROPIUM MONOHYDRATÉ"	"semiautomatique"
"IPRATROPIUM"		"hasform"	"49189"	"IPRATROPIUM (BROMURE D') HYDRATÉ"	"semiautomatique"
"IPRATROPIUM"		"hasform"	"49189"	"BROMURE D'IPRATROPIUM"	"semiautomatique"
"IPRATROPIUM"		"hasform"	"49189"	"IPRATROPIUM (BROMURE D')"	"semiautomatique"
"IPRATROPIUM"		"hasform"	"49189"	"IPRATROPIUM (BROMURE D') MONOHYDRATÉ"	"semiautomatique"
"IPRATROPIUM"		"hasform"	"80978"	"BROMURE D'IPRATROPIUM ANHYDRE"	"semiautomatique"
"IPRATROPIUM"		"hasform"	"80978"	"IPRATROPIUM (BROMURE D') ANHYDRE"	"semiautomatique"
"IPRONIAZIDE"		"hasform"	"2685"	"IPRONIAZIDE (PHOSPHATE D')"	"semiautomatique"
"IPRONIAZIDE"		"same"	"86088"	"IPRONIAZIDE BASE"	"semiautomatique"
"IRBESARTAN"		"same"	"31416"	"IRBÉSARTAN"	"automatique"
"IRBESARTAN"		"hasform"	"54231"	"IRBÉSARTAN (CHLORHYDRATE D')"	"semiautomatique"
"IRBESARTAN"		"hasform"	"54231"	"CHLORHYDRATE D'IRBÉSARTAN"	"semiautomatique"
"IRINOTECAN"		"same"	"73952"	"IRINOTÉCAN"	"automatique"
"IRINOTECAN"		"hasform"	"20915"	"IRINOTÉCAN (CHLORHYDRATE D') TRIHYDRATÉ"	"semiautomatique"
"IRINOTECAN"		"hasform"	"20915"	"CHLORHYDRATE D'IRINOTÉCAN TRIHYDRATÉ"	"semiautomatique"
"ISEPAMICINE"		"same"	"18034"	"ISÉPAMICINE"	"automatique"
"ISEPAMICINE"		"hasform"	"27925"	"SULFATE D'ISÉPAMICINE"	"semiautomatique"
"ISOFLURANE"		"same"	"11789"	"ISOFLURANE"	"automatique"
"ISONIAZIDE"		"same"	"2693"	"ISONIAZIDE"	"automatique"
"ISOPRENALINE"		"hasform"	"3865"	"CHLORHYDRATE D'ISOPRÉNALINE"	"semiautomatique"
"ISOPRENALINE"		"hasform"	"3865"	"ISOPRÉNALINE (CHLORHYDRATE D')"	"semiautomatique"
"ISOSORBIDE"		"hasform"	"7111"	"ISOSORBIDE (MONONITRATE D')"	"semiautomatique"
"ISOSORBIDE"		"hasform"	"7111"	"MONONITRATE D'ISOSORBIDE"	"semiautomatique"
"ISOSORBIDE"		"hasform"	"28348"	"ISOSORBIDE (DINITRATE D') (SOLUTION DE)"	"semiautomatique"
"ISOSORBIDE"		"hasform"	"28348"	"SOLUTION DE DINITRATE D'ISOSORBIDE"	"semiautomatique"
"ISOTHIPENDYL"		"hasform"	"2699"	"CHLORHYDRATE D'ISOTHIPENDYL"	"semiautomatique"
"ISOTRETINOINE"		"same"	"6088"	"ISOTRÉTINOÏNE"	"automatique"
"ISRADIPINE"		"same"	"46883"	"ISRADIPINE"	"automatique"
"ITRACONAZOLE"		"same"	"99008"	"ITRACONAZOLE"	"automatique"
"IVABRADINE"		"same"	"23247"	"IVABRADINE"	"automatique"
"IVABRADINE"		"hasform"	"45847"	"CHLORHYDRATE D'IVABRADINE"	"semiautomatique"
"IVABRADINE"		"hasform"	"45847"	"IVABRADINE (CHLORHYDRATE D')"	"semiautomatique"
"IVACAFTOR"		"same"	"91389"	"IVACAFTOR"	"automatique"
"JOSAMYCINE"		"same"	"941"	"JOSAMYCINE BASE"	"automatique"
"JOSAMYCINE"		"same"	"941"	"JOSAMYCINE"	"automatique"
"JOSAMYCINE"		"hasform"	"935"	"JOSAMYCINE (PROPIONATE DE)"	"semiautomatique"
"KANAMYCINE"		"same"	"19966"	"KANAMYCINE"	"automatique"
"KANAMYCINE"		"hasform"	"3867"	"MONOSULFATE DE KANAMYCINE"	"semiautomatique"
"KANAMYCINE"		"hasform"	"3867"	"KANAMYCINE (MONOSULFATE DE)"	"semiautomatique"
"KAOLIN"		"same"	"3133"	"BOL BLANC"	"automatique"
"KAOLIN"		"same"	"3133"	"KAOLIN LOURD"	"automatique"
"KAOLIN"		"same"	"3133"	"KAOLIN"	"automatique"
"KAOLIN LOURD"		"same"	"3133"	"BOL BLANC"	"automatique"
"KAOLIN LOURD"		"same"	"3133"	"KAOLIN LOURD"	"automatique"
"KAOLIN LOURD"		"same"	"3133"	"KAOLIN"	"automatique"
"KETOCONAZOLE"		"same"	"22692"	"KÉTOCONAZOLE"	"automatique"
"KETOPROFENE"		"same"	"823"	"KÉTOPROFÈNE"	"automatique"
"KETOTIFENE"		"same"	"15401"	"KETOTIFÈNE BASE"	"automatique"
"KETOTIFENE"		"same"	"15401"	"KETOTIFÈNE"	"automatique"
"KETOTIFENE"		"hasform"	"952"	"HYDROGÉNOFUMARATE DE KÉTOTIFÈNE"	"semiautomatique"
"KETOTIFENE"		"hasform"	"952"	"FUMARATE DE KETOTIFÈNE"	"semiautomatique"
"KETOTIFENE"		"hasform"	"952"	"KETOTIFÈNE (FUMARATE DE)"	"semiautomatique"
"LABETALOL"		"hasform"	"946"	"LABÉTALOL (CHLORHYDRATE DE)"	"semiautomatique"
"LABETALOL"		"hasform"	"946"	"CHLORHYDRATE DE LABÉTALOL"	"semiautomatique"
"LACIDIPINE"		"same"	"86786"	"LACIDIPINE"	"automatique"
"LAMIVUDINE"		"same"	"17878"	"LAMIVUDINE"	"automatique"
"LAMIVUDINE"		"hasform"	"48059"	"LAMIVUDINE 0,2-HYDRATÉ"	"semiautomatique"
"LAMOTRIGINE"		"same"	"37011"	"LAMOTRIGINE"	"automatique"
"LANREOTIDE"		"same"	"36755"	"LANRÉOTIDE BASE"	"semiautomatique"
"LANREOTIDE"		"hasform"	"77082"	"ACÉTATE DE LANRÉOTIDE"	"semiautomatique"
"LANSOPRAZOLE"		"same"	"23957"	"LANSOPRAZOLE"	"automatique"
"LANTHANE"		"same"	"76541"	"LANTHANE"	"automatique"
"LANTHANE"		"hasform"	"38263"	"LANTHANE (CARBONATE DE) HYDRATÉ"	"semiautomatique"
"LANTHANE"		"hasform"	"38263"	"CARBONATE DE LANTHANE HYDRATÉ"	"semiautomatique"
"LAPATINIB"		"same"	"54913"	"LAPATINIB"	"automatique"
"LAPATINIB"		"hasform"	"39890"	"DITOSILATE DE LAPATINIB MONOHYDRATÉ"	"semiautomatique"
"LEDIPASVIR"		"same"	"21873"	"LÉDIPASVIR"	"automatique"
"LENALIDOMIDE"		"same"	"64391"	"LÉNALIDOMIDE"	"automatique"
"LEPIRUDINE"		"same"	"63775"	"LEPIRUDINE "	"automatique"
"LERCANIDIPINE"		"same"	"83912"	"LERCANIDIPINE"	"automatique"
"LERCANIDIPINE"		"hasform"	"36746"	"CHLORHYDRATE DE LERCANIDIPINE"	"semiautomatique"
"LERCANIDIPINE"		"hasform"	"36746"	"LERCANIDIPINE (CHLORHYDRATE DE)"	"semiautomatique"
"LEVOBUNOLOL"		"hasform"	"18812"	"LÉVOBUNOLOL (CHLORHYDRATE DE)"	"semiautomatique"
"LEVOBUNOLOL"		"hasform"	"18812"	"CHLORHYDRATE DE LÉVOBUNOLOL"	"semiautomatique"
"LEVODOPA"		"same"	"3885"	"LÉVODOPA"	"automatique"
"LEVOFLOXACINE"		"same"	"81234"	"LÉVOFLOXACINE"	"automatique"
"LEVOFLOXACINE"		"hasform"	"60077"	"LÉVOFLOXACINE HÉMIHYDRATÉE"	"semiautomatique"
"LEVOMENTHOL"		"same"	"568"	"MENTHOL"	"automatique"
"LEVOMENTHOL"		"same"	"568"	"LÉVOMENTHOL"	"automatique"
"LEVOMEPROMAZINE"		"same"	"2726"	"LÉVOMÉPROMAZINE"	"automatique"
"LEVOMEPROMAZINE"		"hasform"	"5047"	"CHLORHYDRATE DE LÉVOMÉPROMAZINE"	"semiautomatique"
"LEVOMEPROMAZINE"		"hasform"	"5047"	"LÉVOMÉPROMAZINE (CHLORHYDRATE DE)"	"semiautomatique"
"LEVOMEPROMAZINE"		"hasform"	"5097"	"MALÉATE DE LÉVOMÉPROMAZINE"	"semiautomatique"
"LEVOMEPROMAZINE"		"hasform"	"5097"	"LÉVOMÉPROMAZINE (HYDROGÉNOMALÉATE DE)"	"semiautomatique"
"LEVONORGESTREL"		"same"	"196"	"LÉVONORGESTREL"	"automatique"
"LEVOTHYROXINE"		"hasform"	"382"	"LÉVOTHYROXINE SODIQUE"	"semiautomatique"
"LIDOCAINE"		"same"	"5431"	"LIDOCAÏNE"	"automatique"
"LIDOCAINE"		"hasform"	"5432"	"LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ"	"semiautomatique"
"LIDOCAINE"		"hasform"	"5432"	"LIDOCAÏNE (CHLORHYDRATE DE)"	"semiautomatique"
"LIDOCAINE"		"hasform"	"56635"	"CHLORHYDRATE DE LIDOCAÏNE ANHYDRE"	"semiautomatique"
"LIDOCAINE"		"hasform"	"5432"	"CHLORHYDRATE DE LIDOCAÏNE"	"semiautomatique"
"LINAGLIPTINE"		"same"	"94968"	"LINAGLIPTINE"	"automatique"
"LINCOMYCINE"		"same"	"89043"	"LINCOMYCINE"	"automatique"
"LINCOMYCINE"		"hasform"	"2739"	"LINCOMYCINE (CHLORHYDRATE DE)"	"semiautomatique"
"LINEZOLIDE"		"same"	"74148"	"LINÉZOLIDE"	"automatique"
"LINSIDOMINE"		"hasform"	"60932"	"LINSIDOMINE (CHLORHYDRATE DE)"	"semiautomatique"
"LINSIDOMINE"		"hasform"	"60932"	"CHLORHYDRATE DE LINSIDOMINE"	"semiautomatique"
"LIOTHYRONINE SODIQUE"		"same"	"5596"	"LIOTHYRONINE SODIQUE"	"automatique"
"LISINOPRIL"		"same"	"15304"	"LISINOPRIL ANHYDRE"	"automatique"
"LISINOPRIL"		"same"	"15304"	"LISINOPRIL"	"automatique"
"LISINOPRIL"		"hasform"	"60255"	"LISINOPRIL DIHYDRATÉ"	"semiautomatique"
"LISURIDE"		"hasform"	"61297"	"MALÉATE ACIDE DE LISURIDE"	"semiautomatique"
"LISURIDE"		"hasform"	"61297"	"LISURIDE (MALÉATE ACIDE DE)"	"semiautomatique"
"LITHIUM"		"same"	"31554"	"LITHIUM"	"automatique"
"LITHIUM"		"hasform"	"5002"	"GLUCONATE DE LITHIUM"	"semiautomatique"
"LITHIUM"		"hasform"	"3874"	"CITRATE DE LITHIUM"	"semiautomatique"
"LITHIUM"		"hasform"	"3876"	"DIHYDROGENOPHOSPHATE DE LITHIUM"	"semiautomatique"
"LITHIUM"		"hasform"	"3876"	"LITHIUM (PHOSPHATE DE)"	"semiautomatique"
"LITHIUM"		"hasform"	"40454"	"LITHIUM (PIDOLATE DE)"	"semiautomatique"
"LITHIUM"		"hasform"	"4403"	"CARBONATE DE LITHIUM"	"semiautomatique"
"LITHIUM"		"hasform"	"5002"	"LITHIUM (GLUCONATE DE)"	"semiautomatique"
"LITHIUM"		"hasform"	"5006"	"LITHIUM (SUCCINATE DE)"	"semiautomatique"
"LITHIUM"		"hasform"	"62449"	"LITHIUM (BROMURE DE)"	"semiautomatique"
"LOFLAZEPATE"		"hasform"	"1041"	"LOFLAZÉPATE D'ÉTHYLE"	"semiautomatique"
"LOMEFLOXACINE"		"same"	"73705"	"LOMÉFLOXACINE BASE"	"semiautomatique"
"LOMEFLOXACINE"		"hasform"	"24676"	"CHLORHYDRATE DE LOMÉFLOXACINE"	"semiautomatique"
"LOMITAPIDE"		"same"	"81723"	"LOMITAPIDE"	"automatique"
"LOMITAPIDE"		"hasform"	"89840"	"MÉSILATE DE LOMITAPIDE"	"semiautomatique"
"LOMUSTINE"		"same"	"5726"	"LOMUSTINE"	"automatique"
"LOPINAVIR"		"same"	"53145"	"LOPINAVIR"	"automatique"
"LOPRAZOLAM"		"hasform"	"12016"	"MÉSILATE DE LOPRAZOLAM MONOHYDRATÉ"	"semiautomatique"
"LOPRAZOLAM"		"same"	"56568"	"LOPRAZOLAM"	"automatique"
"LOPRAZOLAM"		"hasform"	"12016"	"LOPRAZOLAM (MÉSILATE DE) MONOHYDRATÉ"	"semiautomatique"
"LORAZEPAM"		"same"	"561"	"LORAZÉPAM"	"automatique"
"LORMETAZEPAM"		"same"	"79562"	"LORMÉTAZÉPAM"	"automatique"
"LOSARTAN"		"same"	"64438"	"LOSARTAN"	"automatique"
"LOSARTAN"		"hasform"	"48528"	"LOSARTAN POTASSIQUE"	"semiautomatique"
"LOXAPINE"		"same"	"44214"	"LOXAPINE"	"automatique"
"LOXAPINE"		"same"	"44214"	"LOXAPINE BASE"	"automatique"
"LOXAPINE"		"hasform"	"829"	"SUCCINATE DE LOXAPINE"	"semiautomatique"
"LOXAPINE"		"hasform"	"829"	"LOXAPINE (SUCCINATE DE)"	"semiautomatique"
"LUMEFANTRINE"		"same"	"24296"	"LUMÉFANTRINE"	"automatique"
"LYMECYCLINE"		"same"	"2742"	"LYMÉCYCLINE"	"automatique"
"LYNESTRENOL"		"same"	"2743"	"LYNESTRÉNOL"	"automatique"
"MACITENTAN"		"same"	"94926"	"MACITENTAN"	"automatique"
"MAGALDRATE"		"same"	"45338"	"MAGALDRATE"	"automatique"
"MAGALDRATE"		"hasform"	"25754"	"MAGALDRATE ANHYDRE"	"semiautomatique"
"MAGNESIUM (HYDROXYDE DE)"		"same"	"4415"	"MAGNÉSIUM (HYDROXYDE DE)"	"semiautomatique"
"MAGNESIUM (HYDROXYDE DE)"		"same"	"4415"	"HYDROXYDE DE MAGNÉSIUM"	"semiautomatique"
"MAGNESIUM (TRISILICATE DE)"		"same"	"3013"	"TRISILICATE DE MAGNÉSIUM"	"semiautomatique"
"MAGNESIUM (TRISILICATE DE)"		"same"	"3013"	"MAGNÉSIUM (TRISILICATE DE)"	"semiautomatique"
"MANIDIPINE"		"hasform"	"53763"	"MANIDIPINE (DICHLORHYDRATE DE)"	"semiautomatique"
"MANIDIPINE"		"hasform"	"53763"	"CHLORHYDRATE DE MANIDIPINE"	"semiautomatique"
"MANNITOL"		"same"	"3011"	"MANNITOL"	"automatique"
"MANNITOL"		"hasform"	"60273"	"ESTER BORONIQUE DE MANNITOL"	"semiautomatique"
"MAPROTILINE"		"hasform"	"3402"	"MAPROTILINE (MÉSILATE DE)"	"semiautomatique"
"MAPROTILINE"		"hasform"	"1990"	"MAPROTILINE (CHLORHYDRATE DE)"	"semiautomatique"
