dci	dcirenommer	relation	code	substances	validation		
INSULINE HUMAINE RECOMBINANTE	INSULINE HUMAINE RECOMBINANTE		39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE	INSULINE HUMAINE RECOMBINANTE		84517	INSULINE HUMAINE RECOMBINANTE ZINC 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			24630	INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			67310	INSULINE LISPRO RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			54612	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE			75353	INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE			24630	INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE			62132	INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE			51144	INSULINE ASPARTE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE			67310	INSULINE LISPRO RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE			75353	INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			15988	INSULINE HUMAINE RECOMBINANTE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			41469	INSULINE HUMAINE RECOMBINANTE ZINC AMORPHE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			93709	INSULINE HUMAINE RECOMBINANTE NEUTRE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			93709	INSULINE HUMAINE RECOMBINANTE SOLUBLE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			75951	INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC			84517	INSULINE HUMAINE RECOMBINANTE ZINC 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			15988	INSULINE HUMAINE RECOMBINANTE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			39488	INSULINE HUMAINE RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			41469	INSULINE HUMAINE RECOMBINANTE ZINC AMORPHE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			75951	INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			93709	INSULINE HUMAINE RECOMBINANTE SOLUBLE 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			84517	INSULINE HUMAINE RECOMBINANTE ZINC 	semiautomatique		
INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE			93709	INSULINE HUMAINE RECOMBINANTE NEUTRE 	semiautomatique		
INSULINE LISPRO			75353	INSULINE LISPRO RECOMBINANTE ISOPHANE BIPHASIQUE 	semiautomatique		
INSULINE LISPRO			67310	INSULINE LISPRO RECOMBINANTE ISOPHANE 	semiautomatique		
INSULINE LISPRO			80150	INSULINE DÉTÉMIR 	semiautomatique		
INSULINE LISPRO			54399	INSULINE GLULISINE 	semiautomatique		
INSULINE PORCINE			3114	PEPSINE 	semiautomatique		
INSULINE PORCINE			35118	PANCRÉAS (POUDRE DE) (PORCINE)	semiautomatique		
INSULINE PORCINE			282	INSULINE PORCINE HAUTEMENT PURIFIEE 	semiautomatique		
INSULINE PORCINE			3114	PEPSINE D'ORIGINE PORCINE 	semiautomatique		
INSULINE PORCINE			35118	PANCRÉAS (POUDRE DE) 	semiautomatique		
INSULINE PORCINE			54399	INSULINE GLULISINE 	semiautomatique		
INSULINE PORCINE			80150	INSULINE DÉTÉMIR 	semiautomatique		
INTERFERON ALFA			2096	INTERFÉRON ALFA-2B 	semiautomatique		
INTERFERON ALFA			2427	INTERFÉRON ALFA-2A 	semiautomatique		
INTERFERON ALFA			37634	INTERFÉRON BÊTA-1B	semiautomatique		
INTERFERON ALFA			38315	ALFA-AMYLASE 	semiautomatique		
INTERFERON ALFA			47102	INTERFÉRON BÊTA-1A 	semiautomatique		
INTERFERON ALFA			58587	PORACTANT ALFA 	semiautomatique		
INTERFERON ALFA			69007	INTERFÉRON GAMMA-1B	semiautomatique		
INTERFERON ALFA			59292	INTERFERON ALFACON-1 	semiautomatique		
INTERFERON ALFA			8173	ÉPOÉTINE ALFA 	semiautomatique		
INTERFERON ALFA			80439	MOROCTOCOG ALFA 	semiautomatique		
IPRATROPIUM			49189	BROMURE D'IPRATROPIUM MONOHYDRATÉ	semiautomatique		
IPRATROPIUM			49189	IPRATROPIUM (BROMURE D') HYDRATÉ	semiautomatique		
IPRATROPIUM			49189	BROMURE D'IPRATROPIUM	semiautomatique		
IPRATROPIUM			49189	IPRATROPIUM (BROMURE D')	semiautomatique		
IPRATROPIUM			49189	IPRATROPIUM (BROMURE D') MONOHYDRATÉ	semiautomatique		
IPRATROPIUM			80978	BROMURE D'IPRATROPIUM ANHYDRE	semiautomatique		
IPRATROPIUM			80978	IPRATROPIUM (BROMURE D') ANHYDRE	semiautomatique		
IPRONIAZIDE			2685	IPRONIAZIDE (PHOSPHATE D')	semiautomatique		
IPRONIAZIDE			86088	IPRONIAZIDE BASE	semiautomatique		
IRBESARTAN			54231	IRBÉSARTAN (CHLORHYDRATE D')	semiautomatique		
IRBESARTAN			54231	CHLORHYDRATE D'IRBÉSARTAN	semiautomatique		
IRINOTECAN			20915	IRINOTÉCAN (CHLORHYDRATE D') TRIHYDRATÉ	semiautomatique		
IRINOTECAN			20915	CHLORHYDRATE D'IRINOTÉCAN TRIHYDRATÉ	semiautomatique		
ISEPAMICINE			27925	SULFATE D'ISÉPAMICINE	semiautomatique		
ISOPRENALINE			3865	CHLORHYDRATE D'ISOPRÉNALINE	semiautomatique		
ISOPRENALINE			3865	ISOPRÉNALINE (CHLORHYDRATE D')	semiautomatique		
ISOSORBIDE			7111	ISOSORBIDE (MONONITRATE D')	semiautomatique		
ISOSORBIDE			7111	MONONITRATE D'ISOSORBIDE	semiautomatique		
ISOSORBIDE			28348	ISOSORBIDE (DINITRATE D') (SOLUTION DE)	semiautomatique		
ISOSORBIDE			28348	SOLUTION DE DINITRATE D'ISOSORBIDE	semiautomatique		
ISOTHIPENDYL			2699	CHLORHYDRATE D'ISOTHIPENDYL	semiautomatique		
IVABRADINE			45847	CHLORHYDRATE D'IVABRADINE	semiautomatique		
IVABRADINE			45847	IVABRADINE (CHLORHYDRATE D')	semiautomatique		
JOSAMYCINE			935	JOSAMYCINE (PROPIONATE DE)	semiautomatique		
KANAMYCINE			3867	MONOSULFATE DE KANAMYCINE	semiautomatique		
KANAMYCINE			3867	KANAMYCINE (MONOSULFATE DE)	semiautomatique		
KAOLIN LOURD			25360	MAGNÉSIUM (CARBONATE DE) LOURD	semiautomatique		
KAOLIN LOURD			25360	CARBONATE DE MAGNÉSIUM LOURD	semiautomatique		
KAOLIN LOURD			79568	MAGNÉSIUM (OXYDE DE) LOURD	semiautomatique		
KAOLIN LOURD			56283	BISMUTH (SOUS-NITRATE DE) LOURD POUR PRÉPARATIONS HOMÉOPATHIQUES	semiautomatique		
KAOLIN LOURD			56283	BISMUTHUM POUR PRÉPARATIONS HOMÉOPATHIQUES	semiautomatique		
KAOLIN LOURD			79568	MAGNÉSIE LOURDE	semiautomatique		
KETOTIFENE			952	HYDROGÉNOFUMARATE DE KÉTOTIFÈNE	semiautomatique		
KETOTIFENE			952	FUMARATE DE KETOTIFÈNE	semiautomatique		
KETOTIFENE			952	KETOTIFÈNE (FUMARATE DE)	semiautomatique		
LABETALOL			946	LABÉTALOL (CHLORHYDRATE DE)	semiautomatique		
LABETALOL			946	CHLORHYDRATE DE LABÉTALOL	semiautomatique		
LAMIVUDINE			48059	LAMIVUDINE 0,2-HYDRATÉ	semiautomatique		
LANREOTIDE			36755	LANRÉOTIDE BASE	semiautomatique		
LANREOTIDE			77082	ACÉTATE DE LANRÉOTIDE	semiautomatique		
LANTHANE			38263	LANTHANE (CARBONATE DE) HYDRATÉ	semiautomatique		
LANTHANE			38263	CARBONATE DE LANTHANE HYDRATÉ	semiautomatique		
LAPATINIB			39890	DITOSILATE DE LAPATINIB MONOHYDRATÉ	semiautomatique		
LERCANIDIPINE			36746	CHLORHYDRATE DE LERCANIDIPINE	semiautomatique		
LERCANIDIPINE			36746	LERCANIDIPINE (CHLORHYDRATE DE)	semiautomatique		
LEVOBUNOLOL			18812	LÉVOBUNOLOL (CHLORHYDRATE DE)	semiautomatique		
LEVOBUNOLOL			18812	CHLORHYDRATE DE LÉVOBUNOLOL	semiautomatique		
LEVOFLOXACINE			60077	LÉVOFLOXACINE HÉMIHYDRATÉE	semiautomatique		
LEVOMEPROMAZINE			5047	CHLORHYDRATE DE LÉVOMÉPROMAZINE	semiautomatique		
LEVOMEPROMAZINE			5047	LÉVOMÉPROMAZINE (CHLORHYDRATE DE)	semiautomatique		
LEVOMEPROMAZINE			5097	MALÉATE DE LÉVOMÉPROMAZINE	semiautomatique		
LEVOMEPROMAZINE			5097	LÉVOMÉPROMAZINE (HYDROGÉNOMALÉATE DE)	semiautomatique		
LEVOTHYROXINE			382	LÉVOTHYROXINE SODIQUE	semiautomatique		
LIDOCAINE			5432	LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ	semiautomatique		
LIDOCAINE			5432	LIDOCAÏNE (CHLORHYDRATE DE)	semiautomatique		
LIDOCAINE			56635	CHLORHYDRATE DE LIDOCAÏNE ANHYDRE	semiautomatique		
LIDOCAINE			5432	CHLORHYDRATE DE LIDOCAÏNE	semiautomatique		
LINCOMYCINE			2739	LINCOMYCINE (CHLORHYDRATE DE)	semiautomatique		
LINSIDOMINE			60932	LINSIDOMINE (CHLORHYDRATE DE)	semiautomatique		
LINSIDOMINE			60932	CHLORHYDRATE DE LINSIDOMINE	semiautomatique		
LIOTHYRONINE SODIQUE			30925	CEFTRIAXONE DISODIQUE HÉMIHEPTAHYDRATÉ	semiautomatique		
LIOTHYRONINE SODIQUE			2489	NORAMIDOPYRINE MÉTHANESULFONATE SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			2489	MÉTAMIZOLE SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			3087	SULFORUTOSIDE SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			3087	SODIUM (RUTINESULFATE DE)	semiautomatique		
LIOTHYRONINE SODIQUE			30925	CEFTRIAXONE DISODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			30925	CEFTRIAXONE SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			39196	FOSINOPRIL SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			872	AMOXICILLINE SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			86162	MONTÉLUKAST SODIQUE	semiautomatique		
LIOTHYRONINE SODIQUE			92529	ÉPOPROSTÉNOL SODIQUE	semiautomatique		
LISINOPRIL			60255	LISINOPRIL DIHYDRATÉ	semiautomatique		
LISURIDE			61297	MALÉATE ACIDE DE LISURIDE	semiautomatique		
LISURIDE			61297	LISURIDE (MALÉATE ACIDE DE)	semiautomatique		
LITHIUM			5002	GLUCONATE DE LITHIUM	semiautomatique		
LITHIUM			3874	CITRATE DE LITHIUM	semiautomatique		
LITHIUM			3876	DIHYDROGENOPHOSPHATE DE LITHIUM	semiautomatique		
LITHIUM			3876	LITHIUM (PHOSPHATE DE)	semiautomatique		
LITHIUM			40454	LITHIUM (PIDOLATE DE)	semiautomatique		
LITHIUM			4403	CARBONATE DE LITHIUM	semiautomatique		
LITHIUM			5002	LITHIUM (GLUCONATE DE)	semiautomatique		
LITHIUM			5006	LITHIUM (SUCCINATE DE)	semiautomatique		
LITHIUM			62449	LITHIUM (BROMURE DE)	semiautomatique		
LOFLAZEPATE			1041	LOFLAZÉPATE D'ÉTHYLE	semiautomatique		
LOMEFLOXACINE			73705	LOMÉFLOXACINE BASE	semiautomatique		
LOMEFLOXACINE			24676	CHLORHYDRATE DE LOMÉFLOXACINE	semiautomatique		
LOMITAPIDE			89840	MÉSILATE DE LOMITAPIDE	semiautomatique		
LOPRAZOLAM			12016	MÉSILATE DE LOPRAZOLAM MONOHYDRATÉ	semiautomatique		
LOPRAZOLAM			12016	LOPRAZOLAM (MÉSILATE DE) MONOHYDRATÉ	semiautomatique		
LOSARTAN			48528	LOSARTAN POTASSIQUE	semiautomatique		
LOXAPINE			829	SUCCINATE DE LOXAPINE	semiautomatique		
LOXAPINE			829	LOXAPINE (SUCCINATE DE)	semiautomatique		
MAGALDRATE			25754	MAGALDRATE ANHYDRE	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			4415	MAGNÉSIUM (HYDROXYDE DE)	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			4415	HYDROXYDE DE MAGNÉSIUM	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			40030	MAGNÉSIUM (GLYCÉROPHOSPHATE ACIDE DE)	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			20879	LACTATE DE MAGNÉSIUM DIHYDRATÉ	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			20879	MAGNÉSIUM (LACTATE DE) DIHYDRATÉ	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			29239	MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			3018	CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			3018	MAGNÉSIUM (CHLORURE DE) HEXAHYDRATÉ	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			3505	MAGNÉSIUM (PIDOLATE DE)	semiautomatique		
MAGNESIUM (HYDROXYDE DE)			3505	PYRROLIDONECARBOXYLATE DE MAGNÉSIUM	semiautomatique		
MAGNESIUM (TRISILICATE DE)			3013	TRISILICATE DE MAGNÉSIUM	semiautomatique		
MAGNESIUM (TRISILICATE DE)			3013	MAGNÉSIUM (TRISILICATE DE)	semiautomatique		
MAGNESIUM (TRISILICATE DE)			29239	MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ	semiautomatique		
MAGNESIUM (TRISILICATE DE)			20879	LACTATE DE MAGNÉSIUM DIHYDRATÉ	semiautomatique		
MAGNESIUM (TRISILICATE DE)			20879	MAGNÉSIUM (LACTATE DE) DIHYDRATÉ	semiautomatique		
MAGNESIUM (TRISILICATE DE)			3505	MAGNÉSIUM (PIDOLATE DE)	semiautomatique		
MAGNESIUM (TRISILICATE DE)			3505	PYRROLIDONECARBOXYLATE DE MAGNÉSIUM	semiautomatique		
MAGNESIUM (TRISILICATE DE)			3018	CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ	semiautomatique		
MAGNESIUM (TRISILICATE DE)			3018	MAGNÉSIUM (CHLORURE DE) HEXAHYDRATÉ	semiautomatique		
MAGNESIUM (TRISILICATE DE)			40030	MAGNÉSIUM (GLYCÉROPHOSPHATE ACIDE DE)	semiautomatique		
MANIDIPINE			53763	MANIDIPINE (DICHLORHYDRATE DE)	semiautomatique		
MANIDIPINE			53763	CHLORHYDRATE DE MANIDIPINE	semiautomatique		
MANNITOL			60273	ESTER BORONIQUE DE MANNITOL	semiautomatique		
MAPROTILINE			3402	MAPROTILINE (MÉSILATE DE)	semiautomatique		
MAPROTILINE			1990	MAPROTILINE (CHLORHYDRATE DE)	semiautomatique		
MAPROTILINE			1990	CHLORHYDRATE DE MAPROTILINE	semiautomatique		
MAPROTILINE			38907	MAPROTILINE (RESINATE DE)	semiautomatique		
MECLOZINE			5541	CHLORHYDRATE DE MÉCLOZINE	semiautomatique		
MEDROXYPROGESTERONE			557	MÉDROXYPROGESTÉRONE (ACÉTATE DE)	semiautomatique		
MEDROXYPROGESTERONE			557	ACÉTATE DE MÉDROXYPROGESTÉRONE	semiautomatique		
MEFENIDRAMIUM			1728	MÉFÉNIDRAMIUM (MÉTILSULFATE DE)	semiautomatique		
MEFENIDRAMIUM			1728	MÉTILSULFATE DE MÉFÉNIDRAMIUM	semiautomatique		
MEFLOQUINE			29547	CHLORHYDRATE DE MÉFLOQUINE	semiautomatique		
MEFLOQUINE			29547	MÉFLOQUINE (CHLORHYDRATE DE)	semiautomatique		
MEMANTINE			49207	CHLORHYDRATE DE MÉMANTINE	semiautomatique		
MEMANTINE			49207	MÉMANTINE (CHLORHYDRATE DE)	semiautomatique		
MENTHE			190	MENTHE POIVRÉE (FEUILLE DE)	semiautomatique		
MENTHE			190	FEUILLE DE MENTHE POIVRÉE	semiautomatique		
MENTHE			160	HUILE ESSENTIELLE DE MENTHE POIVRÉE	semiautomatique		
MENTHE			160	MENTHE POIVRÉE (HUILE ESSENTIELLE DE)	semiautomatique		
MENTHE			25288	MENTHE POIVREE (PARTIE AERIENNE DE)	semiautomatique		
MENTHE			69790	MENTHE POIVREE (FEUILLE ET TIGE DE)	semiautomatique		
MEPYRAMINE			3921	MALÉATE DE MÉPYRAMINE	semiautomatique		
MERBROMINE			2615	MERBROMINE SODIQUE	semiautomatique		
MEROPENEM			59983	MÉROPÉNEM TRIHYDRATÉ	semiautomatique		
METFORMINE			210	METFORMINE (EMBONATE DE)	semiautomatique		
METFORMINE			24321	CHLORHYDRATE DE METFORMINE	semiautomatique		
METFORMINE			24321	METFORMINE (CHLORHYDRATE DE)	semiautomatique		
METFORMINE			5669	METFORMINE (PARACHLOROPHENOXYACETATE DE)	semiautomatique		
METHADONE			47784	CHLORHYDRATE DE MÉTHADONE	semiautomatique		
METHADONE			47784	MÉTHADONE (CHLORHYDRATE DE)	semiautomatique		
METHENAMINE			5042	ANHYDROMÉTHYLÈNECITRATE MÉTHÉNAMINE	semiautomatique		
METHOTREXATE			30849	MÉTHOTREXATE DISODIQUE	semiautomatique		
METHYLDOPA			34537	MÉTHYLDOPA ANHYDRE	semiautomatique		
METHYLENECYCLINE			3409	MÉTHYLÈNECYCLINE (CHLORHYDRATE DE)	semiautomatique		
METHYLERGOMETRINE			18063	MÉTHYLERGOMÉTRINE BASE	semiautomatique		
METHYLERGOMETRINE			2357	MALÉATE DE MÉTHYLERGOMÉTRINE	semiautomatique		
METHYLPHENIDATE			5407	CHLORHYDRATE DE MÉTHYLPHÉNIDATE	semiautomatique		
METHYLPREDNISOLONE			3697	MÉTHYLPREDNISOLONE (HYDROGÉNOSUCCINATE SODIQUE DE)	semiautomatique		
METHYLPREDNISOLONE			3697	SUCCINATE DE MÉTHYLPREDNISOLONE ET SODIUM	semiautomatique		
METHYLPREDNISOLONE			3927	ACÉTATE DE MÉTHYLPREDNISOLONE	semiautomatique		
METHYLPREDNISOLONE			7032	MÉTHYLPREDNISOLONE (HÉMISUCCINATE DE)	semiautomatique		
METHYLPREDNISOLONE			7032	HÉMISUCCINATE DE MÉTHYLPREDNISOLONE	semiautomatique		
METHYSERGIDE			83210	MÉTHYSERGIDE BASE	semiautomatique		
METHYSERGIDE			2366	MÉTHYSERGIDE (MALÉATE DE)	semiautomatique		
METOCLOPRAMIDE			18055	CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE	semiautomatique		
METOCLOPRAMIDE			18055	MÉTOCLOPRAMIDE (CHLORHYDRATE DE) ANHYDRE	semiautomatique		
METOCLOPRAMIDE			2372	METOCLOPRAMIDE (DICHLORHYDRATE DE)	semiautomatique		
METOCLOPRAMIDE			726	MÉTOCLOPRAMIDE (CHLORHYDRATE DE) MONOHYDRATÉ	semiautomatique		
METOCLOPRAMIDE			726	MÉTOCLOPRAMIDE (CHLORHYDRATE DE)	semiautomatique		
METOCLOPRAMIDE			87182	METOCLOPRAMIDE (DICHLORHYDRATE) MONOHYDRATE	semiautomatique		
METOCLOPRAMIDE			726	CHLORHYDRATE DE MÉTOCLOPRAMIDE	semiautomatique		
METOPROLOL			933	MÉTOPROLOL (TARTRATE DE)	semiautomatique		
METOPROLOL			933	TARTRATE DE MÉTOPROLOL	semiautomatique		
METOPROLOL			10091	MÉTOPROLOL (SUCCINATE DE)	semiautomatique		
METOPROLOL			10091	SUCCINATE DE MÉTOPROLOL	semiautomatique		
METOPROLOL			56570	METOPROLOL (FUMARATE DE)	semiautomatique		
METRONIDAZOLE			1188	BENZOATE DE MÉTRONIDAZOLE	semiautomatique		
METRONIDAZOLE			1188	MÉTRONIDAZOLE (BENZOATE DE)	semiautomatique		
MEXILETINE			924	MEXILÉTINE (CHLORHYDRATE DE)	semiautomatique		
MEZLOCILLINE			16958	MEZLOCILLINE SODIQUE MONOHYDRATÉ	semiautomatique		
MIANSERINE			602	CHLORHYDRATE DE MIANSÉRINE	semiautomatique		
MIANSERINE			602	MIANSÉRINE (CHLORHYDRATE DE)	semiautomatique		
MICONAZOLE			3026	NITRATE DE MICONAZOLE	semiautomatique		
MICONAZOLE			3026	MICONAZOLE (NITRATE DE)	semiautomatique		
MIDAZOLAM			51868	CHLORHYDRATE DE MIDAZOLAM	semiautomatique		
MIDAZOLAM			51868	MIDAZOLAM (CHLORHYDRATE DE)	semiautomatique		
MIDECAMYCINE			74801	DIACÉTATE DE MIDÉCAMYCINE	semiautomatique		
MIDECAMYCINE			74801	DIACÉTYLMIDECAMYCINE	semiautomatique		
MIDODRINE			98763	CHLORHYDRATE DE MIDODRINE	semiautomatique		
MILLEPERTUIS			4235	EXTRAIT SEC DE MILLEPERTUIS	semiautomatique		
MILLEPERTUIS			4235	MILLEPERTUIS (EXTRAIT SEC DE)	semiautomatique		
MILLEPERTUIS			4235	MILLEPERTUIS (SOMMITÉ FLEURIE) (EXTRAIT SEC DE)	semiautomatique		
MILLEPERTUIS			5651	MILLEPERTUIS (SOMMITE FLEURIE DE)	semiautomatique		
MILNACIPRAN			75210	CHLORHYDRATE DE MILNACIPRAN	semiautomatique		
MINOCYCLINE			37703	MINOCYCLINE BASE	semiautomatique		
MINOCYCLINE			25755	MINOCYCLINE (CHLORHYDRATE DE) DIHYDRATÉ	semiautomatique		
MINOCYCLINE			3401	MINOCYCLINE (CHLORHYDRATE DE)	semiautomatique		
MINOCYCLINE			3401	CHLORHYDRATE DE MINOCYCLINE	semiautomatique		
MITOGUAZONE			2392	MITOGUAZONE (DICHLORHYDRATE DE) MONOHYDRATÉ	semiautomatique		
MITOMYCINE C			4768	C.I. 42051 SODIQUE	semiautomatique		
MITOMYCINE C			478	CYTOCHROME C	semiautomatique		
MITOMYCINE C			54435	INHIBITEUR DE C1 HUMAIN 	semiautomatique		
MITOMYCINE C			54435	INHIBITEUR DE LA C1 ESTÉRASE HUMAIN 	semiautomatique		
MITOMYCINE C			95793	PROTEINE C ACTIVEE RECOMBINANTE 	semiautomatique		
MITOMYCINE C			99059	PROTÉINE C HUMAINE 	semiautomatique		
MITOMYCINE C			97363	BACTÉRIE B C G LYOPHILISÉ	semiautomatique		
MITOMYCINE C			98950	URÉE [13C]	semiautomatique		
MITOXANTRONE			18851	CHLORHYDRATE DE MITOXANTRONE	semiautomatique		
MITOXANTRONE			18851	MITOXANTRONE (CHLORHYDRATE DE)	semiautomatique		
MIVACURIUM			55432	MIVACURIUM (CHLORURE DE)	semiautomatique		
MOEXIPRIL			80137	CHLORHYDRATE DE MOEXIPRIL	semiautomatique		
MOMETASONE			14446	FUROATE DE MOMÉTASONE	semiautomatique		
MOMETASONE			33681	FUROATE DE MOMÉTASONE MONOHYDRATÉ	semiautomatique		
MONTELUKAST			86162	MONTÉLUKAST SODIQUE	semiautomatique		
MORPHINE			1099	MORPHINE (SULFATE DE)	semiautomatique		
MORPHINE			1099	SULFATE DE MORPHINE	semiautomatique		
MORPHINE			585	CHLORHYDRATE DE MORPHINE TRIHYDRATÉ	semiautomatique		
MORPHINE			585	MORPHINE (CHLORHYDRATE DE)	semiautomatique		
MORPHINE			585	CHLORHYDRATE DE MORPHINE	semiautomatique		
MOXIFLOXACINE			45328	CHLORHYDRATE DE MOXIFLOXACINE	semiautomatique		
MYCOPHENOLATE MOFETIL			82477	MYCOPHÉNOLATE MOFÉTIL (CHLORHYDRATE DE)	semiautomatique		
MYCOPHENOLATE SODIQUE			2489	NORAMIDOPYRINE MÉTHANESULFONATE SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			2489	MÉTAMIZOLE SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			30925	CEFTRIAXONE SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			3087	SULFORUTOSIDE SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			3087	SODIUM (RUTINESULFATE DE)	semiautomatique		
MYCOPHENOLATE SODIQUE			30925	CEFTRIAXONE DISODIQUE HÉMIHEPTAHYDRATÉ	semiautomatique		
MYCOPHENOLATE SODIQUE			30925	CEFTRIAXONE DISODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			39196	FOSINOPRIL SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			872	AMOXICILLINE SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			86162	MONTÉLUKAST SODIQUE	semiautomatique		
MYCOPHENOLATE SODIQUE			82477	MYCOPHÉNOLATE MOFÉTIL (CHLORHYDRATE DE)	semiautomatique		
MYRISTALKONIUM	MIRISTALKONIUM		7787	MIRISTALKONIUM (CHLORURE DE)	manuelle		
MYRISTALKONIUM	MIRISTALKONIUM		7787	CHLORURE DE MIRISTALKONIUM	manuelle		
NADOXOLOL			840	NADOXOLOL (CHLORHYDRATE DE)	semiautomatique		
NADROPARINE CALCIQUE			26727	ROSUVASTATINE CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			3582	CARBASALATE CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			50091	ATORVASTATINE CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			50091	ATORVASTATINE CALCIQUE ANHYDRE	semiautomatique		
NADROPARINE CALCIQUE			39413	PITAVASTATINE CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			31174	FOSAMPRÉNAVIR CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			66422	ZOFÉNOPRIL CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			76079	LÉVOFOLINATE DE CALCIUM	semiautomatique		
NADROPARINE CALCIQUE			79480	ACAMPROSATE CALCIQUE	semiautomatique		
NADROPARINE CALCIQUE			76079	LEVOFOLINATE CALCIQUE	semiautomatique		
