CUI	code	termino	libmatch	score	synonyme_atome	libDB	libDBprefere	lib_atome	lib_CUI	manu
C0042674	DB08618	drugbank	3 hydroxy phenyl phosphinoyloxy 8 methyl 8 aza bicyclo 3 2 1 octane 2 carboxylic acid methyl ester	0.92144465	eburnamenine-14-carboxylic acid, 14,15-dihydro-14-hydroxy-, methyl ester, (3alpha,14beta,16alpha)-	3-(hydroxy-phenyl-phosphinoyloxy)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester	3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER	Vincamine	Vincamine	0
C0071082	DB02211	drugbank	n methyl n propargyl 1 r aminoindan	0.91704124	7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one	n-methyl-n-propargyl-1(r)-aminoindan	N-Methyl-N-Propargyl-1(R)-Aminoindan	pinazepam	pinazepam	0
C0117899	DB11593	drugbank	1h benz d 1 3 oxazine 2 4 dione	0.91452575	1h-indene-1,3(2h)-dione, 2-(4-fluorophenyl)-	1h-benz(d)(1,3)oxazine-2,4-dione	Isatoic anhydride	fluindione	fluindione	0
C0031979	DB04761	drugbank	pyrimidine 4 6 dicarboxylic acid bis pyridin 3 ylmethyl amide 	0.9088237	pyrimidine, 2-(4-(1,3-benzodioxol-5-ylmethyl)-1-piperazinyl)-	pyrimidine-4,6-dicarboxylic acid bis-[(pyridin-3-ylmethyl)-amide]	PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]	piribedil	Piribedil	0
C0051500	DB04081	drugbank	4s trans 4 methylamino 5 6 dihydro 6 methyl 4h thieno 2 3 b thiopyran 2 sulfonamide 7 7 dioxide	0.9054365	3-((allylthio)methyl)-6-chloro-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide-1,1-dioxide	(4s-trans)-4-(methylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide	(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide	altizide	althiazide	0
C0051247	DB01716	drugbank	2 propenyl n acetyl neuramic acid	0.9034854	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	2-propenyl-n-acetyl-neuramic acid	2-Propenyl-N-Acetyl-Neuramic Acid	alminoprofen	alminoprofen	0
C0071082	DB08480	drugbank	4 hydroxy n propargyl 1 r aminoindan	0.9026503	7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one	4-hydroxy-n-propargyl-1(r)-aminoindan	4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	pinazepam	pinazepam	0
C0071082	DB04307	drugbank	5 hydroxy n propargyl 1 r aminoindan	0.9026503	7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one	5-hydroxy-n-propargyl-1(r)-aminoindan	5-Hydroxy-N-Propargyl-1(R)-Aminoindan	pinazepam	pinazepam	0
C0771773	DB05357	drugbank	grass pollen extract	0.89548993	boldo extract	grass pollen extract	grass pollen extract	boldo	BOLDO Preparation	0
C0771773	DB05368	drugbank	ragweed pollen extract	0.89548993	boldo extract	ragweed pollen extract	Ragweed pollen extract	boldo	BOLDO Preparation	0
C0032856	DB01954	drugbank	4 3 cyclopentyloxy 4 methoxyphenyl 2 pyrrolidinone	0.89040744	2-pyrrolidinone, 1-ethenyl-, homopolymer	4-[3-(cyclopentyloxy)-4-methoxyphenyl]-2-pyrrolidinone	Rolipram	Povidone	Povidone	0
C0077857	DB07058	drugbank	5 1 4 methoxyphenyl 1h benzimidazol 6 yl 1 3 4 oxadiazole 2 3h thione	0.88986677	6-((3-(4- (2-methoxyphenyl)-1-piperazinyl)propyl)amino)- 1,3-dimethyl-2,4(1h,3h)-pyrimidinedione	5-[1-(4-methoxyphenyl)-1h-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3h)-thione	5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione	urapidil	urapidil	0
C0051500	DB00869	drugbank	4s trans 4 ethylamino 6 methyl 5 6 dihydro 4h thieno 2 3 b thiopyran 2 sulfonamide 7 7 dioxide	0.8893564	3-((allylthio)methyl)-6-chloro-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide-1,1-dioxide	(4s,trans)-4-(ethylamino)-6-methyl-5,6-dihydro-4h-thieno[2,3-b]thiopyran-2-sulfonamide 7,7-dioxide	Dorzolamide	altizide	althiazide	0
C0051500	DB00869	drugbank	4s trans 4 ethylamino 5 6 dihydro 6 methyl 4h thieno 2 3 b thiopyran 2 sulfonamide 7 7 dioxide	0.8893564	3-((allylthio)methyl)-6-chloro-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide-1,1-dioxide	(4s-trans)-4-(ethylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide	Dorzolamide	altizide	althiazide	0
C0051500	DB08165	drugbank	indane 5 sulfonamide	0.88734573	6-chloro-3,4-dihydro-3-((2-propenylthio)methyl)-2h-1,2,4-benzothiadiazine-7-sulfonamide	indane-5-sulfonamide	indane-5-sulfonamide	altizide	althiazide	0
C0051500	DB08132	drugbank	5 hydroxynaphthalene 1 sulfonamide	0.88734573	6-chloro-3,4-dihydro-3-((2-propenylthio)methyl)-2h-1,2,4-benzothiadiazine-7-sulfonamide	5-hydroxynaphthalene-1-sulfonamide	5-hydroxynaphthalene-1-sulfonamide	altizide	althiazide	0
C0165703	DB01734	drugbank	3 oxalyl amino naphthalene 2 carboxylic acid	0.8815718	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	3-(oxalyl-amino)-naphthalene-2-carboxylic acid	3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid	imidapril	imidapril	0
C0124008	DB08824	drugbank	methyl 1r 2s 3s 5s 8 3 fluoropropyl 3 4 123 i iodophenyl 8 azabicyclo 3 2 1 octane 2 carboxylate	0.87739575	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	methyl (1r,2s,3s,5s)-8-(3-fluoropropyl)-3-[4-((123)i)iodophenyl]-8-azabicyclo[3.2.1]octane-2-carboxylate	Ioflupane I 123	isepamicin	isepamicin	0
C0165703	DB07322	drugbank	2 phenylsulfonyl amino 5 6 7 8 tetrahydronaphthalene 1 carboxylic acid	0.86928576	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	2-[(phenylsulfonyl)amino]-5,6,7,8-tetrahydronaphthalene-1-carboxylic acid	2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID	imidapril	imidapril	0
C0050403	DB08789	drugbank	2 amino 4 2 4 dichlorophenyl n ethylthieno 2 3 d pyrimidine 6 carboxamide	0.86915344	2-((2,6-dichlorophenyl)amino)phenylacetoxyacetic acid	2-amino-4-(2,4-dichlorophenyl)-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide	2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE	aceclofenac	aceclofenac	0
C0165703	DB02846	drugbank	4r 4 thiazolidinecarboxylic acid	0.865792	4-imidazolidinecarboxylic acid, 3-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)-1-methyl-2-oxo-, monohydrochloride, (4s-(3(r*(r*)),4r*))-	(4r)-4-thiazolidinecarboxylic acid	L-thioproline	imidapril	imidapril	0
C0031432	DB07410	drugbank	2 3 dibenzofuran 4 yl phenyl 1 hydroxy 1 phosphono ethyl phosphonic acid	0.86449695	4-piperidinecarboxylic acid, 1-(3-hydroxy-3-phenylpropyl)-4-phenyl-, ethyl ester	[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid	[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID	Phenoperidine	Phenoperidine	0
C0546882	DB03239	drugbank	3 5 dinitro n acetyl l thyronine	0.8637883	t3 thyronine sodium preparation	3',5'-dinitro-n-acetyl-l-thyronine	3',5'-Dinitro-N-Acetyl-L-Thyronine	liothyronine sodium	liothyronine sodium	0
C1337395	DB07516	drugbank	2z 4e 3 chloro 2 hydroxy 6 oxo 6 phenylhexa 2 4 dienoic acid	0.86299837	4-hexenoic acid, 6-(1,3-dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-, monosodium salt, (4e)-	(2z,4e)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	mycophenolate sodium	mycophenolate sodium	0
C0042674	DB00429	drugbank	15 s 15 methyl pgf2alpha tromethamine salt	0.8629112	eburnamenine-14-carboxylic acid, 14,15-dihydro-14-hydroxy-, methyl ester, (3alpha,14beta,16alpha)-	15(s)-15-methyl-pgf2alpha tromethamine salt	Carboprost Tromethamine	Vincamine	Vincamine	0
C0028355	DB07500	drugbank	2e 1 2 hydroxy 4 methoxy 5 3 methylbut 2 en 1 yl phenyl 3 4 hydroxyphenyl prop 2 en 1 one	0.86227465	19-norpregn-4-en-3-one, 17-hydroxy-, (17alpha)-	(2e)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	Norethandrolone	Norethandrolone	0
C0771461	DB01148	drugbank	2 piperidinoethyl 3 methylflavone 8 carboxylate	0.8596288	2-piperidinoethyl bicyclohexan-1-carboxylat	2-piperidinoethyl 3-methylflavone-8-carboxylate	Flavoxate	DIHEXYVERINE	DIHEXYVERINE	0
C2698944	DB08320	drugbank	diethyl 1r 2s 3r 4s 5 6 bis 4 hydroxyphenyl 7 oxabicyclo 2 2 1 hept 5 ene 2 3 dicarboxylate	0.8538681	(+/-)-(1r*,3r*,4s*)-menthol	diethyl (1r,2s,3r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate	DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE	RACEMENTHOL	RACEMENTHOL	0
C0063830	DB04278	drugbank	2 2 2 cyclohexyl 2 guanidino acetylamino acetylamino n 3 mercapto propyl propionamide	0.8525511	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	2-[2-(2-cyclohexyl-2-guanidino-acetylamino)-acetylamino]-n-(3-mercapto-propyl)-propionamide	2-[2-(2-Cyclohexyl-2-Guanidino-Acetylamino)-Acetylamino]-N-(3-Mercapto-Propyl)-Propionamide	ioxitalamic acid	ioxitalamic acid	0
C0025397	DB04646	drugbank	2 5 dibromo 3 isopropyl 6 methylbenzoquinone	0.84658146	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	2,5-dibromo-3-isopropyl-6-methylbenzoquinone	Dibromothymoquinone	Merbromine	Merbromin	0
C0070709	DB01295	drugbank	1 3 4 dimethoxyphenethylamino 3 m tolyloxy 2 propanol	0.8438308	n,n-dimethyl-2-(alpha-phenyl-o-tolyloxy)ethylamine	1-(3,4-dimethoxyphenethylamino)-3-(m-tolyloxy)-2-propanol	Bevantolol	phenyltoloxamine	phenyltoloxamine	0
C0056686	DB07146	drugbank	2 3 diphenyl n 2 piperazin 1 ylethyl furo 2 3 b pyridin 4 amine	0.84052914	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	2,3-diphenyl-n-(2-piperazin-1-ylethyl)furo[2,3-b]pyridin-4-amine	2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE	cicletanine	cicletanine	0
C0076383	DB01173	drugbank	dimethylaminoethyl 2 methylbenzhydryl ether	0.8395575	2-((2-dimethylaminoethyl)-3-thenylamino)pyridine	β-dimethylaminoethyl 2-methylbenzhydryl ether	Orphenadrine	thenyldiamine	thenyldiamine	0
C0165703	DB03502	drugbank	4s 4 2s 2 amino 3 oxopropyl sulfanyl l homoserinate	0.8376189	4-imidazolidinecarboxylic acid, 3-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)-1-methyl-2-oxo-, monohydrochloride, (4s-(3(r*(r*)),4r*))-	(4s)-4-{[(2s)-2-amino-3-oxopropyl]sulfanyl}-l-homoserinate	(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate	imidapril	imidapril	0
C0124008	DB04538	drugbank	2s 3s 3 methylaspartic acid	0.8368534	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	2s,3s-3-methylaspartic acid	2s,3s-3-Methylaspartic Acid	isepamicin	isepamicin	0
C0124008	DB01694	drugbank	2s 3s tartaric acid	0.8368534	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	(2s,3s)-tartaric acid	D-tartaric acid	isepamicin	isepamicin	0
C0025397	DB08101	drugbank	2 6 dibromo 4 e 2 phenylethenyl phenol	0.8367213	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	2,6-dibromo-4-[(e)-2-phenylethenyl]phenol	2,6-dibromo-4-[(E)-2-phenylethenyl]phenol	Merbromine	Merbromin	0
C2698944	DB08431	drugbank	3r 4s 4 hydroxy 3 methyl 2 oxohexyl phosphonic acid	0.8347395	(+/-)-(1r*,3r*,4s*)-menthol	[(3r,4s)-4-hydroxy-3-methyl-2-oxohexyl]phosphonic acid	[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID	RACEMENTHOL	RACEMENTHOL	0
C0008214	DB09409	drugbank	magnesium acetate tetrahydrate	0.83387065	acetate, chlormadinon	magnesium acetate tetrahydrate	Magnesium acetate tetrahydrate	Chlormadinone	Chlormadinone Acetate	0
C0068955	DB08754	drugbank	2e 3 3 4 dihydroxyphenyl n 2 4 hydroxyphenyl ethyl acrylamide	0.8303705	7-(2-(2-hydroxy-2-(3,4-dihydroxyphenyl)ethylamino)ethyl)theophylline	(2e)-3-(3,4-dihydroxyphenyl)-n-[2-(4-hydroxyphenyl)ethyl]acrylamide	(2E)-3-(3,4-DIHYDROXYPHENYL)-N-[2-(4-HYDROXYPHENYL)ETHYL]ACRYLAMIDE	theodrenaline	theodrenaline	0
C0124008	DB08163	drugbank	5 4 aminooxy butyl methyl amino 5 deoxy 8 ethenyladenosine	0.8294451	d-streptamine, o-6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-n1-(3-amino-2-hydroxy-1-oxopropyl)-2-deoxy-, (s)-	5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine	5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine	isepamicin	isepamicin	0
C0032036	DB07453	drugbank	2 phenyl 4h benzo h chromen 4 one	0.8293175	4-(9,10-dihydro-4h-benzo(4,5)cyclohepta(1,2-b)thien-4-ylidene)-1-methylpiperidine	2-phenyl-4h-benzo[h]chromen-4-one	2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE	Pizotifene	Pizotyline	0
C0077013	DB08267	drugbank	6 amino 4 2 phenylethyl 1 7 dihydro 8h imidazo 4 5 g quinazolin 8 one	0.8253814	6-(2-chlorophenyl)-2,4-dihydro-2-((4-methyl-1-piperazinyl)methylene)-8-nitro-1h-imidazo(1,2-a) (1,4)benzodiazepin-1-one	6-amino-4-(2-phenylethyl)-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one	6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	Loprazolam	triazulenone	0
C0008214	DB00166	drugbank	acetate replacing factor	0.8225882	acetate, chlormadinon	acetate-replacing factor	Lipoic Acid	Chlormadinone	Chlormadinone Acetate	0
C0025397	DB07775	drugbank	3 5 dibromo 2 4 4 6 tetrahydroxy aurone	0.8207699	2,7-dibromo-4-hydroxymercurifluoresceine disodium salt	3',5'-dibromo-2',4,4',6'-tetrahydroxy aurone	3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE	Merbromine	Merbromin	0
C0010137	DB00823	drugbank	17 ethynyl 3 17 dihydroxy 4 estrene diacetate	0.81857395	pregn-4-ene-3,11,20-trione, 17,21-dihydroxy-	17α-ethynyl-3,17-dihydroxy-4-estrene diacetate	Ethynodiol diacetate	Cortisone	Cortisone	0
C0011710	DB07636	drugbank	5 heptyl 6 hydroxy 1 3 benzothiazole 4 7 dione	0.8185295	21 hydroxy 4 pregnene 3,20 dione	5-heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione	5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	Desoxycortone	Deoxycorticosterone	0
C0011710	DB04799	drugbank	6 hydroxy 5 undecyl 1 3 benzothiazole 4 7 dione	0.8185295	21 hydroxy 4 pregnene 3,20 dione	6-hydroxy-5-undecyl-1,3-benzothiazole-4,7-dione	5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole	Desoxycortone	Deoxycorticosterone	0
C0008214	DB00258	drugbank	acetate of lime	0.8135943	acetate, chlormadinon	acetate of lime	Calcium Acetate	Chlormadinone	Chlormadinone Acetate	0
C0033401	DB08520	drugbank	21s 1aza 4 4 dimethyl 6 19 dioxa 2 3 7 20 tetraoxobicyclo 19 4 0 pentacosane	0.80659246	17,21-dimethyl-19-nor-4,9-pregnadiene-3,20-dione	(21s)-1aza-4,4-dimethyl-6,19-dioxa-2,3,7,20-tetraoxobicyclo[19.4.0] pentacosane	(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	Promegestone	Promegestone	0
C0050461	DB02601	drugbank	rs 2 4 hydroxyphenyl glycine	0.8053777	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	(rs)-2-(4-hydroxyphenyl)glycine	4-Hydroxyphenylglycine	racecadotril	racecadotril	0
C0771461	DB04624	drugbank	derivative of aklanonic acid methyl ester aame 	0.80504686	2-piperidinoethyl ester of bicyclohexyl-1-carboxylic acid	derivative of aklanonic acid methyl ester (aame)	DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME)	DIHEXYVERINE	DIHEXYVERINE	0
C0063830	DB08007	drugbank	2r 3 benzylamino carbonyl amino 2 hydroxypropanoic acid	0.8017194	3-(acetylamino)-5-(((2-hydroxyethyl)amino)carbonyl)- 2,4,6-triiodobenzoic acid	(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid	(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID	ioxitalamic acid	ioxitalamic acid	0
C0050461	DB08409	drugbank	4 nitro benzylphosphonobutanoyl glycine	0.7983686	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	4-nitro-benzylphosphonobutanoyl-glycine	4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	racecadotril	racecadotril	0
C0069776	DB00431	drugbank	1alpha 2alpha 3beta 4alpha 5alpha 6beta 1 2 3 4 5 6 hexachlorocyclohexane	0.79668057	(8r)-6beta,7beta-epoxy-8-ethyl-3alpha-hydroxy-1alpha-h,5alpha-h-tropanium (-)-tropate.	(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-hexachlorocyclohexane	Lindane	oxitropium	oxitropium	0
C0026251	DB11228	drugbank	cellulose methyl	0.7924452	methyl-g	cellulose methyl	Methyl cellulose	Mitoguazone	Mitoguazone	0
C0026251	DB04701	drugbank	s methyl glutathione	0.7924452	methyl-g	s-methyl-glutathione	S-METHYL-GLUTATHIONE	Mitoguazone	Mitoguazone	0
C0026251	DB09543	drugbank	methyl salicylate	0.7924452	methyl-g	methyl salicylate	Methyl salicylate	Mitoguazone	Mitoguazone	0
C0026251	DB07715	drugbank	3 methyl 1 6 8 trihydroxyanthraquinone	0.7924452	methyl-g	3-methyl-1,6,8-trihydroxyanthraquinone	3-METHYL-1,6,8-TRIHYDROXYANTHRAQUINONE	Mitoguazone	Mitoguazone	0
C0026251	DB03763	drugbank	5 methyl 2 deoxypseudouridine	0.7924452	methyl-g	5-methyl-2'-deoxypseudouridine	5-Methyl-2'-Deoxypseudouridine	Mitoguazone	Mitoguazone	0
C0026251	DB01528	drugbank	4 methyl 2 5 dimethoxyamphetamine	0.7924452	methyl-g	4-methyl-2,5-dimethoxyamphetamine	4-Methyl-2,5-dimethoxyamphetamine	Mitoguazone	Mitoguazone	0
C0026251	DB06697	drugbank	methyl dihydroartemisinine	0.7924452	methyl-g	methyl-dihydroartemisinine	Artemether	Mitoguazone	Mitoguazone	0
C0026251	DB04826	drugbank	1 methyl 4 n 2 thenylanilinopiperidine	0.7924452	methyl-g	1-methyl-4-n-2-thenylanilinopiperidine	Thenalidine	Mitoguazone	Mitoguazone	0
C0026251	DB00148	drugbank	n methyl n guanylglycine	0.7924452	methyl-g	n-methyl-n-guanylglycine	Creatine	Mitoguazone	Mitoguazone	0
C0026251	DB00961	drugbank	+ 1 methyl 2 6 pipecoloxylidide	0.7924452	methyl-g	(+-)-1-methyl-2',6'-pipecoloxylidide	Mepivacaine	Mitoguazone	Mitoguazone	0
C0026251	DB03863	drugbank	2 o methyl fucose	0.7924452	methyl-g	2-o-methyl fucose	2-O-Methyl Fucose	Mitoguazone	Mitoguazone	0
C0026251	DB03656	drugbank	tribenuron methyl	0.7924452	methyl-g	tribenuron methyl	Tribenuron Methyl	Mitoguazone	Mitoguazone	0
C0026251	DB06698	drugbank	n methyl 2 pyridineethanamine	0.7924452	methyl-g	n-methyl-2-pyridineethanamine	Betahistine	Mitoguazone	Mitoguazone	0
C0026251	DB00961	drugbank	1 methyl 2 6 pipecoloxylidide	0.7924452	methyl-g	1-methyl-2',6'-pipecoloxylidide	Mepivacaine	Mitoguazone	Mitoguazone	0
C0026251	DB01439	drugbank	3 methyl thiofentanyl	0.7924452	methyl-g	3-methyl-thiofentanyl	3-Methylthiofentanyl	Mitoguazone	Mitoguazone	0
C0026251	DB01643	drugbank	5 methyl dump	0.7924452	methyl-g	5-methyl-dump	Thymidine-5'-Phosphate	Mitoguazone	Mitoguazone	0
C0026251	DB04151	drugbank	4 methyl histidine	0.7924452	methyl-g	4-methyl-histidine	4-Methyl-Histidine	Mitoguazone	Mitoguazone	0
C0026251	DB02969	drugbank	4 methyl 5 hydroxyethylthiazole	0.7924452	methyl-g	4-methyl-5-hydroxyethylthiazole	4-Methyl-5-Hydroxyethylthiazole	Mitoguazone	Mitoguazone	0
C0026251	DB03656	drugbank	tribenuron methyl	0.7924452	methyl-g	tribenuron-methyl	Tribenuron Methyl	Mitoguazone	Mitoguazone	0
C0026251	DB11610	drugbank	methyl synephrin	0.7924452	methyl-g	methyl synephrin	Oxilofrine	Mitoguazone	Mitoguazone	0
C0026251	DB03656	drugbank	sulfmethmeton methyl	0.7924452	methyl-g	sulfmethmeton-methyl	Tribenuron Methyl	Mitoguazone	Mitoguazone	0
C0026251	DB00992	drugbank	methyl aminolevulinate	0.7924452	methyl-g	methyl aminolevulinate	Methyl aminolevulinate	Mitoguazone	Mitoguazone	0
C0026251	DB03986	drugbank	6 methyl formycin a	0.7924452	methyl-g	6-methyl-formycin a	6-Methyl-Formycin A	Mitoguazone	Mitoguazone	0
C0026251	DB06838	drugbank	methyl l phenylalaninate	0.7924452	methyl-g	methyl l-phenylalaninate	methyl L-phenylalaninate	Mitoguazone	Mitoguazone	0
C0026251	DB04074	drugbank	3 methyl 2 oxobutanoate	0.7924452	methyl-g	3-methyl-2-oxobutanoate	Alpha-ketoisovalerate	Mitoguazone	Mitoguazone	0
C0026251	DB01577	drugbank	methyl phenylisopropylamine	0.7924452	methyl-g	methyl-β-phenylisopropylamine	Methamphetamine	Mitoguazone	Mitoguazone	0
C0026251	DB00170	drugbank	2 methyl 1 4 naphthochinon	0.7924452	methyl-g	2-methyl-1,4-naphthochinon	Menadione	Mitoguazone	Mitoguazone	0
C0026251	DB00907	drugbank	methyl benzoylecgonine	0.7924452	methyl-g	methyl benzoylecgonine	Cocaine	Mitoguazone	Mitoguazone	0
C0026251	DB11228	drugbank	methyl cellulose	0.7924452	methyl-g	methyl cellulose	Methyl cellulose	Mitoguazone	Mitoguazone	0
C0026251	DB02461	drugbank	s methyl phosphocysteine	0.7924452	methyl-g	s-methyl phosphocysteine	S-Methyl Phosphocysteine	Mitoguazone	Mitoguazone	0
C0026251	DB00170	drugbank	2 methyl 1 4 naphthalenedione	0.7924452	methyl-g	2-methyl-1,4-naphthalenedione	Menadione	Mitoguazone	Mitoguazone	0
C0026251	DB02896	drugbank	6 s methyl 6 thioinosine	0.7924452	methyl-g	6-s-methyl-6-thioinosine	Methylthioinosine	Mitoguazone	Mitoguazone	0
C0026251	DB01649	drugbank	7 methyl gpppa	0.7924452	methyl-g	7-methyl-gpppa	7-Methyl-Gpppa	Mitoguazone	Mitoguazone	0
C0026251	DB04580	drugbank	1 methyl 2 quinolone	0.7924452	methyl-g	1-methyl-2-quinolone	1-Methyl-2-quinolone	Mitoguazone	Mitoguazone	0
C0026251	DB07954	drugbank	1 methyl 3 isobutylxanthine	0.7924452	methyl-g	1-methyl-3-isobutylxanthine	3-isobutyl-1-methyl-7H-xanthine	Mitoguazone	Mitoguazone	0
C0026251	DB03843	drugbank	methyl aldehyde	0.7924452	methyl-g	methyl aldehyde	Formaldehyde	Mitoguazone	Mitoguazone	0
C0026251	DB04337	drugbank	methyl isocyanide	0.7924452	methyl-g	methyl isocyanide	Methyl Isocyanide	Mitoguazone	Mitoguazone	0
C0026251	DB02993	drugbank	8 methyl 9 oxoguanine	0.7924452	methyl-g	8-methyl-9-oxoguanine	8-Methyl-9-Oxoguanine	Mitoguazone	Mitoguazone	0
C0056686	DB08569	drugbank	3 pyridin 4 yl 2 4 dihydro indeno 1 2 c pyrazole	0.7890305	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.] pyrazole	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	cicletanine	cicletanine	0
