"CUI"	"synonymes"
"C1831808"	"1h-pyrazolo(3,4-c)pyridine-3-carboxamide, 4,5,6,7-tetrahydro-1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxo-1-piperidinyl)phenyl)-"
"C1831808"	"apixaban"
"C1831808"	"apixaban (product)"
"C1831808"	"apixaban (substance)"
"C1831808"	"anticoagulants apixaban"
"C1831808"	"apixaban (medication)"
"C0003596"	"4h-dibenzo(de,g)quinoline-10,11-diol, 5,6,6a,7-tetrahydro-6-methyl-, (r)-"
"C0003596"	"apomorphine"
"C0003596"	"apomorphine (product)"
"C0003596"	"apomorphine (substance)"
"C0003596"	"apomorphine [chemical/ingredient]"
"C0048470"	"1-[5-guanidino-2-[(3-methyl-1,2,3,4-tetrahydroquinolin-8-yl)sulfonylamino]pentanoyl]-4-methyl-piperidine-2-carboxylic acid"
"C0048470"	"2-piperidinecarboxylic acid, 1-(5-((aminoiminomethyl)amino)-1-oxo-2-(((1,2,3,4-tetrahydro-3-methyl-8-quinolinyl)sulfonyl)amino)pentyl)-4-methyl-"
"C0048470"	"4-methyl-1-(n(2)-(3-methyl-1,2,3,4-tetrahydro-8-quinolinesulfonyl)-l-arginyl)-2-piperidinecarboxylic acid"
"C0048470"	"argatroban"
"C0048470"	"argatroban (medication)"
"C0048470"	"argatroban (product)"
"C0048470"	"argatroban (substance)"
"C0048470"	"argipidine"
"C0048470"	"mmtqap"
"C0048470"	"mpqa"
"C0048470"	"argatroban [chemical/ingredient]"
"C0299792"	"2(1h)-quinolinone, 7-(4-(4-(2,3-dichlorophenyl)-1-piperazinyl)butoxy)-3,4-dihydro-"
"C0299792"	"7-(4-(4-(2,3-dichlorophenyl)-1-piperazinyl)butyloxy)-3,4-dihydro-2(1h)-quinolinone"
"C0299792"	"aripiprazole"
"C0299792"	"aripiprazol"
"C0299792"	"aripiprazole (product)"
"C0299792"	"aripiprazole (substance)"
"C0299792"	"aripiprazole [chemical/ingredient]"
"C0299792"	"aripiprazole (medication)"
"C2000088"	"asenapine"
"C2000088"	"asenapine (product)"
"C2000088"	"asenapine (substance)"
"C2000088"	"antipsychotics asenapine"
"C2000088"	"asenapine (medication)"
"C0003993"	"a-ase"
"C0003993"	"asn-ase"
"C0003993"	"asnase"
"C0003993"	"asp-1"
"C0003993"	"asparaginase"
"C0003993"	"asparaginase (substance)"
"C0003993"	"asparaginase ii"
"C0003993"	"asparaginase [chemical/ingredient]"
"C0003993"	"asparaginase preparation"
"C0003993"	"asparaginase-e.coli"
"C0003993"	"asparagine deaminase"
"C0003993"	"colaspase"
"C0003993"	"crisantaspase"
"C0003993"	"deaminase, asparagine"
"C0003993"	"ec 3.5.1.1"
"C0003993"	"l asparagine amidohydrolase"
"C0003993"	"l-asp"
"C0003993"	"l-asparaginase"
"C0003993"	"l-asparagine amidohydrolase"
"C0003993"	"l-asparaginase (substance)"
"C0003993"	"l-asparaginase preparation"
"C0003993"	"l-asparaginase preparation (product)"
"C0003993"	"l-asparaginase preparation (substance)"
"C0003993"	"lcf-asp"
"C0003993"	"asparaginase (medication)"
"C0003993"	"l asparaginase"
"C1145759"	"3,12-bis(1,1-dimethylethyl)-8-hydroxy-4,11-dioxo-9-(phenylmethyl)-6-((4-(2-pyridinyl)phenyl)methyl)-2,5,6,10,13-pentaazatetradecanedioic acid dimethyl ester"
"C1145759"	"atazanavir"
"C1145759"	"atazanavir (product)"
"C1145759"	"atazanavir (substance)"
"C0004147"	"atenolol"
"C0004147"	"atenolol (product)"
"C0004147"	"atenolol (substance)"
"C0004147"	"atenolol - chemical"
"C0004147"	"atenolol - chemical (substance)"
"C0004147"	"atenolol [chemical/ingredient]"
"C0004147"	"benzeneacetamide, 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)-"
"C0004147"	"atenolol (medication)"
"C0076823"	"atomoxetine"
"C0076823"	"atomoxetine (product)"
"C0076823"	"atomoxetine (substance)"
"C0076823"	"tomoxetine"
"C0286651"	"(betar,deltar)-2-(4-fluorophenyl)-beta,delta-dihydroxy-5-(1-methylethyl)-3-phenyl-4-[(phenylamino)carbonyl]-1h-pyrrole-1-heptanoic acid"
"C0286651"	"(betar,deltar)-2-(p-fluorophenyl)-beta,delta-dihydroxy-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)-pyrrole-1-heptanoic acid"
"C0286651"	"atorvastatin"
"C0286651"	"atorvastatin (product)"
"C0286651"	"atorvastatin (substance)"
"C0286651"	"atorvastatin - chemical"
"C0286651"	"atorvastatin - chemical (substance)"
"C0004234"	"atracurium"
"C0004234"	"atracurium (product)"
"C0004234"	"atracurium (substance)"
"C0004234"	"atracurium [chemical/ingredient]"
"C0004234"	"isoquinolinium, 2,2'-(1,5-pentanediylbis(oxy(3-oxo-3,1-propanediyl)))bis(1-((3,4-dimethoxyphenyl)methyl))-1,2,3,4-tetrahydro-6,7-dimethoxy-2-methyl-"
"C0004259"	"atropine"
"C0004259"	"atropine (product)"
"C0004259"	"atropine (substance)"
"C0004259"	"atropine [chemical/ingredient]"
"C0004259"	"benzeneacetic acid, alpha-(hydroxymethyl)- 8-methyl-8-azabicyclo(3.2.1)oct-3-yl ester endo-(+-)-"
"C0004259"	"daturine"
"C0004259"	"dl-hyoscyamine"
"C0004259"	"hyoscyamine (dl-)"
"C0004259"	"atropine (medication)"
"C0004259"	"atropine [chemical substance]"
"C0004259"	"dl-tropyl tropate"
"C0004259"	"endo-(+/-)-alpha-(hydroxymethyl)benzeneacetic acid 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester"
"C2698280"	"(s)-4-(3-chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-n-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide"
"C2698280"	"4-((3-chloro-4-methoxybenzyl)amino)-2-(2-(hydroxymethyl)-1-pyrrolidinyl)-n-(2-pyrimidinylmethyl)-5-pyrimidinecarboxamide"
"C2698280"	"avanafil"
"C2698280"	"avanafil (product)"
"C2698280"	"avanafil (substance)"
"C2698280"	"avanafil (medication)"
"C0246215"	"2-benzoyl-4-chloromethyl-n-lysyl-glycinanilide"
"C0246215"	"2-benzoyl-4-chloromethyl-n-lysylglycin anilide"
"C0246215"	"avizafone"
"C0246215"	"pro-diazepam"
"C1700874"	"axitinib"
"C1700874"	"axitinib (medication)"
"C1700874"	"axitinib (product)"
"C1700874"	"axitinib (substance)"
"C1700874"	"n-methyl-2-((3-((1e)-2-(pyridin-2-yl)ethenyl)-1h-indazol-6-yl)sulfanyl)benzamide"
"C1700874"	"chemotherapeutics growth-signaling inhibitors axitinib"
"C0004475"	"1,3,5-triazin-2(1h)-one, 4-amino-1-beta-d-ribofuranosyl-"
"C0004475"	"4-amino-1-beta-d-ribofuranosyl-1,3,5-triazin-2(1h)-one"
"C0004475"	"5 azc"
"C0004475"	"5 azacytidine"
"C0004475"	"5 aza"
"C0004475"	"5-ac"
"C0004475"	"5-azc"
"C0004475"	"5-aza-cytidine"
"C0004475"	"5-azacytidine"
"C0004475"	"5-azacytidine (substance)"
"C0004475"	"5-aza"
"C0004475"	"5-azacytidine (medication)"
"C0004475"	"azacitidine"
"C0004475"	"azc"
"C0004475"	"azacitidine (product)"
"C0004475"	"azacitidine (substance)"
"C0004475"	"azacitidine [chemical/ingredient]"
"C0004475"	"azacytidine"
"C0004475"	"azacytidine, 5-"
"C0004475"	"ladakamycin"
"C0004475"	"ac 5"
"C0004475"	"azacitidine (medication)"
"C0052759"	"6,11-dihydro-11-(1-methyl-4-piperidylidene)-5h-benzo(5,6)cyclohepta(1,2-b)pyridine"
"C0052759"	"azatadine"
"C0052759"	"azatadine (product)"
"C0052759"	"azatadine (substance)"
"C0052759"	"azatadine [chemical/ingredient]"
"C0004482"	"1h-purine, 6-((1-methyl-4-nitro-1h-imidazol-5-yl)thio)-"
"C0004482"	"6-[(1-methyl-4-nitro-1h-imidazol-5-yl)thio]-1h-purine"
"C0004482"	"atp"
"C0004482"	"aza"
"C0004482"	"azathioprine"
"C0004482"	"azt - azathioprine"
"C0004482"	"aztp"
"C0004482"	"azathioprine (product)"
"C0004482"	"azathioprine (substance)"
"C0004482"	"azathioprine - chemical"
"C0004482"	"azathioprine - chemical (substance)"
"C0004482"	"azathioprine [chemical/ingredient]"
"C0004482"	"azathioprine [gastrointestinal]"
"C0004482"	"azathioprine [gastrointestinal] (product)"
"C0004482"	"azathioprine [gastrointestinal] (substance)"
"C0004482"	"azathioprine [gi]"
"C0004482"	"azathioprine [immunosuppress]"
"C0004482"	"azathioprine [immunosuppressant]"
"C0004482"	"azathioprine [immunosuppressant] (product)"
"C0004482"	"azothioprine"
"C0004482"	"atps"
"C0004482"	"azathioprine (medication)"
"C0052762"	"4-(p-chlorobenzyl)-2-(hexahydro-1-methyl-1h-azepin-4-yl)-1-(2h)-phthalazinone"
"C0052762"	"4-(p-chlorobenzyl)-2-(n-methylperhydroazepinyl-(4))-1-(2h)-phthalazinone"
"C0052762"	"azelastine"
"C0052762"	"azelastine (product)"
"C0052762"	"azelastine (substance)"
"C0052762"	"azelastine [chemical/ingredient]"
"C1958569"	"2-ethoxy-1-((2'-(5-oxo-2,5-dihydro-1,2,4-oxadiazol-3-yl)-biphenyl-4-yl)methyl)-1h-benzimidazole-7-carboxylic acid"
"C1958569"	"azilsartan"
"C1958569"	"azilsartan (product)"
"C1958569"	"azilsartan (substance)"
"C1958569"	"aii blockers azilsartan"
"C1958569"	"azilsartan (medication)"
"C0052796"	"(2r,3s,4r,5r,8r,10r,11r,12s,13s,14r)-13-[(2,6-dideoxy-3-c-methyl-3-o-methyl-alpha-l-ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-11-[(3,4,6-trideoxy-3-(dimethylamino)-beta-d-xylo-hexopyranosyl)oxy]-1-oxa-6-azacyclopentade"
"C0052796"	"1-oxa-6-azacyclopentadecan-15-one, 13-((2,6-dideoxy-3-c-methyl-3-o-methyl-alpha-l-ribo-hexopyranosyl)oxy)-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-11-((3,4,6-trideoxy-3-(dimethylamino)-beta-d-xylo-hexopyranosyl)oxy)-, (2r-(2r*,3s*,4r*,5r*,8r"
"C0052796"	"1-oxa-6-azacyclopentadecan-15-one, 13-((2,6-dideoxy-3-c-methyl-3-o-methyl-alpha-l-ribo-hexopyranosyl)oxy)-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-11-((3,4,6-trideoxy-3-(dimethylamino)-beta-d-xylo-hexopyranosyl)oxy)-, (2r-(2r*,3s*,4r*,5r*,8r*,10r*,11r*,12s*,13s*,14r*))-"
"C0052796"	"azithromycin"
"C0052796"	"azithromycin, unspecified form"
"C0052796"	"azithromycin (product)"
"C0052796"	"azithromycin (substance)"
"C0052796"	"azithromycin - chemical"
"C0052796"	"azithromycin - chemical (substance)"
"C0052796"	"azithromycin [chemical/ingredient]"
"C0052796"	"azythromycin"
"C0052796"	"n-methyl-11-aza-10-deoxy-10-dihydroerythromycin a"
"C0052796"	"antibacterial azithromycin"
"C0052796"	"azithromycin (medication)"
"C0052944"	"5-(2-(tert-butylamino)-1-hydroxyethyl)-3-phenylene bis(dimethylcarbamate)"
"C0052944"	"bambuterol"
"C0052944"	"bambuterol (product)"
"C0052944"	"bambuterol (substance)"
"C0004743"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5,5-diethyl-"
"C0004743"	"barbital"
"C0004743"	"barbital (substance)"
"C0004743"	"barbital [chemical/ingredient]"
"C0004743"	"barbitone"
"C0004743"	"barbitone - chemical"
"C0004743"	"barbitone - chemical (substance)"
"C0004743"	"diethylmalonylurea"
"C0004743"	"ethylbarbital"
"C0004743"	"barbital (medication)"
"C0078703"	"1-benzyl-3-pyrrolidinyl methyl-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"
"C0078703"	"barnidipine"
"C0078703"	"barnidipine (substance)"
"C0078703"	"mepirodipine"
"C0004886"	"attenuated bacillus calmette guerin"
"C0004886"	"attenuated bacillus calmette guerin (product)"
"C0004886"	"attenuated bacillus calmette guerin (substance)"
"C0004886"	"bacillus calmette-guerin vaccine"
"C0004886"	"bcg"
"C0004886"	"bcg (pasteur)"
"C0004886"	"bcg vaccine"
"C0004886"	"bcg vaccine [chemical/ingredient]"
"C0004886"	"bcg percutaneous vaccine"
"C0004886"	"bcg vaccine (product)"
"C0004886"	"bcg vaccine (substance)"
"C0004886"	"bcg vaccine, live, attenuated"
"C0004886"	"bcg vaccine, live, attenuated (medication)"
"C0004886"	"bcg vaccine, live, attenuated for bladder cancer (intravesical)"
"C0004886"	"bcg vaccine, live, attenuated for bladder cancer (intravesical) (medication)"
"C0004886"	"bcg vaccine, live, attenuated for tuberculosis (percutaneous use)"
"C0004886"	"bcg vaccine, live, attenuated for tuberculosis (percutaneous use) (medication)"
"C0004886"	"bcg vaccines"
"C0004886"	"bacille calmette-guerin live"
"C0004886"	"bacillius calmette-guerin vaccine"
"C0004886"	"bacillus calmette guerin"
"C0004886"	"bacillus calmette guerin vaccine"
"C0004886"	"bacillus calmette-guerin"
"C0004886"	"bacillus calmette-guérin vaccine"
"C0004886"	"calmette guerin bacillus vaccine"
"C0004886"	"calmette vaccine"
"C0004886"	"calmette's vaccine"
"C0004886"	"calmettes vaccine"
"C0004886"	"dried tub/vac/bcg"
"C0004886"	"live intravesical bcg"
"C0004886"	"mycobacterium bovis (strain bcg)"
"C0004886"	"tub/vac/bcg(perc)"
"C0004886"	"vaccine, bcg"
"C0004886"	"vaccine, calmette's"
"C0004886"	"live attenuated bcg vaccine"
"C0004886"	"live attenuated bcg vaccine for bladder cancer (intravesical)"
"C0004886"	"live attenuated bcg vaccine for tuberculosis (percutaneous use)"
"C0004886"	"vaccine bcg"
"C0053071"	"1-(7-(2-hydroxy-3-((1-methylethyl)amino)propoxy)-2-benzofuranyl)ethanone"
"C0053071"	"1-(7-(2-hydroxy-3-((1-methylethyl)amino)propoxy)-2-benzofuranyl)ethanone hydrochloride"
"C0053071"	"2-acetyl-7-(2-hyroxy-3-isopropylaminopropoxy)benzofuran"
"C0053071"	"2-acetyl-7-(2-hydroxy-3-isopropylamino)propoxybenzofuran"
"C0053071"	"befunolol"
"C1723401"	"belimumab"
"C1723401"	"belimumab (product)"
"C1723401"	"belimumab (substance)"
"C1723401"	"immunoglobulin g1, anti-(human cytokine baff) (human monoclonal lymphostat-b heavy chain), disulfide with human monoclonal lymphostat-b lambda-chain, dimer"
"C1723401"	"belimumab (medication)"
"C1723401"	"biologicals belimumab"
"C0053091"	"1h-1-benzazepine-1-acetic acid, 3-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-2,3,4,5-tetrahydro-2-oxo-, (s-(r*,r*))-"
"C0053091"	"benazepril"
"C0053091"	"benazepril (product)"
"C0053091"	"benazepril (substance)"
"C0053091"	"benazapril"
"C0053091"	"benazepril (medication)"
"C0053091"	"benazepril [chemical/ingredient]"
"C0053091"	"benzazepril"
"C0525079"	"5-(bis(2-chloroethyl)amino)-1-methyl-2-benzimidazolebutyric acid"
"C0525079"	"bendamustine"
"C0525079"	"bendamustin"
"C0525079"	"bendamustine (product)"
"C0525079"	"bendamustine (substance)"
"C0525079"	"bendamustine (medication)"
"C0004975"	"2h-1,2,4-benzothiadiazine-7-sulfonamide, 3,4-dihydro-3-(phenylmethyl)-6-(trifluoromethyl)-, 1,1-dioxide"
"C0004975"	"bendroflumethiazide"
"C0004975"	"bzt - bendrofluazide"
"C0004975"	"bendrofluazide"
"C0004975"	"bendrofluazide - chemical"
"C0004975"	"bendrofluazide - chemical (substance)"
"C0004975"	"bendroflumethiazide (product)"
"C0004975"	"bendroflumethiazide (substance)"
"C0004975"	"bendroflumethiazide - chemical"
"C0004975"	"bendroflumethiazide [chemical/ingredient]"
"C0004975"	"benzydroflumethiazide"
"C0004975"	"bendroflumethiazide (medication)"
"C0005025"	"benzalkonium"
"C0005025"	"benzalkonium (product)"
"C0005025"	"benzalkonium (substance)"
"C0005035"	"benzbromarone"
"C0005035"	"benzbromaron"
"C0005035"	"benzbromarone (product)"
"C0005035"	"benzbromarone (substance)"
"C0005035"	"benzbromarone [chemical/ingredient]"
"C0005035"	"methanone, (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-"
"C0005059"	"4-aminobenzoic acid ethyl ester"
"C0005059"	"benzocaine"
"C0005059"	"bensokain"
"C0005059"	"benzocaine (product)"
"C0005059"	"benzocaine (substance)"
"C0005059"	"benzocaine - chemical"
"C0005059"	"benzocaine - chemical (substance)"
"C0005059"	"benzocaine [chemical/ingredient]"
"C0005059"	"benzocaine [dup] (substance)"
"C0005059"	"benzocaine product"
"C0005059"	"benzoic acid, 4-amino-, ethyl ester"
"C0005059"	"ethyl 4-aminobenzoate"
"C0005059"	"ethyl aminobenzoate"
"C0005059"	"ethyl p-aminobenzoate"
"C0005059"	"anorexics benzocaine"
"C0005059"	"benzocaine (medication)"
"C0005059"	"benzocaine (otic)"
"C0005059"	"benzocaine (otic) (medication)"
"C0005059"	"benzocaine as anorexic"
"C0005059"	"benzocaine as anorexic (medication)"
"C0005059"	"benzocaine for hemorrhoids"
"C0005059"	"benzocaine for hemorrhoids (medication)"
"C0005059"	"benzocaine otic"
"C0005059"	"ethyl aminobenzoate (medication)"
"C0005059"	"otic preparations benzocaine"
"C0005308"	"betamethasone"
"C0005308"	"betadexamethasone"
"C0005308"	"betamethasone (substance)"
"C0005308"	"betamethasone [chemical/ingredient]"
"C0005308"	"betamethasone preparation"
"C0005308"	"betamethasone preparation (product)"
"C0005308"	"betamethasone preparation (substance)"
"C0005308"	"flubenisolone"
"C0005308"	"flubenisolone preparation"
"C0005308"	"pregna-1,4-diene-3,20-dione, 9-fluoro-11,17,21-trihydroxy-16-methyl-, (11beta,16beta)-"
"C0005308"	"betamethasone (medication)"
"C0076109"	"6,6-dimethyl-2-methylene-bicyclo(3.1.1)heptane"
"C0076109"	"beta pinene"
"C0076109"	"beta-pinene"
"C0076109"	"terbenthene"
"C0076109"	"terebenthene"
"C0005320"	"1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-propanol"
"C0005320"	"2-propanol, 1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-"
"C0005320"	"betaxolol"
"C0005320"	"betaxolol (product)"
"C0005320"	"betaxolol (substance)"
"C0005320"	"betaxolol [chemical/ingredient]"
"C0005330"	"2-(p-(2-(p-chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid"
"C0005330"	"bezafibrate"
"C0005330"	"bezafibrate (product)"
"C0005330"	"bezafibrate (substance)"
"C0005330"	"bezafibrate [chemical/ingredient]"
"C0005330"	"bezafibrate product"
"C0005330"	"bezafibrate product (product)"
"C0005330"	"bezafibrate product (substance)"
"C0005330"	"propanoic acid, 2-(4-(2-((4-chlorobenzoyl)amino)ethyl)phenoxy)-2-methyl-"
"C0005330"	"bezafibrate (medication)"
"C0005578"	"1-piperidinepropanol, alpha-bicyclo(2.2.1)hept-5-en-2-yl-alpha-phenyl-"
"C0005578"	"biperiden"
"C0005578"	"biperiden (product)"
"C0005578"	"biperiden (substance)"
"C0005578"	"biperiden [chemical/ingredient]"
"C0005578"	"biperidene"
"C0005578"	"alpha-bicyclo(2.2.1)hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol"
"C0005632"	"bisacodyl"
"C0005632"	"bisacodyl (product)"
"C0005632"	"bisacodyl (substance)"
"C0005632"	"bisacodyl - chemical"
"C0005632"	"bisacodyl - chemical (substance)"
"C0005632"	"bisacodyl [chemical/ingredient]"
"C0005632"	"bisacodyl, nos"
"C0005632"	"phenol, 4,4'-(2-pyridinylmethylene)bis-, diacetate (ester)"
"C0005632"	"bisacodyl (medication)"
"C0053799"	"2-propanol, 1-(4-((2-(1-methylethoxy)ethoxy)methyl)phenoxy)-3-((1-methylethyl)amino)-"
"C0053799"	"bisoprolol"
"C0053799"	"bisoprolol (product)"
"C0053799"	"bisoprolol (substance)"
"C0053799"	"bisoprolol [chemical/ingredient]"
"C1589326"	"bleomycine"
"C1738934"	"3-azabicyclo(3.1.0)hexane-2-carboxamide, n-(3-amino-1-(cyclobutylmethyl)-2,3-dioxopropyl)-3-((2s)-2-((((1,1- dimethylethyl)amino)carbonyl)amino)-3,3-dimethyl-1-oxobutyl)-6,6- dimethyl-, (1r,2s,5s)-"
"C1738934"	"boceprevir"
"C1738934"	"boceprevir (product)"
"C1738934"	"boceprevir (substance)"
"C1738934"	"n-(3-amino-1-(cyclobutylmethyl)-2,3-dioxopropyl)-3-(2-((((1,1-dimethylethyl)amino)carbonyl)amino)-3,3-dimethyl-1-oxobutyl)-6,6-dimethyl-3-azabicyclo(3.1.0)hexan-2-carboxamide"
"C1738934"	"antivirals boceprevir"
"C1738934"	"antivirals boceprevir (medication)"
"C0771773"	"boldo preparation"
"C0771773"	"boldo"
"C0771773"	"boldo extract"
"C1176309"	"bortezomib"
"C1176309"	"bortezomib (product)"
"C1176309"	"bortezomib (substance)"
"C1176309"	"bortezomib [chemical/ingredient]"
"C1176309"	"[(1r)-3-methyl-1-[[(2s)-1-oxo-3-phenyl-2-[(pyrazinylcarbonyl)amino]propyl]amino]butyl]boronic acid"
"C1176309"	"bortezomib (medication)"
"C1831731"	"4-anilino-3-quinolinecarbonitrile"
"C1831731"	"4-anilinobenzo(g)quinoline-3-carbonitrile"
"C1831731"	"4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile"
"C1831731"	"bosutinib"
"C1831731"	"bosutinib (product)"
"C1831731"	"bosutinib (substance)"
"C1831731"	"bosutinib (medication)"
"C1831731"	"chemotherapeutics bosutinib"
"C0330641"	"alder buckthorn"
"C0330641"	"columnar buckthorn"
"C0330641"	"european alder"
"C0330641"	"frangula alnus whole"
"C0330641"	"fen buckthorn"
"C0330641"	"frangula alnus"
"C0330641"	"frangula alnus (organism)"
"C0330641"	"frangula alnus mill."
"C0330641"	"glossy buckthorn"
"C0330641"	"rhammus frangula"
"C0330641"	"rhammus frangulas"
"C0330641"	"rhamnus frangula"
"C0330641"	"rhamnus frangula (organism)"
"C0330641"	"rhamnus frangula l."
"C0330641"	"tall hedge buckthorn"
"C0330641"	"alnus, frangula"
"C0330641"	"frangula, rhammus"
"C0330641"	"frangulas, rhammus"
"C3247294"	"brentuximab"
"C0006213"	"2h-1,4-benzodiazepin-2-one, 7-bromo-1,3-dihydro-5-(2-pyridinyl)-"
"C0006213"	"7-bromo-1,3-dihydro-5-(2-pyridyl)-2h-1,4-benzodiazepin-2-one"
"C0006213"	"bromazepam"
"C0006213"	"bromazepam (product)"
"C0006213"	"bromazepam (substance)"
"C0006213"	"bromazepam - chemical"
"C0006213"	"bromazepam - chemical (substance)"
"C0006213"	"bromazepam [chemical/ingredient]"
"C0006213"	"bromazepam (medication)"
"C0006230"	"2 bromo alpha ergocryptine"
"C0006230"	"2 bromo alpha ergokryptine"
"C0006230"	"2 bromoergocryptine"
"C0006230"	"2 bromoergokryptine"
"C0006230"	"2-br-alpha-ergocryptine"
"C0006230"	"2-bromo-alpha-ergocryptine"
"C0006230"	"2-bromo-alpha-ergokryptine"
"C0006230"	"2-bromoergocryptine"
"C0006230"	"2-bromoergokryptine"
"C0006230"	"brcr"
"C0006230"	"bromocriptine"
"C0006230"	"bromoergocryptine 02"
"C0006230"	"brom-ergocryptine"
"C0006230"	"bromocriptin"
"C0006230"	"bromocriptine (product)"
"C0006230"	"bromocriptine (substance)"
"C0006230"	"bromocriptine [chemical/ingredient]"
"C0006230"	"bromocriptine [endocrine use]"
"C0006230"	"bromocriptine [endocrine use] (product)"
"C0006230"	"bromocriptine [endocrine use] (substance)"
"C0006230"	"bromocriptine [endocrine]"
"C0006230"	"bromocriptine [endocrine] (product)"
"C0006230"	"bromocriptine [endocrine] (substance)"
"C0006230"	"bromocriptine [parkinsons]"
"C0006230"	"bromocriptine [parkinsons] (product)"
"C0006230"	"bromocriptine [parkinsons] (substance)"
"C0006230"	"bromocryptin"
"C0006230"	"bromocryptine"
"C0006230"	"ergotaman-3',6',18-trione, 2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-, (5'alpha)-"
"C0006230"	"ergotaman-3',6',18-trione, 2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'alpha-(2-methylpropyl)-"
"C0006246"	"1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane"
"C0006246"	"2-(p-bromo-alpha-(2-dimethylaminoethyl)benzyl)pyridine"
"C0006246"	"2-pyridinepropanamine, gamma-(4-bromophenyl)-n,n-dimethyl-"
"C0006246"	"bromdylamine p"
"C0006246"	"brompheniramine"
"C0006246"	"brompheniramine (product)"
"C0006246"	"brompheniramine (substance)"
"C0006246"	"brompheniramine [chemical/ingredient]"
"C0006246"	"parabromdylamine"
"C0006246"	"brompheniramines"
"C0006246"	"brompheniramines (medication)"
