"CUI"	"synonymes"	"synonymes"
"C0051500"	"6-chloro-3,4-dihydro-3-((2-propenylthio)methyl)-2h-1,2,4-benzothiadiazine-7-sulfonamide"	"6 chloro 3 4 dihydro 3 2 propenylthio methyl 2h 1 2 4 benzothiadiazine 7 sulfonamide"
"C0051500"	"althiazide"	"althiazide"
"C0051500"	"altizide"	"altizide"
"C0051500"	"altozide"	"altozide"
"C0019453"	"1,3,5-triazine-2,4,6-triamine, n,n,n',n',n'',n''-hexamethyl-"	"1 3 5 triazine 2 4 6 triamine n n n n n n hexamethyl "
"C0019453"	"2,4,6-tris(dimethylamino)-s-triazine"	"2 4 6 tris dimethylamino s triazine"
"C0019453"	"altretamine"	"altretamine"
"C0019453"	"altretamine (product)"	"altretamine product "
"C0019453"	"altretamine (substance)"	"altretamine substance "
"C0019453"	"altretamine - chemical"	"altretamine chemical"
"C0019453"	"altretamine - chemical (substance)"	"altretamine chemical substance "
"C0019453"	"altretamine [chemical/ingredient]"	"altretamine chemical ingredient "
"C0019453"	"hmm"	"hmm"
"C0019453"	"hxm"	"hxm"
"C0019453"	"hemel"	"hemel"
"C0019453"	"hexaloids"	"hexaloids"
"C0019453"	"hexamethyl melamine"	"hexamethyl melamine"
"C0019453"	"hexamethylmelamine"	"hexamethylmelamine"
"C0019453"	"n,n,n',n',n\",n\"-hexamethyl-1,3,5-triazine-2,4,6-triamine"	"n n n n n n hexamethyl 1 3 5 triazine 2 4 6 triamine"
"C0019453"	"n,n,n',n\"n\"-hexamethyl-1,3,5,-triazine-2,4,6,-triamine"	"n n n n n hexamethyl 1 3 5 triazine 2 4 6 triamine"
"C0019453"	"altretamine (medication)"	"altretamine medication "
"C0019453"	"hsa"	"hsa"
"C0019453"	"s-triazine, 2,4,6-tris(dimethylamino)-"	"s triazine 2 4 6 tris dimethylamino "
"C0002403"	"1 aminoadamantane"	"1 aminoadamantane"
"C0002403"	"1-aminoadamantane"	"1 aminoadamantane"
"C0002403"	"amantadine"	"amantadine"
"C0002403"	"adamantylamine"	"adamantylamine"
"C0002403"	"amantadine (product)"	"amantadine product "
"C0002403"	"amantadine (substance)"	"amantadine substance "
"C0002403"	"amantadine [chemical/ingredient]"	"amantadine chemical ingredient "
"C0002403"	"amatadine"	"amatadine"
"C0002403"	"tricyclo(3.3.1.13,7)decan-1-amine"	"tricyclo 3 3 1 13 7 decan 1 amine"
"C0002412"	"ambenonium"	"ambenonium"
"C0002412"	"ambenonium (product)"	"ambenonium product "
"C0002412"	"ambenonium (substance)"	"ambenonium substance "
"C0002412"	"benzenemethanaminium, n,n'-((1,2-dioxo-1,2-ethanediyl)bis(imino-2,1-ethanediyl))bis(2-chloro-n,n-diethyl)-"	"benzenemethanaminium n n 1 2 dioxo 1 2 ethanediyl bis imino 2 1 ethanediyl bis 2 chloro n n diethyl "
"C0015020"	"2-[(3-aminopropyl)amino]ethanethiol dihydrogen phosphate ester"	"2 3 aminopropyl amino ethanethiol dihydrogen phosphate ester"
"C0015020"	"amifostine"	"amifostine"
"C0015020"	"apaetp"	"apaetp"
"C0015020"	"amifostine (product)"	"amifostine product "
"C0015020"	"amifostine (substance)"	"amifostine substance "
"C0015020"	"amifostine - chemical"	"amifostine chemical"
"C0015020"	"amifostine - chemical (substance)"	"amifostine chemical substance "
"C0015020"	"amifostine [chemical/ingredient]"	"amifostine chemical ingredient "
"C0015020"	"aminopropylaminoethylthiophosphoric acid"	"aminopropylaminoethylthiophosphoric acid"
"C0015020"	"ethiofos"	"ethiofos"
"C0015020"	"gammaphos"	"gammaphos"
"C0015020"	"s-(n-(3-aminopropyl)-2-aminoethyl)thiophosphoric acid"	"s n 3 aminopropyl 2 aminoethyl thiophosphoric acid"
"C0015020"	"s-2-(3-aminopropylamino)ethylphosphorothioic acid"	"s 2 3 aminopropylamino ethylphosphorothioic acid"
"C0015020"	"amifostine (medication)"	"amifostine medication "
"C0002499"	"amika"	"amika"
"C0002499"	"amikacin"	"amikacin"
"C0002499"	"amikacin (product)"	"amikacin product "
"C0002499"	"amikacin (substance)"	"amikacin substance "
"C0002499"	"amikacin - chemical"	"amikacin chemical"
"C0002499"	"amikacin - chemical (substance)"	"amikacin chemical substance "
"C0002499"	"amikacin [chemical/ingredient]"	"amikacin chemical ingredient "
"C0002499"	"d-streptamine, o-3-amino-3-deoxy-alpha-d-glucopyranosyl-(1-6)-o-(6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4))-n1-(4-amino-2-hydroxy-1-oxobutyl)-2-deoxy-, (s)-"	"d streptamine o 3 amino 3 deoxy alpha d glucopyranosyl 1 6 o 6 amino 6 deoxy alpha d glucopyranosyl 1 4 n1 4 amino 2 hydroxy 1 oxobutyl 2 deoxy s "
"C0002502"	"amiloride"	"amiloride"
"C0002502"	"amiloride (product)"	"amiloride product "
"C0002502"	"amiloride (substance)"	"amiloride substance "
"C0002502"	"amiloride [chemical/ingredient]"	"amiloride chemical ingredient "
"C0002502"	"amipramizide"	"amipramizide"
"C0002502"	"pyrazinecarboxamide, 3,5-diamino-n-(aminoiminomethyl)-6-chloro-"	"pyrazinecarboxamide 3 5 diamino n aminoiminomethyl 6 chloro "
"C0002502"	"amiloride (medication)"	"amiloride medication "
"C0002502"	"diuretics potassium-sparing amiloride"	"diuretics potassium sparing amiloride"
"C0002575"	"1h-purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-, compd. with 1,2-ethanediamine (2:1)"	"1h purine 2 6 dione 3 7 dihydro 1 3 dimethyl compd with 1 2 ethanediamine 2 1 "
"C0002575"	"1h-purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-, compound with 1,2-ethanediamine(2:1)"	"1h purine 2 6 dione 3 7 dihydro 1 3 dimethyl compound with 1 2 ethanediamine 2 1 "
"C0002575"	"aminophylline"	"aminophylline"
"C0002575"	"aminophyllin"	"aminophyllin"
"C0002575"	"aminophylline (product)"	"aminophylline product "
"C0002575"	"aminophylline (substance)"	"aminophylline substance "
"C0002575"	"aminophylline - chemical"	"aminophylline chemical"
"C0002575"	"aminophylline - chemical (substance)"	"aminophylline chemical substance "
"C0002575"	"aminophylline [chemical/ingredient]"	"aminophylline chemical ingredient "
"C0002575"	"ammophyllin"	"ammophyllin"
"C0002575"	"ethylenediamine, theophylline"	"ethylenediamine theophylline"
"C0002575"	"theophyline ethylenediamine"	"theophyline ethylenediamine"
"C0002575"	"theophyllamine"	"theophyllamine"
"C0002575"	"theophylline ethylenediamine"	"theophylline ethylenediamine"
"C0002575"	"aminophylline (medication)"	"aminophylline medication "
"C0002598"	"amiodarone"	"amiodarone"
"C0002598"	"amiodarone (product)"	"amiodarone product "
"C0002598"	"amiodarone (substance)"	"amiodarone substance "
"C0002598"	"amiodarone [chemical/ingredient]"	"amiodarone chemical ingredient "
"C0002598"	"methanone, (2-butyl-3-benzofuranyl)(4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl)-"	"methanone 2 butyl 3 benzofuranyl 4 2 diethylamino ethoxy 3 5 diiodophenyl "
"C0103045"	"amisulpride"	"amisulpride"
"C0103045"	"amisulpride (product)"	"amisulpride product "
"C0103045"	"amisulpride (substance)"	"amisulpride substance "
"C0103045"	"amisulpride - chemical"	"amisulpride chemical"
"C0103045"	"amisulpride - chemical (substance)"	"amisulpride chemical substance "
"C0002600"	"1-propanamine, 3-(10,11-dihydro-5h-dibenzo(a,d)cyclohepten-5-ylidene)-n,n-dimethyl-"	"1 propanamine 3 10 11 dihydro 5h dibenzo a d cyclohepten 5 ylidene n n dimethyl "
"C0002600"	"amitriptyline"	"amitriptyline"
"C0002600"	"amitriptyline (product)"	"amitriptyline product "
"C0002600"	"amitriptyline (substance)"	"amitriptyline substance "
"C0002600"	"amitriptyline [chemical/ingredient]"	"amitriptyline chemical ingredient "
"C0051696"	"3,5-pyridinedicarboxylic acid, 2-((2-aminoethoxy)methyl)-4-(2-chlorophenyl)-1,4-dihydro-6-methyl-, 3-ethyl 5-methyl ester"	"3 5 pyridinedicarboxylic acid 2 2 aminoethoxy methyl 4 2 chlorophenyl 1 4 dihydro 6 methyl 3 ethyl 5 methyl ester"
"C0051696"	"amlodipine"	"amlodipine"
"C0051696"	"amlodipine (product)"	"amlodipine product "
"C0051696"	"amlodipine (substance)"	"amlodipine substance "
"C0051696"	"amlodipine - chemical"	"amlodipine chemical"
"C0051696"	"amlodipine - chemical (substance)"	"amlodipine chemical substance "
"C0051696"	"amlodipine [chemical/ingredient]"	"amlodipine chemical ingredient "
"C0002640"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-ethyl-5-(3-methylbutyl)-"	"2 4 6 1h 3h 5h pyrimidinetrione 5 ethyl 5 3 methylbutyl "
"C0002640"	"amobarbital"	"amobarbital"
"C0002640"	"amobarbital (product)"	"amobarbital product "
"C0002640"	"amobarbital (substance)"	"amobarbital substance "
"C0002640"	"amobarbital [chemical/ingredient]"	"amobarbital chemical ingredient "
"C0002640"	"amylobarbitone"	"amylobarbitone"
"C0002640"	"amylobarbitone - chemical"	"amylobarbitone chemical"
"C0002640"	"amylobarbitone - chemical (substance)"	"amylobarbitone chemical substance "
"C0002640"	"pentymal"	"pentymal"
"C0002640"	"amobarbital (medication)"	"amobarbital medication "
"C0002644"	"2-chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine"	"2 chloro 11 1 piperazinyl dibenz b f 1 4 oxazepine"
"C0002644"	"amoxapine"	"amoxapine"
"C0002644"	"amoxapine (product)"	"amoxapine product "
"C0002644"	"amoxapine (substance)"	"amoxapine substance "
"C0002644"	"amoxapine - chemical"	"amoxapine chemical"
"C0002644"	"amoxapine - chemical (substance)"	"amoxapine chemical substance "
"C0002644"	"amoxapine [chemical/ingredient]"	"amoxapine chemical ingredient "
"C0002644"	"desmethylloxapine"	"desmethylloxapine"
"C0002644"	"dibenz(b,f)(1,4)oxazepine, 2-chloro-11-(1-piperazinyl)-"	"dibenz b f 1 4 oxazepine 2 chloro 11 1 piperazinyl "
"C0002644"	"amoxapine (medication)"	"amoxapine medication "
"C0002645"	"amox"	"amox"
"C0002645"	"amoxicillin"	"amoxicillin"
"C0002645"	"amoxicillin (product)"	"amoxicillin product "
"C0002645"	"amoxicillin (substance)"	"amoxicillin substance "
"C0002645"	"amoxicillin [2]"	"amoxicillin 2 "
"C0002645"	"amoxicillin [chemical/ingredient]"	"amoxicillin chemical ingredient "
"C0002645"	"amoxicillin [generic additions]"	"amoxicillin generic additions "
"C0002645"	"amoxicillin product"	"amoxicillin product"
"C0002645"	"amoxicilline"	"amoxicilline"
"C0002645"	"amoxycillin"	"amoxycillin"
"C0002645"	"amoxycillin [2]"	"amoxycillin 2 "
"C0002645"	"amoxycillin [2] (product)"	"amoxycillin 2 product "
"C0002645"	"amoxycillin [2] (substance)"	"amoxycillin 2 substance "
"C0002645"	"amoxycillin [generic additions]"	"amoxycillin generic additions "
"C0002645"	"amoxycillin [generic additions] (product)"	"amoxycillin generic additions product "
"C0002645"	"amoxycillin [generic additions] (substance)"	"amoxycillin generic additions substance "
"C0002645"	"amoxycillin [generic addn]"	"amoxycillin generic addn "
"C0002645"	"amoxycillin product"	"amoxycillin product"
"C0002645"	"hydroxyampicillin"	"hydroxyampicillin"
"C0002645"	"amoxicillin (medication)"	"amoxicillin medication "
"C0002645"	"p-hydroxyampicillin"	"p hydroxyampicillin"
"C0002680"	"(2s,5r,6r)-6-((r)-2-amino-2-phenylacetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid"	"2s 5r 6r 6 r 2 amino 2 phenylacetamido 3 3 dimethyl 7 oxo 4 thia 1 azabicyclo 3 2 0 heptane 2 carboxylic acid"
"C0002680"	"4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-((aminophenylacetyl)amino)-3,3-dimethyl-7-oxo-, (2s-(2alpha,5alpha,6beta(s*)))-"	"4 thia 1 azabicyclo 3 2 0 heptane 2 carboxylic acid 6 aminophenylacetyl amino 3 3 dimethyl 7 oxo 2s 2alpha 5alpha 6beta s "
"C0002680"	"ampicillin"	"ampicillin"
"C0002680"	"aminobenzyl penicillin"	"aminobenzyl penicillin"
"C0002680"	"aminobenzylpenicillin"	"aminobenzylpenicillin"
"C0002680"	"ampicillin (product)"	"ampicillin product "
"C0002680"	"ampicillin (substance)"	"ampicillin substance "
"C0002680"	"ampicillin [chemical/ingredient]"	"ampicillin chemical ingredient "
"C0002680"	"penicillin, aminobenzyl"	"penicillin aminobenzyl"
"C0002680"	"ampicillin (medication)"	"ampicillin medication "
"C0002680"	"ampicillins"	"ampicillins"
"C0754188"	"amprenavir"	"amprenavir"
"C0754188"	"apv"	"apv"
"C0754188"	"amprenavir (product)"	"amprenavir product "
"C0754188"	"amprenavir (substance)"	"amprenavir substance "
"C0754188"	"amprenavir - chemical"	"amprenavir chemical"
"C0754188"	"amprenavir - chemical (substance)"	"amprenavir chemical substance "
"C0754188"	"carbamic acid, (3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(- phenylmethyl)propyl)-, tetrahydro-3-furanyl ester, (3s-(3r*(1s*,2r*)))-"	"carbamic acid 3 4 aminophenyl sulfonyl 2 methylpropyl amino 2 hydroxy 1 phenylmethyl propyl tetrahydro 3 furanyl ester 3s 3r 1s 2r "
"C0754188"	"amprenavir (medication)"	"amprenavir medication "
"C0754188"	"amprenavir [chemical/ingredient]"	"amprenavir chemical ingredient "
"C0754188"	"tetrahydro-3-furyl n-(3-(4-amino-n-isobutylbenzenesulfonamido)-1-benzyl-2-hydroxypropyl)carbamate"	"tetrahydro 3 furyl n 3 4 amino n isobutylbenzenesulfonamido 1 benzyl 2 hydroxypropyl carbamate"
"C0002699"	"4'-(9-acridinylamino)methane-sulfon-m-anisidide"	"4 9 acridinylamino methane sulfon m anisidide"
"C0002699"	"amsa"	"amsa"
"C0002699"	"amsa m"	"amsa m"
"C0002699"	"amsacrine"	"amsacrine"
"C0002699"	"acridinyl anisidide"	"acridinyl anisidide"
"C0002699"	"amsacrine (product)"	"amsacrine product "
"C0002699"	"amsacrine (substance)"	"amsacrine substance "
"C0002699"	"amsacrine - chemical"	"amsacrine chemical"
"C0002699"	"amsacrine - chemical (substance)"	"amsacrine chemical substance "
"C0002699"	"amsacrine [chemical/ingredient]"	"amsacrine chemical ingredient "
"C0002699"	"cain acridine"	"cain acridine"
"C0002699"	"cain's acridine"	"cain s acridine"
"C0002699"	"cains acridine"	"cains acridine"
"C0002699"	"methanesulfonamide, n-(4-(9-acridinylamino)-3-methoxyphenyl)-"	"methanesulfonamide n 4 9 acridinylamino 3 methoxyphenyl "
"C0002699"	"n-[4-(9-acridinylamino)-3-methoxyphenyl]methanesulfonamide"	"n 4 9 acridinylamino 3 methoxyphenyl methanesulfonamide"
"C0002699"	"m-amsa"	"m amsa"
"C0002699"	"meta amsa"	"meta amsa"
"C0002699"	"meta-amsa"	"meta amsa"
"C0038148"	"(5-alpha, 17-beta)-17-hydroxyandrostan-3-one"	"5 alpha 17 beta 17 hydroxyandrostan 3 one"
"C0038148"	"(5alpha,17beta)-17-hydroxyandrostan-3-one"	"5alpha 17beta 17 hydroxyandrostan 3 one"
"C0038148"	"17beta hydroxy 5alpha androstan 3 one"	"17beta hydroxy 5alpha androstan 3 one"
"C0038148"	"17beta-hydroxy-3-androstanone"	"17beta hydroxy 3 androstanone"
"C0038148"	"17beta-hydroxy-5alpha-androstan-3-one"	"17beta hydroxy 5alpha androstan 3 one"
"C0038148"	"4-dihydrotestosterone"	"4 dihydrotestosterone"
"C0038148"	"4-dihydrotestosterone preparation"	"4 dihydrotestosterone preparation"
"C0038148"	"5 alpha dht"	"5 alpha dht"
"C0038148"	"5 alpha dihydrotestosterone"	"5 alpha dihydrotestosterone"
"C0038148"	"5 alpha-dihydrotestosterone"	"5 alpha dihydrotestosterone"
"C0038148"	"5-alpha-dihydrotestosterone"	"5 alpha dihydrotestosterone"
"C0038148"	"5-alpha dihydrotestosterone"	"5 alpha dihydrotestosterone"
"C0038148"	"5-alpha-dht"	"5 alpha dht"
"C0038148"	"5alpha,17beta-hydroxyandrostan-3-one"	"5alpha 17beta hydroxyandrostan 3 one"
"C0038148"	"alpha dihydrotestosterone 05"	"alpha dihydrotestosterone 05"
"C0038148"	"androstan-3-one, 17-hydroxy-, (5alpha,17beta)-"	"androstan 3 one 17 hydroxy 5alpha 17beta "
"C0038148"	"androstanolone"	"androstanolone"
"C0038148"	"androstanolone (substance)"	"androstanolone substance "
"C0038148"	"androstanolone -retired-"	"androstanolone retired "
"C0038148"	"androstanolone preparation"	"androstanolone preparation"
"C0038148"	"dht"	"dht"
"C0038148"	"dht - 5-alpha-dihydrotestosterone"	"dht 5 alpha dihydrotestosterone"
"C0038148"	"dht- 5-alpha-dihydrotestoster"	"dht 5 alpha dihydrotestoster"
"C0038148"	"dihydrotestosterone"	"dihydrotestosterone"
"C0038148"	"dihydrotestosterone (substance)"	"dihydrotestosterone substance "
"C0038148"	"dihydrotestosterone [chemical/ingredient]"	"dihydrotestosterone chemical ingredient "
"C0038148"	"dihydrotestosterone preparation"	"dihydrotestosterone preparation"
"C0038148"	"dihydrotestosterone preparation (product)"	"dihydrotestosterone preparation product "
"C0038148"	"dihydrotestosterone preparation (substance)"	"dihydrotestosterone preparation substance "
"C0038148"	"dihydrotestosterone, 5-alpha"	"dihydrotestosterone 5 alpha"
"C0038148"	"injectable dihydrotestosterone preparation"	"injectable dihydrotestosterone preparation"
"C0038148"	"stanolone"	"stanolone"
"C0038148"	"stanalone preparation (product)"	"stanalone preparation product "
"C0038148"	"stanalone preparation -retired-"	"stanalone preparation retired "
"C0038148"	"stanolone preparation"	"stanolone preparation"
"C0038148"	"testosterone, dihydro-"	"testosterone dihydro "
"C0038148"	"therapeutic androstanolone"	"therapeutic androstanolone"
"C1831808"	"1h-pyrazolo(3,4-c)pyridine-3-carboxamide, 4,5,6,7-tetrahydro-1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxo-1-piperidinyl)phenyl)-"	"1h pyrazolo 3 4 c pyridine 3 carboxamide 4 5 6 7 tetrahydro 1 4 methoxyphenyl 7 oxo 6 4 2 oxo 1 piperidinyl phenyl "
"C1831808"	"apixaban"	"apixaban"
"C1831808"	"apixaban (product)"	"apixaban product "
"C1831808"	"apixaban (substance)"	"apixaban substance "
"C1831808"	"anticoagulants apixaban"	"anticoagulants apixaban"
"C1831808"	"apixaban (medication)"	"apixaban medication "
"C0003596"	"4h-dibenzo(de,g)quinoline-10,11-diol, 5,6,6a,7-tetrahydro-6-methyl-, (r)-"	"4h dibenzo de g quinoline 10 11 diol 5 6 6a 7 tetrahydro 6 methyl r "
"C0003596"	"apomorphine"	"apomorphine"
"C0003596"	"apomorphine (product)"	"apomorphine product "
"C0003596"	"apomorphine (substance)"	"apomorphine substance "
"C0003596"	"apomorphine [chemical/ingredient]"	"apomorphine chemical ingredient "
"C0048470"	"1-[5-guanidino-2-[(3-methyl-1,2,3,4-tetrahydroquinolin-8-yl)sulfonylamino]pentanoyl]-4-methyl-piperidine-2-carboxylic acid"	"1 5 guanidino 2 3 methyl 1 2 3 4 tetrahydroquinolin 8 yl sulfonylamino pentanoyl 4 methyl piperidine 2 carboxylic acid"
"C0048470"	"2-piperidinecarboxylic acid, 1-(5-((aminoiminomethyl)amino)-1-oxo-2-(((1,2,3,4-tetrahydro-3-methyl-8-quinolinyl)sulfonyl)amino)pentyl)-4-methyl-"	"2 piperidinecarboxylic acid 1 5 aminoiminomethyl amino 1 oxo 2 1 2 3 4 tetrahydro 3 methyl 8 quinolinyl sulfonyl amino pentyl 4 methyl "
"C0048470"	"4-methyl-1-(n(2)-(3-methyl-1,2,3,4-tetrahydro-8-quinolinesulfonyl)-l-arginyl)-2-piperidinecarboxylic acid"	"4 methyl 1 n 2 3 methyl 1 2 3 4 tetrahydro 8 quinolinesulfonyl l arginyl 2 piperidinecarboxylic acid"
"C0048470"	"argatroban"	"argatroban"
"C0048470"	"argatroban (medication)"	"argatroban medication "
"C0048470"	"argatroban (product)"	"argatroban product "
"C0048470"	"argatroban (substance)"	"argatroban substance "
"C0048470"	"argipidine"	"argipidine"
"C0048470"	"mmtqap"	"mmtqap"
"C0048470"	"mpqa"	"mpqa"
"C0048470"	"argatroban [chemical/ingredient]"	"argatroban chemical ingredient "
"C0299792"	"2(1h)-quinolinone, 7-(4-(4-(2,3-dichlorophenyl)-1-piperazinyl)butoxy)-3,4-dihydro-"	"2 1h quinolinone 7 4 4 2 3 dichlorophenyl 1 piperazinyl butoxy 3 4 dihydro "
"C0299792"	"7-(4-(4-(2,3-dichlorophenyl)-1-piperazinyl)butyloxy)-3,4-dihydro-2(1h)-quinolinone"	"7 4 4 2 3 dichlorophenyl 1 piperazinyl butyloxy 3 4 dihydro 2 1h quinolinone"
"C0299792"	"aripiprazole"	"aripiprazole"
"C0299792"	"aripiprazol"	"aripiprazol"
"C0299792"	"aripiprazole (product)"	"aripiprazole product "
"C0299792"	"aripiprazole (substance)"	"aripiprazole substance "
"C0299792"	"aripiprazole [chemical/ingredient]"	"aripiprazole chemical ingredient "
"C0299792"	"aripiprazole (medication)"	"aripiprazole medication "
"C2000088"	"asenapine"	"asenapine"
"C2000088"	"asenapine (product)"	"asenapine product "
"C2000088"	"asenapine (substance)"	"asenapine substance "
"C2000088"	"antipsychotics asenapine"	"antipsychotics asenapine"
"C2000088"	"asenapine (medication)"	"asenapine medication "
"C0003993"	"a-ase"	"a ase"
"C0003993"	"asn-ase"	"asn ase"
"C0003993"	"asnase"	"asnase"
"C0003993"	"asp-1"	"asp 1"
"C0003993"	"asparaginase"	"asparaginase"
"C0003993"	"asparaginase (substance)"	"asparaginase substance "
"C0003993"	"asparaginase ii"	"asparaginase ii"
"C0003993"	"asparaginase [chemical/ingredient]"	"asparaginase chemical ingredient "
"C0003993"	"asparaginase preparation"	"asparaginase preparation"
"C0003993"	"asparaginase-e.coli"	"asparaginase e coli"
"C0003993"	"asparagine deaminase"	"asparagine deaminase"
"C0003993"	"colaspase"	"colaspase"
"C0003993"	"crisantaspase"	"crisantaspase"
"C0003993"	"deaminase, asparagine"	"deaminase asparagine"
"C0003993"	"ec 3.5.1.1"	"ec 3 5 1 1"
"C0003993"	"l asparagine amidohydrolase"	"l asparagine amidohydrolase"
"C0003993"	"l-asp"	"l asp"
"C0003993"	"l-asparaginase"	"l asparaginase"
"C0003993"	"l-asparagine amidohydrolase"	"l asparagine amidohydrolase"
"C0003993"	"l-asparaginase (substance)"	"l asparaginase substance "
"C0003993"	"l-asparaginase preparation"	"l asparaginase preparation"
"C0003993"	"l-asparaginase preparation (product)"	"l asparaginase preparation product "
"C0003993"	"l-asparaginase preparation (substance)"	"l asparaginase preparation substance "
"C0003993"	"lcf-asp"	"lcf asp"
"C0003993"	"asparaginase (medication)"	"asparaginase medication "
