"mol1"	"mol2"	"date_min"	"date_max"
"BCG"	"GOLIMUMAB"	"01/01/2015"	"31/05/2015"
"BCG"	"HYDROXYCARBAMIDE"	"01/01/2015"	"31/05/2015"
"BCG"	"MELPHALAN"	"01/01/2015"	"31/05/2015"
"BCG"	"MERCAPTOPURINE"	"01/01/2015"	"31/05/2015"
"BCG"	"METHOTREXATE"	"01/01/2015"	"31/05/2015"
"BCG"	"METHYLPREDNISOLONE"	"01/01/2015"	"31/05/2015"
"BCG"	"MITOMYCINE C"	"01/01/2015"	"31/05/2015"
"BCG"	"PIPOBROMAN"	"01/01/2015"	"31/05/2015"
"BCG"	"PREDNISOLONE"	"01/01/2015"	"31/05/2015"
"BCG"	"PREDNISONE"	"01/01/2015"	"31/05/2015"
"BCG"	"PROCARBAZINE"	"01/01/2015"	"31/05/2015"
"BCG"	"SIROLIMUS"	"01/01/2015"	"31/05/2015"
"BCG"	"TACROLIMUS"	"01/01/2015"	"31/05/2015"
"BCG"	"TEGAFUR"	"01/01/2015"	"31/05/2015"
"BCG"	"TERIFLUNOMIDE"	"01/01/2015"	"31/05/2015"
"BCG"	"TETRACOSACTIDE"	"01/01/2015"	"31/05/2015"
"BCG"	"TRIAMCINOLONE"	"01/01/2015"	"31/05/2015"
"BCG"	"VINCRISTINE"	"01/01/2015"	"31/05/2015"
"BCG"	"VINORELBINE"	"01/01/2015"	"31/05/2015"
"BENAZEPRIL"	"ESTRAMUSTINE"	"01/01/2015"	"31/05/2015"
"BENAZEPRIL"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"BENDROFLUMETHIAZIDE"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"BENZYLPENICILLINE"	"METHOTREXATE"	"01/01/2015"	"31/05/2015"
"BETAMETHASONE"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"BETAMETHASONE"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"BETAMETHASONE"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"BETAMETHASONE"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"BEZAFIBRATE"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"CIPROFIBRATE"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"FENOFIBRATE"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"FLUVASTATINE"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"GEMFIBROZIL"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"PRAVASTATINE"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"ROSUVASTATINE"	"01/01/2015"	"31/05/2015"
"BEZAFIBRATE"	"SIMVASTATINE"	"01/01/2015"	"31/05/2015"
"BLEOMYCINE"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"BLEOMYCINE"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"BLEOMYCINE"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"BLEOMYCINE"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"BLEOMYCINE"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"CARBAMAZEPINE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"DARUNAVIR"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"DRONEDARONE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"EPLERENONE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"FOSAMPRENAVIR"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"INDINAVIR"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"IVABRADINE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"LOPINAVIR"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"PHENOBARBITAL"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"PRIMIDONE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"REGORAFENIB"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"RIFAMPICINE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"RITONAVIR"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"RIVAROXABAN"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"SAQUINAVIR"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"TAMSULOSINE"	"01/01/2015"	"31/05/2015"
"BOCEPREVIR"	"TIPRANAVIR"	"01/01/2015"	"31/05/2015"
"BOSUTINIB"	"CARBAMAZEPINE"	"01/01/2015"	"31/05/2015"
"BOSUTINIB"	"PHENOBARBITAL"	"01/01/2015"	"31/05/2015"
"BOSUTINIB"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"BOSUTINIB"	"PRIMIDONE"	"01/01/2015"	"31/05/2015"
"BOSUTINIB"	"RIFAMPICINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"CARPIPRAMINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"CLARITHROMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"DIHYDROERGOTAMINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"DIRITHROMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"EPHEDRINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"ERGOTAMINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"JOSAMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"METHYLERGOMETRINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"METHYLPHENIDATE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"METHYSERGIDE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"MIDECAMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"MIDODRINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"NAPHAZOLINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"OXYMETAZOLINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"PHENYLEPHRINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"PSEUDOEPHEDRINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"ROXITHROMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"TELITHROMYCINE"	"01/01/2015"	"31/05/2015"
"BROMOCRIPTINE"	"TUAMINOHEPTANE"	"01/01/2015"	"31/05/2015"
"BUDESONIDE"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"BUDESONIDE"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"BUDESONIDE"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"BUDESONIDE"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"BUMETANIDE"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"BUPRENORPHINE"	"NALMEFENE"	"01/01/2015"	"31/05/2015"
"BUSPIRONE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"BUSPIRONE"	"ITRACONAZOLE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"CARPIPRAMINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"CLARITHROMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"DIHYDROERGOTAMINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"DIRITHROMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"EPHEDRINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"ERGOTAMINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"JOSAMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"METHYLERGOMETRINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"METHYLPHENIDATE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"METHYSERGIDE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"MIDECAMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"MIDODRINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"NAPHAZOLINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"OXYMETAZOLINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"PHENYLEPHRINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"PSEUDOEPHEDRINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"ROXITHROMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"TELITHROMYCINE"	"01/01/2015"	"31/05/2015"
"CABERGOLINE"	"TUAMINOHEPTANE"	"01/01/2015"	"31/05/2015"
"CAFEINE"	"ENOXACINE"	"01/01/2015"	"31/05/2015"
"CANDESARTAN CILEXETIL"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CAPECITABINE"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"CAPECITABINE"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"CAPECITABINE"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"CAPECITABINE"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"CAPECITABINE"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"CAPTOPRIL"	"ESTRAMUSTINE"	"01/01/2015"	"31/05/2015"
"CAPTOPRIL"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"CLOZAPINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"COBICISTAT"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"CRIZOTINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"CYPROTERONE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DABIGATRAN"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DABRAFENIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DASATINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DESOGESTREL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DIENOGEST"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DOLUTEGRAVIR"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"DRONEDARONE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"ERLOTINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"ETHINYLESTRADIOL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"ETONOGESTREL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"FENTANYL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"GEFITINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"IMATINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"ISONIAZIDE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"LAPATINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"LEVONORGESTREL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"MIANSERINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"NILOTINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"PAZOPANIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"PRAZIQUANTEL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"QUETIAPINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"REGORAFENIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"RILPIVIRINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"RUXOLITINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"SIMVASTATINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"SORAFENIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"SUNITINIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"TELAPREVIR"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"TELITHROMYCINE"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"ULIPRISTAL"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"VEMURAFENIB"	"01/01/2015"	"31/05/2015"
"CARBAMAZEPINE"	"VISMODEGIB"	"01/01/2015"	"31/05/2015"
"CARBUTAMIDE"	"DANAZOL"	"01/01/2015"	"31/05/2015"
"CARBUTAMIDE"	"MICONAZOLE"	"01/01/2015"	"31/05/2015"
"CARBUTAMIDE"	"PHENYLBUTAZONE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"ENTACAPONE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"LEVODOPA"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"LISURIDE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"PERGOLIDE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"PIRIBEDIL"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"PRAMIPEXOLE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"QUINAGOLIDE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"RASAGILINE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"ROPINIROLE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"ROTIGOTINE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"SELEGILINE"	"01/01/2015"	"31/05/2015"
"CARPIPRAMINE"	"TOLCAPONE"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"CIBENZOLINE"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"CIMETIDINE"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"FLECAINIDE"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"METHYLDOPA"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"MOXONIDINE"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"PROPAFENONE"	"01/01/2015"	"31/05/2015"
"CARVEDILOL"	"RILMENIDINE"	"01/01/2015"	"31/05/2015"
"CELECOXIB"	"DABIGATRAN"	"01/01/2015"	"31/05/2015"
"CELECOXIB"	"FLUINDIONE"	"01/01/2015"	"31/05/2015"
"CELECOXIB"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CELECOXIB"	"RIVAROXABAN"	"01/01/2015"	"31/05/2015"
"CELECOXIB"	"WARFARINE"	"01/01/2015"	"31/05/2015"
"CHLORAMBUCIL"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"CHLORAMBUCIL"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"CHLORAMBUCIL"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"CHLORAMBUCIL"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"CHLORAMBUCIL"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"CHLORMADINONE"	"ULIPRISTAL"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"DOMPERIDONE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"FLUPENTIXOL"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"LEVOFLOXACINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"LUMEFANTRINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"MEQUITAZINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"METHADONE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"MIZOLASTINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"MOXIFLOXACINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"PENTAMIDINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"PIMOZIDE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"PIPERAQUINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"SPIRAMYCINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"SULPIRIDE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"TIAPRIDE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"VINCAMINE"	"01/01/2015"	"31/05/2015"
"CHLOROQUINE"	"ZUCLOPENTHIXOL"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"DOMPERIDONE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"LEVODOPA"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"LEVOFLOXACINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"LUMEFANTRINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"MOXIFLOXACINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"PENTAMIDINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"PIPERAQUINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"SPIRAMYCINE"	"01/01/2015"	"31/05/2015"
"CHLORPROMAZINE"	"VINCAMINE"	"01/01/2015"	"31/05/2015"
"CHLORTALIDONE"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CHLORTETRACYCLINE"	"ISOTRETINOINE"	"01/01/2015"	"31/05/2015"
"CHLORTETRACYCLINE"	"TRETINOINE"	"01/01/2015"	"31/05/2015"
"CICLETANINE"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"COLCHICINE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"CRIZOTINIB"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"DABIGATRAN"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"DARUNAVIR"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"DRONEDARONE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"EZETIMIBE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"FOSAMPRENAVIR"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"INDINAVIR"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"LOPINAVIR"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"MODAFINIL"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"NIFEDIPINE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"REPAGLINIDE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"ROSUVASTATINE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"SAQUINAVIR"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"STIRIPENTOL"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"TIPRANAVIR"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"VEMURAFENIB"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"CICLOSPORINE"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"CILAZAPRIL"	"ESTRAMUSTINE"	"01/01/2015"	"31/05/2015"
"CILAZAPRIL"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CIMETIDINE"	"METOPROLOL"	"01/01/2015"	"31/05/2015"
"CIMETIDINE"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"CINACALCET"	"DEXTROMETHORPHANE"	"01/01/2015"	"31/05/2015"
"CINACALCET"	"MEQUITAZINE"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"CIPROFIBRATE"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"FENOFIBRATE"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"FLUVASTATINE"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"GEMFIBROZIL"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"PRAVASTATINE"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"ROSUVASTATINE"	"01/01/2015"	"31/05/2015"
"CIPROFIBRATE"	"SIMVASTATINE"	"01/01/2015"	"31/05/2015"
"CIPROFLOXACINE"	"METHOTREXATE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"DOMPERIDONE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"FLUPENTIXOL"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"LEVOFLOXACINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"LUMEFANTRINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"MEQUITAZINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"METHADONE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"MIZOLASTINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"MOXIFLOXACINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"PENTAMIDINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"PIMOZIDE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"PIPERAQUINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"SPIRAMYCINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"SULPIRIDE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"TIAPRIDE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"VINCAMINE"	"01/01/2015"	"31/05/2015"
"CITALOPRAM"	"ZUCLOPENTHIXOL"	"01/01/2015"	"31/05/2015"
"CLADRIBINE"	"LAMIVUDINE"	"01/01/2015"	"31/05/2015"
"CLADRIBINE"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"CLADRIBINE"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"CLADRIBINE"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"CLADRIBINE"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"CLADRIBINE"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"COLCHICINE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"EBASTINE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"EPLERENONE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"FESOTERODINE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"IVABRADINE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"LISURIDE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"PERGOLIDE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"REGORAFENIB"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"RIVAROXABAN"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"TAMSULOSINE"	"01/01/2015"	"31/05/2015"
"CLARITHROMYCINE"	"TICAGRELOR"	"01/01/2015"	"31/05/2015"
"CLOPAMIDE"	"LITHIUM"	"01/01/2015"	"31/05/2015"
"CLOXACILLINE"	"METHOTREXATE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"DRONEDARONE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"EPLERENONE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"IVABRADINE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"PHENOBARBITAL"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"PHENYTOINE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"PRIMIDONE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"QUINIDINE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"REGORAFENIB"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"RIFAMPICINE"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"RIVAROXABAN"	"01/01/2015"	"31/05/2015"
"COBICISTAT"	"TAMSULOSINE"	"01/01/2015"	"31/05/2015"
"CODEINE"	"NALMEFENE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"DARUNAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"DIRITHROMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"ERYTHROMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"FLUCONAZOLE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"FOSAMPRENAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"INDINAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"ITRACONAZOLE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"JOSAMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"KETOCONAZOLE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"LOPINAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"MIDECAMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"PRISTINAMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"RITONAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"ROXITHROMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"SAQUINAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"TELAPREVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"TELITHROMYCINE"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"TIPRANAVIR"	"01/01/2015"	"31/05/2015"
"COLCHICINE"	"VERAPAMIL"	"01/01/2015"	"31/05/2015"
"CORTIVAZOL"	"VIRUS DE LA VARICELLE"	"01/01/2015"	"31/05/2015"
"CORTIVAZOL"	"VIRUS DES OREILLONS"	"01/01/2015"	"31/05/2015"
"CORTIVAZOL"	"VIRUS ROUGEOLEUX"	"01/01/2015"	"31/05/2015"
"CORTIVAZOL"	"VIRUS RUBEOLEUX"	"01/01/2015"	"31/05/2015"
"CRIZOTINIB"	"DASATINIB"	"01/01/2015"	"31/05/2015"
"CRIZOTINIB"	"DIHYDROERGOTAMINE"	"01/01/2015"	"31/05/2015"
