"PHA_CIP_C13"	"PHA_NOM_PA"	"PHA_ATC_L07"	"PHA_MED_COM"	"PHA_FRM_LIB"	"total"
"3400921840049"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN ZYDUS"	"COMPRIME"	25
"3400921843750"	"MIRTAZAPINE"	"MIRTAZAPINE"	"MIRTAZAPINE ARROW GENERIQUES"	"COMPRIME"	16
"3400921845761"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	"COMPRIME"	2110
"3400921846133"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	"COMPRIME"	6029
"3400921846423"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	"COMPRIME"	2135
"3400921846652"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	"COMPRIME"	2813
"3400921846881"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	"COMPRIME"	998
"3400921847543"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ARROW GENERIQUES"	"COMPRIME"	16
"3400921848083"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ARROW GENERIQUES"	"COMPRIME"	362
"3400921849844"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ARROW GENERIQUES"	"COMPRIME"	26
"3400921850215"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ARROW GENERIQUES"	"COMPRIME"	496
"3400921851335"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ARROW GENERIQUES"	""	1
"3400921852165"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ZYDUS"	"COMPRIME"	18
"3400921852516"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ZYDUS"	"COMPRIME"	138
"3400921854466"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ZYDUS"	"COMPRIME"	11
"3400921854817"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ZYDUS"	"COMPRIME"	305
"3400921856477"	"FENTANYL"	"FENTANYL"	"BREAKYL"	"FILM"	1
"3400921856538"	"FENTANYL"	"FENTANYL"	"BREAKYL"	"FILM"	2
"3400921856996"	"FENTANYL"	"FENTANYL"	"BREAKYL"	"FILM"	1
"3400921861099"	"MONTELUKAST"	"MONTELUKAST"	"MONTELUKAST TEVA"	"GRANULES"	577
"3400921865462"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN MYLAN"	"COMPRIME"	1128
"3400921866063"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN MYLAN"	"COMPRIME"	329
"3400921866643"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN MYLAN"	"COMPRIME"	2445
"3400921867244"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN MYLAN"	"COMPRIME"	845
"3400921867992"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN MYLAN"	"COMPRIME"	1880
"3400921868654"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN MYLAN"	"COMPRIME"	605
"3400921879599"	"MORPHINE"	"MORPHINE"	"MORPHINE RENAUDIN"	"SOLUTION"	4
"3400921897579"	"DOXYCYCLINE"	"DOXYCYCLINE"	"DOXYCYCLINE SANDOZ"	"COMPRIME"	230
"3400921898989"	"NEVIRAPINE"	"NEVIRAPINE"	"VIRAMUNE"	"COMPRIME"	479
"3400921906257"	"URSODESOXYCHOLIQUE ACIDE"	"URSODESOXYCHOLIQUE ACIDE"	"CHOLURSO"	"COMPRIME"	85
"3400921906608"	"URSODESOXYCHOLIQUE ACIDE"	"URSODESOXYCHOLIQUE ACIDE"	"CHOLURSO"	"COMPRIME"	349
"3400921907209"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EG"	"COMPRIME"	725
"3400921907377"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EG"	"COMPRIME"	293
"3400921907667"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EG"	"COMPRIME"	345
"3400921907728"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EG"	"COMPRIME"	104
"3400921911978"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN MYLAN"	"COMPRIME"	488
"3400921912289"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN MYLAN"	"COMPRIME"	117
"3400921913521"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN MYLAN"	"COMPRIME"	529
"3400921913989"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN MYLAN"	"COMPRIME"	160
"3400921919783"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BIOGARAN"	"COMPRIME"	1873
"3400921920154"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BIOGARAN"	"COMPRIME"	5041
"3400921920383"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BIOGARAN"	"COMPRIME"	2092
"3400921920505"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BIOGARAN"	"COMPRIME"	2267
"3400921920734"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BIOGARAN"	"COMPRIME"	992
"3400921921045"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EVOLUGEN"	"COMPRIME"	121
"3400921921564"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EVOLUGEN"	"COMPRIME"	320
"3400921921793"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EVOLUGEN"	"COMPRIME"	36
"3400921921915"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EVOLUGEN"	"COMPRIME"	139
"3400921922226"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EVOLUGEN"	"COMPRIME"	20
"3400921922516"	"RIVAROXABAN"	"RIVAROXABAN"	"XARELTO"	"COMPRIME"	101
"3400921922684"	"RIVAROXABAN"	"RIVAROXABAN"	"XARELTO"	"COMPRIME"	4165
"3400921922745"	"RIVAROXABAN"	"RIVAROXABAN"	"XARELTO"	"COMPRIME"	184
"3400921922974"	"RIVAROXABAN"	"RIVAROXABAN"	"XARELTO"	"COMPRIME"	54
"3400921923056"	"RIVAROXABAN"	"RIVAROXABAN"	"XARELTO"	"COMPRIME"	8096
"3400921923285"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM ACTAVIS"	"COMPRIME"	6
"3400921923346"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM ACTAVIS"	"COMPRIME"	13
"3400921924527"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN EG"	"COMPRIME"	54
"3400921924695"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN EG"	"COMPRIME"	17
"3400921924756"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN EG"	"COMPRIME"	32
"3400921924817"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN EG"	"COMPRIME"	20
"3400921924985"	"TELAPREVIR"	"TELAPREVIR"	"INCIVO"	"COMPRIME"	18
"3400921925647"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM SANDOZ"	"COMPRIME"	68
"3400921926767"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM SANDOZ"	"COMPRIME"	311
"3400921927719"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM SANDOZ"	"COMPRIME"	16
"3400921927948"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE PHR"	"GELULE"	7
"3400921928020"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE PHR"	"GELULE"	140
"3400921928198"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE PHR"	"GELULE"	11
"3400921928259"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE PHR"	"GELULE"	10
"3400921928310"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE PHR"	"GELULE"	202
"3400921931211"	"URSODESOXYCHOLIQUE ACIDE"	"URSODESOXYCHOLIQUE ACIDE"	"DELURSAN"	"COMPRIME"	1393
"3400921937534"	"LATANOPROST"	"LATANOPROST"	"LATANOPROST SANDOZ"	"COLLYRE"	789
"3400921937763"	"LATANOPROST"	"LATANOPROST"	"LATANOPROST SANDOZ"	"COLLYRE"	281
"3400921938074"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS"	"COMPRIME"	9
"3400921938364"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS"	"COMPRIME"	4
"3400921938593"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS"	"COMPRIME"	4
"3400921938715"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS"	"COMPRIME"	1
"3400921938883"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE PHR LAB"	"COMPRIME"	34
"3400921938944"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE PHR LAB"	"COMPRIME"	2
"3400921939255"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM SANDOZ"	"SOLUTION"	13
"3400921939484"	"CARBOXYMALTOSE FERRIQUE"	"CARBOXYMALTOSE FERRIQUE"	"FERINJECT"	"SOLUTION"	82
"3400921939545"	"FAMPRIDINE"	"FAMPRIDINE"	"FAMPYRA"	"COMPRIME"	184
"3400921939606"	"FAMPRIDINE"	"FAMPRIDINE"	"FAMPYRA"	"COMPRIME"	527
"3400921941784"	"PARACETAMOL"	"PARACETAMOL"	"PARACETAMOL TEVA"	"GELULE"	221
"3400921942156"	"PARACETAMOL"	"PARACETAMOL"	"PARACETAMOL CRISTERS"	"GELULE"	178
"3400921943856"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	49
"3400921944167"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	3
"3400921944457"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE BIOGARAN"	"GELULE"	25
"3400921944747"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE BIOGARAN"	"GELULE"	83
"3400921945058"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE BIOGARAN"	"GELULE"	52
"3400921945409"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE BIOGARAN"	"GELULE"	5
"3400921946697"	"ETRAVIRINE"	"ETRAVIRINE"	"INTELENCE"	"COMPRIME"	406
"3400921947298"	"RILPIVIRINE"	"RILPIVIRINE"	"EDURANT"	"COMPRIME"	110
"3400921947359"	"EMTRICITABINE, TENOFOVIR DISOPROXIL, RILPIVIRINE"	"EMTRICITABINE, TENOFOVIR DISOPROXIL ET RILPIVIRINE"	"EVIPLERA"	"COMPRIME"	902
"3400921957754"	"BICALUTAMIDE"	"BICALUTAMIDE"	"BICALUTAMIDE ZYDUS"	"COMPRIME"	7
"3400921959536"	"TIMOLOL + DORZOLAMIDE"	"TIMOLOL EN ASSOCIATION"	"DORZOLAMIDE/TIMOLOL EG"	"COLLYRE"	74
"3400921960136"	"ALLOPURINOL"	"ALLOPURINOL"	"ALLOPURINOL ISOMED"	"COMPRIME"	121
"3400921960594"	"ALLOPURINOL"	"ALLOPURINOL"	"ALLOPURINOL ISOMED"	""	147
"3400921960716"	"ALLOPURINOL"	"ALLOPURINOL"	"ALLOPURINOL ISOMED"	""	55
"3400921961256"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE EG"	"COMPRIME"	251
"3400921962086"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL ACTAVIS"	"COMPRIME"	5
"3400921963038"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL ACTAVIS"	"COMPRIME"	16
"3400921963908"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL EVOLUGEN"	"COMPRIME"	16
"3400921964509"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL EVOLUGEN"	"COMPRIME"	36
"3400921965919"	"LAMOTRIGINE"	"LAMOTRIGINE"	"LAMOTRIGINE ARROW LAB"	"COMPRIME"	5
"3400921967920"	"LAMOTRIGINE"	"LAMOTRIGINE"	"LAMOTRIGINE ARROW LAB"	"COMPRIME"	5
"3400921968170"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS"	"COMPRIME"	3
"3400921968521"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS"	"COMPRIME"	1
"3400921971361"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ZENTIVA LAB"	"GELULE"	44
"3400921971590"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ZENTIVA LAB"	"GELULE"	85
"3400921971880"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ZENTIVA LAB"	"GELULE"	8
"3400921972542"	"RIZATRIPTAN"	"RIZATRIPTAN"	"RIZATRIPTAN MYLAN"	"COMPRIME"	12
"3400921972603"	"RIZATRIPTAN"	"RIZATRIPTAN"	"RIZATRIPTAN MYLAN"	"COMPRIME"	67
"3400921974492"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN MYLAN"	"COMPRIME"	200
"3400921974782"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN MYLAN"	"COMPRIME"	1206
"3400921975673"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW"	"COMPRIME"	92
"3400921976045"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW"	"COMPRIME"	49
"3400921977516"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN"	"COMPRIME"	262
"3400921977806"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN"	"COMPRIME"	89
"3400921980936"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN"	"COMPRIME"	15
"3400921981247"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN"	"COMPRIME"	3
"3400921982596"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN MYLAN"	"COMPRIME"	63
"3400921982657"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN MYLAN"	"COMPRIME"	454
"3400921992304"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ISOMED"	"COMPRIME"	7
"3400921992823"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ISOMED"	"COMPRIME"	137
"3400921993653"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ISOMED"	"COMPRIME"	10
"3400921994025"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE ISOMED"	"COMPRIME"	183
"3400921994773"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE PHR LAB"	"COMPRIME"	31
"3400921995954"	"RABEPRAZOLE"	"RABEPRAZOLE"	"RABEPRAZOLE PHR LAB"	"COMPRIME"	78
"3400922007892"	"METFORMINE ET SAXAGLIPTINE"	"METFORMINE ET SAXAGLIPTINE"	"KOMBOGLYZE"	"COMPRIME"	1806
"3400922008844"	"RILUZOLE"	"RILUZOLE"	"RILUZOLE MYLAN"	"COMPRIME"	26
"3400922009964"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE BIOGARAN"	"GELULE"	180
"3400922010106"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ARROW"	"GELULE"	58
"3400922010625"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ZYDUS"	"GELULE"	1
"3400922011165"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE BIOGARAN"	"GELULE"	381
"3400922011684"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ZYDUS"	"GELULE"	5
"3400922011806"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ARROW"	"GELULE"	92
"3400922012865"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ARROW"	"GELULE"	8
"3400922013527"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE ZYDUS"	"GELULE"	1
"3400922013985"	"GALANTAMINE"	"GALANTAMINE"	"GALANTAMINE BIOGARAN"	"GELULE"	167
"3400922015767"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	146
"3400922016078"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	25
"3400922016887"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	328
"3400922017198"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	100
"3400922018720"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	255
"3400922019031"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	83
"3400922020389"	"CANDESARTAN"	"CANDESARTAN"	"CANDESARTAN EG"	"COMPRIME"	54
"3400922026473"	"LEVOFLOXACINE"	"LEVOFLOXACINE"	"LEVOFLOXACINE ISOMED"	"COMPRIME"	11
"3400922028484"	"ELECTROLYTES"	"ELECTROLYTES"	"PHOCYTAN"	"SOLUTION"	69
"3400922030616"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM ARROW"	"COMPRIME"	110
"3400922031217"	"LEVETIRACETAM"	"LEVETIRACETAM"	"LEVETIRACETAM ARROW"	"COMPRIME"	9
"3400922031965"	"NICOTINE"	"NICOTINE"	"NICOPASS"	"PASTILLE"	18
"3400922032108"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE SANDOZ"	"COMPRIME"	69
"3400922032337"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE SANDOZ"	"COMPRIME"	60
"3400922033167"	"CITALOPRAM"	"CITALOPRAM"	"CITALOPRAM BIOGARAN"	"COMPRIME"	2750
"3400922033747"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ZYDUS"	"GELULE"	52
"3400922033808"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ZYDUS"	"GELULE"	121
"3400922033976"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ZYDUS"	"GELULE"	1195
"3400922034287"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ZYDUS"	"GELULE"	101
"3400922034348"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ZYDUS"	"GELULE"	1255
"3400922035987"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE CRISTERS"	"GELULE"	113
"3400922036069"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE CRISTERS"	"GELULE"	974
"3400922036298"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE CRISTERS"	"GELULE"	62
"3400922036359"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE CRISTERS"	"GELULE"	911
"3400922037240"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ACTAVIS"	"GELULE"	3
"3400922037301"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ACTAVIS"	""	15
"3400922037479"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ACTAVIS"	"GELULE"	93
"3400922037530"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ACTAVIS"	""	5
"3400922037769"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ACTAVIS"	"GELULE"	119
"3400922037820"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE ACTAVIS"	"GELULE"	7
"3400922042381"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL SANDOZ"	"COMPRIME"	13
"3400922043272"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL SANDOZ"	"COMPRIME"	15
"3400922050195"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY"	"COMPRIME"	12
"3400922050775"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY"	"COMPRIME"	4
"3400922054629"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY"	"COMPRIME"	15
"3400922055398"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY"	"COMPRIME"	3
"3400922056050"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY"	"COMPRIME"	15
"3400922056630"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY"	"COMPRIME"	12
"3400922060941"	"MONTELUKAST"	"MONTELUKAST"	"MONTELUKAST RANBAXY"	"COMPRIME"	297
"3400922061313"	"MONTELUKAST"	"MONTELUKAST"	"MONTELUKAST RANBAXY"	"COMPRIME"	66
"3400922062723"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	25
"3400922063034"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	5
"3400922063492"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	21
"3400922063782"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	9
"3400922064093"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	51
"3400922064444"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	13
"3400922065274"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	50
"3400922065625"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EVOLUGEN"	"COMPRIME"	11
"3400922069067"	"OSELTAMIVIR"	"OSELTAMIVIR"	"TAMIFLU"	"POUDRE"	95
"3400922069128"	"RUFINAMIDE"	"RUFINAMIDE"	"INOVELON"	"SUSPENSION"	3
"3400922082363"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE RATIOPHARM"	"COMPRIME"	3
"3400922082592"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE RATIOPHARM"	"COMPRIME"	9
"3400922083544"	"MOXIFLOXACINE"	"MOXIFLOXACINE"	"MOXIFLOXACINE SANDOZ"	"COMPRIME"	18
"3400922083605"	"MOXIFLOXACINE"	"MOXIFLOXACINE"	"MOXIFLOXACINE SANDOZ"	"COMPRIME"	56
"3400922084893"	"LEFLUNOMIDE"	"LEFLUNOMIDE"	"LEFLUNOMIDE MYLAN"	"COMPRIME"	46
"3400922085265"	"LEFLUNOMIDE"	"LEFLUNOMIDE"	"LEFLUNOMIDE MYLAN"	"COMPRIME"	133
"3400922085845"	"MIRTAZAPINE"	"MIRTAZAPINE"	"MIRTAZAPINE ZYDUS"	"COMPRIME"	126
"3400922086385"	"MILNACIPRAN"	"MILNACIPRAN"	"MILNACIPRAN BIOGARAN"	"GELULE"	44
"3400922086736"	"ACETYLLEUCINE"	"ACETYLLEUCINE"	"ACETYLLEUCINE TEVA"	"COMPRIME"	2556
"3400922086965"	"METFORMINE"	"METFORMINE"	"MELDASPIN Gé"	"COMPRIME"	493
"3400922087566"	"VEMURAFENIB"	"VEMURAFENIB"	"ZELBORAF"	"COMPRIME"	50
"3400922090009"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA"	"COMPRIME"	460
"3400922090467"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA"	"COMPRIME"	199
"3400922090818"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA"	"COMPRIME"	1320
"3400922091129"	"CANDESARTAN + HYDROCHLOROTHIAZIDE"	"CANDESARTAN ET DIURETIQUES"	"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA"	"COMPRIME"	424
"3400922091297"	"TIMOLOL + DORZOLAMIDE"	"TIMOLOL EN ASSOCIATION"	"DORZOLAMIDE/TIMOLOL BIOGARAN"	"COLLYRE"	436
"3400922092829"	"BUDESONIDE"	"BUDESONIDE"	"BUDESONIDE MYLAN"	"SUSPENSION"	185
"3400922092997"	"BUDESONIDE"	"BUDESONIDE"	"BUDESONIDE MYLAN"	"SUSPENSION"	572
"3400922094311"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE ACTAVIS"	"COMPRIME"	6
"3400922094489"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE ACTAVIS"	"COMPRIME"	1652
"3400922095950"	"TRAMADOL + PARACETAMOL"	"TRAMADOL EN ASSOCIATION"	"TRAMADOL/PARACETAMOL EG"	"COMPRIME"	987
