code	termino	synonyme	"synonyme"
DB00535	drugbank	Cefdinir	"cefdinir"
DB00536	drugbank	Guanidine	"guanidine"
DB00537	drugbank	Ciprofloxacin	"ciprofloxacin"
DB00538	drugbank	Gadoversetamide	"gadoversetamide"
DB00539	drugbank	Toremifene	"toremifene"
DB00540	drugbank	Nortriptyline	"nortriptyline"
DB00541	drugbank	Vincristine	"vincristine"
DB00542	drugbank	Benazepril	"benazepril"
DB00543	drugbank	Amoxapine	"amoxapine"
DB00544	drugbank	Fluorouracil	"fluorouracil"
DB00545	drugbank	Pyridostigmine	"pyridostigmine"
DB00546	drugbank	Adinazolam	"adinazolam"
DB00547	drugbank	Desoximetasone	"desoximetasone"
DB00548	drugbank	Azelaic Acid	"azelaic acid"
DB00549	drugbank	Zafirlukast	"zafirlukast"
DB00550	drugbank	Propylthiouracil	"propylthiouracil"
DB00551	drugbank	Acetohydroxamic Acid	"acetohydroxamic acid"
DB00552	drugbank	Pentostatin	"pentostatin"
DB00553	drugbank	Methoxsalen	"methoxsalen"
DB00554	drugbank	Piroxicam	"piroxicam"
DB00555	drugbank	Lamotrigine	"lamotrigine"
DB00556	drugbank	Perflutren	"perflutren"
DB00557	drugbank	Hydroxyzine	"hydroxyzine"
DB00558	drugbank	Zanamivir	"zanamivir"
DB00559	drugbank	Bosentan	"bosentan"
DB00560	drugbank	Tigecycline	"tigecycline"
DB00561	drugbank	Doxapram	"doxapram"
DB00562	drugbank	Benzthiazide	"benzthiazide"
DB00563	drugbank	Methotrexate	"methotrexate"
DB00564	drugbank	Carbamazepine	"carbamazepine"
DB00565	drugbank	Cisatracurium besylate	"cisatracurium besylate"
DB00566	drugbank	Succimer	"succimer"
DB00567	drugbank	Cephalexin	"cephalexin"
DB00568	drugbank	Cinnarizine	"cinnarizine"
DB00569	drugbank	Fondaparinux sodium	"fondaparinux sodium"
DB00570	drugbank	Vinblastine	"vinblastine"
DB00571	drugbank	Propranolol	"propranolol"
DB00572	drugbank	Atropine	"atropine"
DB00573	drugbank	Fenoprofen	"fenoprofen"
DB00574	drugbank	Fenfluramine	"fenfluramine"
DB00575	drugbank	Clonidine	"clonidine"
DB00576	drugbank	Sulfamethizole	"sulfamethizole"
DB00577	drugbank	Valaciclovir	"valaciclovir"
DB00578	drugbank	Carbenicillin	"carbenicillin"
DB00579	drugbank	Mazindol	"mazindol"
DB00580	drugbank	Valdecoxib	"valdecoxib"
DB00581	drugbank	Lactulose	"lactulose"
DB00582	drugbank	Voriconazole	"voriconazole"
DB00583	drugbank	L-Carnitine	"l carnitine"
DB00584	drugbank	Enalapril	"enalapril"
DB00585	drugbank	Nizatidine	"nizatidine"
DB00586	drugbank	Diclofenac	"diclofenac"
DB00587	drugbank	Cinalukast	"cinalukast"
DB00588	drugbank	Fluticasone Propionate	"fluticasone propionate"
DB00589	drugbank	Lisuride	"lisuride"
DB00590	drugbank	Doxazosin	"doxazosin"
DB00591	drugbank	Fluocinolone Acetonide	"fluocinolone acetonide"
DB00592	drugbank	Piperazine	"piperazine"
DB00593	drugbank	Ethosuximide	"ethosuximide"
DB00594	drugbank	Amiloride	"amiloride"
DB00595	drugbank	Oxytetracycline	"oxytetracycline"
DB00596	drugbank	Ulobetasol	"ulobetasol"
DB00597	drugbank	Gadoteridol	"gadoteridol"
DB00598	drugbank	Labetalol	"labetalol"
DB00599	drugbank	Thiopental	"thiopental"
DB00600	drugbank	Monobenzone	"monobenzone"
DB00601	drugbank	Linezolid	"linezolid"
DB00602	drugbank	Ivermectin	"ivermectin"
DB00603	drugbank	Medroxyprogesterone acetate	"medroxyprogesterone acetate"
DB00604	drugbank	Cisapride	"cisapride"
DB00605	drugbank	Sulindac	"sulindac"
DB00606	drugbank	Cyclothiazide	"cyclothiazide"
DB00607	drugbank	Nafcillin	"nafcillin"
DB00608	drugbank	Chloroquine	"chloroquine"
DB00609	drugbank	Ethionamide	"ethionamide"
DB00610	drugbank	Metaraminol	"metaraminol"
DB00611	drugbank	Butorphanol	"butorphanol"
DB00612	drugbank	Bisoprolol	"bisoprolol"
DB00613	drugbank	Amodiaquine	"amodiaquine"
DB00614	drugbank	Furazolidone	"furazolidone"
DB00615	drugbank	Rifabutin	"rifabutin"
DB00616	drugbank	Candoxatril	"candoxatril"
DB00617	drugbank	Paramethadione	"paramethadione"
DB00618	drugbank	Demeclocycline	"demeclocycline"
DB00619	drugbank	Imatinib	"imatinib"
DB00620	drugbank	Triamcinolone	"triamcinolone"
DB00621	drugbank	Oxandrolone	"oxandrolone"
DB00622	drugbank	Nicardipine	"nicardipine"
DB00623	drugbank	Fluphenazine	"fluphenazine"
DB00624	drugbank	Testosterone	"testosterone"
DB00625	drugbank	Efavirenz	"efavirenz"
DB00626	drugbank	Bacitracin	"bacitracin"
DB00627	drugbank	Niacin	"niacin"
DB00628	drugbank	Clorazepate	"clorazepate"
DB00629	drugbank	Guanabenz	"guanabenz"
DB00630	drugbank	Alendronic acid	"alendronic acid"
DB00631	drugbank	Clofarabine	"clofarabine"
DB00632	drugbank	Docosanol	"docosanol"
DB00633	drugbank	Dexmedetomidine	"dexmedetomidine"
DB00634	drugbank	Sulfacetamide	"sulfacetamide"
DB00635	drugbank	Prednisone	"prednisone"
DB00636	drugbank	Clofibrate	"clofibrate"
DB00637	drugbank	Astemizole	"astemizole"
DB00638	drugbank	Inulin	"inulin"
DB00639	drugbank	Butoconazole	"butoconazole"
DB00640	drugbank	Adenosine	"adenosine"
DB00641	drugbank	Simvastatin	"simvastatin"
DB00642	drugbank	Pemetrexed	"pemetrexed"
DB00643	drugbank	Mebendazole	"mebendazole"
DB00644	drugbank	Gonadorelin	"gonadorelin"
DB00645	drugbank	Dyclonine	"dyclonine"
DB00646	drugbank	Nystatin	"nystatin"
DB00647	drugbank	Dextropropoxyphene	"dextropropoxyphene"
DB00648	drugbank	Mitotane	"mitotane"
DB00649	drugbank	Stavudine	"stavudine"
DB00650	drugbank	Leucovorin	"leucovorin"
DB00651	drugbank	Dyphylline	"dyphylline"
DB00652	drugbank	Pentazocine	"pentazocine"
DB00653	drugbank	Magnesium Sulfate	"magnesium sulfate"
DB00654	drugbank	Latanoprost	"latanoprost"
DB00655	drugbank	Estrone	"estrone"
DB00656	drugbank	Trazodone	"trazodone"
DB00657	drugbank	Mecamylamine	"mecamylamine"
DB00658	drugbank	Sevelamer	"sevelamer"
DB00659	drugbank	Acamprosate	"acamprosate"
DB00660	drugbank	Metaxalone	"metaxalone"
DB00661	drugbank	Verapamil	"verapamil"
DB00662	drugbank	Trimethobenzamide	"trimethobenzamide"
DB00663	drugbank	Flumethasone	"flumethasone"
DB00664	drugbank	Sulfametopyrazine	"sulfametopyrazine"
DB00665	drugbank	Nilutamide	"nilutamide"
DB00666	drugbank	Nafarelin	"nafarelin"
DB00667	drugbank	Histamine Phosphate	"histamine phosphate"
DB00668	drugbank	Epinephrine	"epinephrine"
DB00669	drugbank	Sumatriptan	"sumatriptan"
DB00670	drugbank	Pirenzepine	"pirenzepine"
DB00671	drugbank	Cefixime	"cefixime"
DB00672	drugbank	Chlorpropamide	"chlorpropamide"
DB00673	drugbank	Aprepitant	"aprepitant"
DB00674	drugbank	Galantamine	"galantamine"
DB00675	drugbank	Tamoxifen	"tamoxifen"
DB00676	drugbank	Benzyl Benzoate	"benzyl benzoate"
DB00677	drugbank	Isoflurophate	"isoflurophate"
DB00678	drugbank	Losartan	"losartan"
DB00679	drugbank	Thioridazine	"thioridazine"
DB00680	drugbank	Moricizine	"moricizine"
DB00681	drugbank	Amphotericin B	"amphotericin b"
DB00682	drugbank	Warfarin	"warfarin"
DB00683	drugbank	Midazolam	"midazolam"
DB00684	drugbank	Tobramycin	"tobramycin"
DB00685	drugbank	Trovafloxacin	"trovafloxacin"
DB00686	drugbank	Pentosan Polysulfate	"pentosan polysulfate"
DB00687	drugbank	Fludrocortisone	"fludrocortisone"
DB00688	drugbank	Mycophenolate mofetil	"mycophenolate mofetil"
DB00689	drugbank	Cephaloglycin	"cephaloglycin"
DB00690	drugbank	Flurazepam	"flurazepam"
DB00691	drugbank	Moexipril	"moexipril"
DB00692	drugbank	Phentolamine	"phentolamine"
DB00693	drugbank	Fluorescein	"fluorescein"
DB00694	drugbank	Daunorubicin	"daunorubicin"
DB00695	drugbank	Furosemide	"furosemide"
DB00696	drugbank	Ergotamine	"ergotamine"
DB00697	drugbank	Tizanidine	"tizanidine"
DB00698	drugbank	Nitrofurantoin	"nitrofurantoin"
DB00699	drugbank	Nicergoline	"nicergoline"
DB00700	drugbank	Eplerenone	"eplerenone"
DB00701	drugbank	Amprenavir	"amprenavir"
DB00702	drugbank	Icodextrin	"icodextrin"
DB00703	drugbank	Methazolamide	"methazolamide"
DB00704	drugbank	Naltrexone	"naltrexone"
DB00705	drugbank	Delavirdine	"delavirdine"
DB00706	drugbank	Tamsulosin	"tamsulosin"
DB00707	drugbank	Porfimer	"porfimer"
DB00708	drugbank	Sufentanil	"sufentanil"
DB00709	drugbank	Lamivudine	"lamivudine"
DB00710	drugbank	Ibandronate	"ibandronate"
DB00711	drugbank	Diethylcarbamazine	"diethylcarbamazine"
DB00712	drugbank	Flurbiprofen	"flurbiprofen"
DB00713	drugbank	Oxacillin	"oxacillin"
DB00714	drugbank	Apomorphine	"apomorphine"
DB00715	drugbank	Paroxetine	"paroxetine"
DB00716	drugbank	Nedocromil	"nedocromil"
DB00717	drugbank	Norethisterone	"norethisterone"
DB00718	drugbank	Adefovir Dipivoxil	"adefovir dipivoxil"
DB00719	drugbank	Azatadine	"azatadine"
DB00720	drugbank	Clodronate	"clodronate"
DB00721	drugbank	Procaine	"procaine"
DB00722	drugbank	Lisinopril	"lisinopril"
DB00723	drugbank	Methoxamine	"methoxamine"
DB00724	drugbank	Imiquimod	"imiquimod"
DB00725	drugbank	Homatropine Methylbromide	"homatropine methylbromide"
DB00726	drugbank	Trimipramine	"trimipramine"
DB00727	drugbank	Nitroglycerin	"nitroglycerin"
DB00728	drugbank	Rocuronium	"rocuronium"
DB00729	drugbank	Diphemanil Methylsulfate	"diphemanil methylsulfate"
DB00730	drugbank	Thiabendazole	"thiabendazole"
DB00731	drugbank	Nateglinide	"nateglinide"
DB00732	drugbank	Atracurium besylate	"atracurium besylate"
DB00733	drugbank	Pralidoxime	"pralidoxime"
DB00734	drugbank	Risperidone	"risperidone"
DB00735	drugbank	Naftifine	"naftifine"
DB00736	drugbank	Esomeprazole	"esomeprazole"
DB00737	drugbank	Meclizine	"meclizine"
DB00738	drugbank	Pentamidine	"pentamidine"
DB00739	drugbank	Hetacillin	"hetacillin"
DB00740	drugbank	Riluzole	"riluzole"
DB00741	drugbank	Hydrocortisone	"hydrocortisone"
DB00742	drugbank	Mannitol	"mannitol"
DB00743	drugbank	Gadobenic acid	"gadobenic acid"
DB00744	drugbank	Zileuton	"zileuton"
DB00745	drugbank	Modafinil	"modafinil"
DB00746	drugbank	Deferoxamine	"deferoxamine"
DB00747	drugbank	Scopolamine	"scopolamine"
DB00748	drugbank	Carbinoxamine	"carbinoxamine"
DB00749	drugbank	Etodolac	"etodolac"
DB00750	drugbank	Prilocaine	"prilocaine"
DB00751	drugbank	Epinastine	"epinastine"
DB00752	drugbank	Tranylcypromine	"tranylcypromine"
DB00753	drugbank	Isoflurane	"isoflurane"
DB00754	drugbank	Ethotoin	"ethotoin"
DB00755	drugbank	Tretinoin	"tretinoin"
DB00756	drugbank	Hexachlorophene	"hexachlorophene"
DB00757	drugbank	Dolasetron	"dolasetron"
DB00758	drugbank	Clopidogrel	"clopidogrel"
DB00759	drugbank	Tetracycline	"tetracycline"
DB00760	drugbank	Meropenem	"meropenem"
DB00761	drugbank	Potassium Chloride	"potassium chloride"
DB00762	drugbank	Irinotecan	"irinotecan"
DB00763	drugbank	Methimazole	"methimazole"
DB00764	drugbank	Mometasone	"mometasone"
DB00765	drugbank	Metyrosine	"metyrosine"
DB00766	drugbank	Clavulanate	"clavulanate"
DB00767	drugbank	Benzquinamide	"benzquinamide"
DB00768	drugbank	Olopatadine	"olopatadine"
DB00769	drugbank	Hydrocortamate	"hydrocortamate"
DB00770	drugbank	Alprostadil	"alprostadil"
DB00771	drugbank	Clidinium	"clidinium"
DB00772	drugbank	Malathion	"malathion"
DB00773	drugbank	Etoposide	"etoposide"
DB00774	drugbank	Hydroflumethiazide	"hydroflumethiazide"
DB00775	drugbank	Tirofiban	"tirofiban"
DB00776	drugbank	Oxcarbazepine	"oxcarbazepine"
DB00777	drugbank	Propiomazine	"propiomazine"
DB00778	drugbank	Roxithromycin	"roxithromycin"
DB00779	drugbank	Nalidixic Acid	"nalidixic acid"
DB00780	drugbank	Phenelzine	"phenelzine"
DB00781	drugbank	Polymyxin B Sulfate	"polymyxin b sulfate"
DB00782	drugbank	Propantheline	"propantheline"
DB00783	drugbank	Estradiol	"estradiol"
DB00784	drugbank	Mefenamic acid	"mefenamic acid"
DB00785	drugbank	Cryptenamine	"cryptenamine"
DB00786	drugbank	Marimastat	"marimastat"
DB00787	drugbank	Aciclovir	"aciclovir"
DB00788	drugbank	Naproxen	"naproxen"
DB00789	drugbank	Gadopentetate dimeglumine	"gadopentetate dimeglumine"
DB00790	drugbank	Perindopril	"perindopril"
DB00791	drugbank	Uracil mustard	"uracil mustard"
DB00792	drugbank	Tripelennamine	"tripelennamine"
DB00793	drugbank	Haloprogin	"haloprogin"
DB00794	drugbank	Primidone	"primidone"
DB00795	drugbank	Sulfasalazine	"sulfasalazine"
DB00796	drugbank	Candesartan	"candesartan"
DB00797	drugbank	Tolazoline	"tolazoline"
DB00798	drugbank	Gentamicin	"gentamicin"
DB00799	drugbank	Tazarotene	"tazarotene"
DB00800	drugbank	Fenoldopam	"fenoldopam"
DB00801	drugbank	Halazepam	"halazepam"
DB00802	drugbank	Alfentanil	"alfentanil"
DB00803	drugbank	Colistin	"colistin"
DB00804	drugbank	Dicyclomine	"dicyclomine"
DB00805	drugbank	Minaprine	"minaprine"
DB00806	drugbank	Pentoxifylline	"pentoxifylline"
DB00807	drugbank	Proparacaine	"proparacaine"
DB00808	drugbank	Indapamide	"indapamide"
DB00809	drugbank	Tropicamide	"tropicamide"
DB00810	drugbank	Biperiden	"biperiden"
DB00811	drugbank	Ribavirin	"ribavirin"
DB00812	drugbank	Phenylbutazone	"phenylbutazone"
DB00813	drugbank	Fentanyl	"fentanyl"
DB00814	drugbank	Meloxicam	"meloxicam"
DB00815	drugbank	Sodium lauryl sulfate	"sodium lauryl sulfate"
DB00816	drugbank	Orciprenaline	"orciprenaline"
DB00817	drugbank	Rosoxacin	"rosoxacin"
DB00818	drugbank	Propofol	"propofol"
DB00819	drugbank	Acetazolamide	"acetazolamide"
DB00820	drugbank	Tadalafil	"tadalafil"
DB00821	drugbank	Carprofen	"carprofen"
DB00822	drugbank	Disulfiram	"disulfiram"
DB00823	drugbank	Ethynodiol diacetate	"ethynodiol diacetate"
DB00824	drugbank	Enprofylline	"enprofylline"
DB00825	drugbank	Menthol	"menthol"
DB00826	drugbank	Natamycin	"natamycin"
DB00827	drugbank	Cinoxacin	"cinoxacin"
DB00828	drugbank	Fosfomycin	"fosfomycin"
DB00829	drugbank	Diazepam	"diazepam"
DB00830	drugbank	Phenmetrazine	"phenmetrazine"
DB00831	drugbank	Trifluoperazine	"trifluoperazine"
DB00832	drugbank	Phensuximide	"phensuximide"
DB00833	drugbank	Cefaclor	"cefaclor"
DB00834	drugbank	Mifepristone	"mifepristone"
DB00835	drugbank	Brompheniramine	"brompheniramine"
DB00836	drugbank	Loperamide	"loperamide"
DB00837	drugbank	Progabide	"progabide"
DB00838	drugbank	Clocortolone	"clocortolone"
DB00839	drugbank	Tolazamide	"tolazamide"
DB00840	drugbank	Hydroxypropyl cellulose	"hydroxypropyl cellulose"
DB00841	drugbank	Dobutamine	"dobutamine"
DB00842	drugbank	Oxazepam	"oxazepam"
DB00843	drugbank	Donepezil	"donepezil"
DB00844	drugbank	Nalbuphine	"nalbuphine"
DB00845	drugbank	Clofazimine	"clofazimine"
DB00846	drugbank	Flurandrenolide	"flurandrenolide"
DB00847	drugbank	Cysteamine	"cysteamine"
DB00848	drugbank	Levamisole	"levamisole"
DB00849	drugbank	Methylphenobarbital	"methylphenobarbital"
DB00850	drugbank	Perphenazine	"perphenazine"
DB00851	drugbank	Dacarbazine	"dacarbazine"
DB00852	drugbank	Pseudoephedrine	"pseudoephedrine"
DB00853	drugbank	Temozolomide	"temozolomide"
DB00854	drugbank	Levorphanol	"levorphanol"
DB00855	drugbank	Aminolevulinic acid	"aminolevulinic acid"
DB00856	drugbank	Chlorphenesin	"chlorphenesin"
DB00857	drugbank	Terbinafine	"terbinafine"
DB00858	drugbank	Drostanolone	"drostanolone"
DB00859	drugbank	Penicillamine	"penicillamine"
DB00860	drugbank	Prednisolone	"prednisolone"
DB00861	drugbank	Diflunisal	"diflunisal"
DB00862	drugbank	Vardenafil	"vardenafil"
DB00863	drugbank	Ranitidine	"ranitidine"
DB00864	drugbank	Tacrolimus	"tacrolimus"
DB00865	drugbank	Benzphetamine	"benzphetamine"
DB00866	drugbank	Alprenolol	"alprenolol"
DB00867	drugbank	Ritodrine	"ritodrine"
DB00868	drugbank	Benzonatate	"benzonatate"
DB00869	drugbank	Dorzolamide	"dorzolamide"
DB00870	drugbank	Suprofen	"suprofen"
DB00871	drugbank	Terbutaline	"terbutaline"
DB00872	drugbank	Conivaptan	"conivaptan"
DB00873	drugbank	Loteprednol	"loteprednol"
DB00874	drugbank	Guaifenesin	"guaifenesin"
DB00875	drugbank	Flupentixol	"flupentixol"
DB00876	drugbank	Eprosartan	"eprosartan"
DB00877	drugbank	Sirolimus	"sirolimus"
DB00878	drugbank	Chlorhexidine	"chlorhexidine"
DB00879	drugbank	Emtricitabine	"emtricitabine"
DB00880	drugbank	Chlorothiazide	"chlorothiazide"
DB00881	drugbank	Quinapril	"quinapril"
DB00882	drugbank	Clomifene	"clomifene"
DB00883	drugbank	Isosorbide Dinitrate	"isosorbide dinitrate"
DB00884	drugbank	Risedronate	"risedronate"
DB00885	drugbank	Pemirolast	"pemirolast"
DB00886	drugbank	Omapatrilat	"omapatrilat"
DB00887	drugbank	Bumetanide	"bumetanide"
DB00888	drugbank	Mechlorethamine	"mechlorethamine"
DB00889	drugbank	Granisetron	"granisetron"
DB00890	drugbank	Dienestrol	"dienestrol"
DB00891	drugbank	Sulfapyridine	"sulfapyridine"
DB00892	drugbank	Oxybuprocaine	"oxybuprocaine"
DB00893	drugbank	Iron Dextran	"iron dextran"
DB00894	drugbank	Testolactone	"testolactone"
DB00895	drugbank	Benzylpenicilloyl Polylysine	"benzylpenicilloyl polylysine"
DB00896	drugbank	Rimexolone	"rimexolone"
DB00897	drugbank	Triazolam	"triazolam"
DB00898	drugbank	Ethanol	"ethanol"
DB00899	drugbank	Remifentanil	"remifentanil"
DB00900	drugbank	Didanosine	"didanosine"
DB00901	drugbank	Bitolterol	"bitolterol"
DB00902	drugbank	Methdilazine	"methdilazine"
DB00903	drugbank	Etacrynic acid	"etacrynic acid"
DB00904	drugbank	Ondansetron	"ondansetron"
DB00905	drugbank	Bimatoprost	"bimatoprost"
DB00906	drugbank	Tiagabine	"tiagabine"
DB00907	drugbank	Cocaine	"cocaine"
DB00908	drugbank	Quinidine	"quinidine"
DB00909	drugbank	Zonisamide	"zonisamide"
DB00910	drugbank	Paricalcitol	"paricalcitol"
DB00911	drugbank	Tinidazole	"tinidazole"
DB00912	drugbank	Repaglinide	"repaglinide"
DB00913	drugbank	Anileridine	"anileridine"
DB00914	drugbank	Phenformin	"phenformin"
DB00915	drugbank	Amantadine	"amantadine"
DB00916	drugbank	Metronidazole	"metronidazole"
DB00917	drugbank	Dinoprostone	"dinoprostone"
DB00918	drugbank	Almotriptan	"almotriptan"
DB00919	drugbank	Spectinomycin	"spectinomycin"
DB00920	drugbank	Ketotifen	"ketotifen"
DB00921	drugbank	Buprenorphine	"buprenorphine"
DB00922	drugbank	Levosimendan	"levosimendan"
DB00923	drugbank	Ceforanide	"ceforanide"
DB00924	drugbank	Cyclobenzaprine	"cyclobenzaprine"
DB00925	drugbank	Phenoxybenzamine	"phenoxybenzamine"
DB00926	drugbank	Etretinate	"etretinate"
DB00927	drugbank	Famotidine	"famotidine"
DB00928	drugbank	Azacitidine	"azacitidine"
DB00929	drugbank	Misoprostol	"misoprostol"
DB00930	drugbank	Colesevelam	"colesevelam"
DB00931	drugbank	Methacycline	"methacycline"
DB00932	drugbank	Tipranavir	"tipranavir"
DB00933	drugbank	Mesoridazine	"mesoridazine"
DB00934	drugbank	Maprotiline	"maprotiline"
DB00935	drugbank	Oxymetazoline	"oxymetazoline"
DB00936	drugbank	Salicylic acid	"salicylic acid"
DB00937	drugbank	Diethylpropion	"diethylpropion"
DB00938	drugbank	Salmeterol	"salmeterol"
DB00939	drugbank	Meclofenamic acid	"meclofenamic acid"
DB00940	drugbank	Methantheline	"methantheline"
DB00941	drugbank	Hexafluronium	"hexafluronium"
DB00942	drugbank	Cycrimine	"cycrimine"
DB00943	drugbank	Zalcitabine	"zalcitabine"
DB00944	drugbank	Demecarium	"demecarium"
DB00945	drugbank	Acetylsalicylic acid	"acetylsalicylic acid"
DB00946	drugbank	Phenprocoumon	"phenprocoumon"
DB00947	drugbank	Fulvestrant	"fulvestrant"
DB00948	drugbank	Mezlocillin	"mezlocillin"
DB00949	drugbank	Felbamate	"felbamate"
DB00950	drugbank	Fexofenadine	"fexofenadine"
DB00951	drugbank	Isoniazid	"isoniazid"
DB00952	drugbank	Naratriptan	"naratriptan"
DB00953	drugbank	Rizatriptan	"rizatriptan"
DB00954	drugbank	Dirithromycin	"dirithromycin"
DB00955	drugbank	Netilmicin	"netilmicin"
DB00956	drugbank	Hydrocodone	"hydrocodone"
DB00957	drugbank	Norgestimate	"norgestimate"
DB00958	drugbank	Carboplatin	"carboplatin"
DB00959	drugbank	Methylprednisolone	"methylprednisolone"
DB00960	drugbank	Pindolol	"pindolol"
DB00961	drugbank	Mepivacaine	"mepivacaine"
DB00962	drugbank	Zaleplon	"zaleplon"
DB00963	drugbank	Bromfenac	"bromfenac"
DB00964	drugbank	Apraclonidine	"apraclonidine"
DB00965	drugbank	Ethiodized oil	"ethiodized oil"
DB00966	drugbank	Telmisartan	"telmisartan"
DB00967	drugbank	Desloratadine	"desloratadine"
DB00968	drugbank	Methyldopa	"methyldopa"
DB00969	drugbank	Alosetron	"alosetron"
DB00970	drugbank	Dactinomycin	"dactinomycin"
DB00971	drugbank	Selenium Sulfide	"selenium sulfide"
DB00972	drugbank	Azelastine	"azelastine"
DB00973	drugbank	Ezetimibe	"ezetimibe"
DB00974	drugbank	Edetic Acid	"edetic acid"
DB00975	drugbank	Dipyridamole	"dipyridamole"
DB00976	drugbank	Telithromycin	"telithromycin"
DB00977	drugbank	Ethinyl Estradiol	"ethinyl estradiol"
DB00978	drugbank	Lomefloxacin	"lomefloxacin"
DB00979	drugbank	Cyclopentolate	"cyclopentolate"
DB00980	drugbank	Ramelteon	"ramelteon"
DB00981	drugbank	Physostigmine	"physostigmine"
DB00982	drugbank	Isotretinoin	"isotretinoin"
DB00983	drugbank	Formoterol	"formoterol"
DB00984	drugbank	Nandrolone phenpropionate	"nandrolone phenpropionate"
DB00985	drugbank	Dimenhydrinate	"dimenhydrinate"
DB00986	drugbank	Glycopyrronium	"glycopyrronium"
DB00987	drugbank	Cytarabine	"cytarabine"
DB00988	drugbank	Dopamine	"dopamine"
DB00989	drugbank	Rivastigmine	"rivastigmine"
DB00990	drugbank	Exemestane	"exemestane"
DB00991	drugbank	Oxaprozin	"oxaprozin"
DB00992	drugbank	Methyl aminolevulinate	"methyl aminolevulinate"
DB00993	drugbank	Azathioprine	"azathioprine"
DB00994	drugbank	Neomycin	"neomycin"
DB00995	drugbank	Auranofin	"auranofin"
DB00996	drugbank	Gabapentin	"gabapentin"
DB00997	drugbank	Doxorubicin	"doxorubicin"
DB00998	drugbank	Frovatriptan	"frovatriptan"
DB00999	drugbank	Hydrochlorothiazide	"hydrochlorothiazide"
DB01000	drugbank	Cyclacillin	"cyclacillin"
DB01001	drugbank	Salbutamol	"salbutamol"
DB01002	drugbank	Levobupivacaine	"levobupivacaine"
DB01003	drugbank	Cromoglicic acid	"cromoglicic acid"
DB01004	drugbank	Ganciclovir	"ganciclovir"
DB01005	drugbank	Hydroxyurea	"hydroxyurea"
DB01006	drugbank	Letrozole	"letrozole"
DB01007	drugbank	Tioconazole	"tioconazole"
DB01008	drugbank	Busulfan	"busulfan"
DB01009	drugbank	Ketoprofen	"ketoprofen"
DB01010	drugbank	Edrophonium	"edrophonium"
DB01011	drugbank	Metyrapone	"metyrapone"
DB01012	drugbank	Cinacalcet	"cinacalcet"
DB01013	drugbank	Clobetasol propionate	"clobetasol propionate"
DB01014	drugbank	Balsalazide	"balsalazide"
DB01015	drugbank	Sulfamethoxazole	"sulfamethoxazole"
DB01016	drugbank	Glyburide	"glyburide"
DB01017	drugbank	Minocycline	"minocycline"
