code	termino	synonyme
DB00797	drugbank	Tolazoline
DB00798	drugbank	Gentamicin
DB00799	drugbank	Tazarotene
DB00800	drugbank	Fenoldopam
DB00801	drugbank	Halazepam
DB00802	drugbank	Alfentanil
DB00803	drugbank	Colistin
DB00804	drugbank	Dicyclomine
DB00805	drugbank	Minaprine
DB00806	drugbank	Pentoxifylline
DB00807	drugbank	Proparacaine
DB00808	drugbank	Indapamide
DB00809	drugbank	Tropicamide
DB00810	drugbank	Biperiden
DB00811	drugbank	Ribavirin
DB00812	drugbank	Phenylbutazone
DB00813	drugbank	Fentanyl
DB00814	drugbank	Meloxicam
DB00815	drugbank	Sodium lauryl sulfate
DB00816	drugbank	Orciprenaline
DB00817	drugbank	Rosoxacin
DB00818	drugbank	Propofol
DB00819	drugbank	Acetazolamide
DB00820	drugbank	Tadalafil
DB00821	drugbank	Carprofen
DB00822	drugbank	Disulfiram
DB00823	drugbank	Ethynodiol diacetate
DB00824	drugbank	Enprofylline
DB00825	drugbank	Menthol
DB00826	drugbank	Natamycin
DB00827	drugbank	Cinoxacin
DB00828	drugbank	Fosfomycin
DB00829	drugbank	Diazepam
DB00830	drugbank	Phenmetrazine
DB00831	drugbank	Trifluoperazine
DB00832	drugbank	Phensuximide
DB00833	drugbank	Cefaclor
DB00834	drugbank	Mifepristone
DB00835	drugbank	Brompheniramine
DB00836	drugbank	Loperamide
DB00837	drugbank	Progabide
DB00838	drugbank	Clocortolone
DB00839	drugbank	Tolazamide
DB00840	drugbank	Hydroxypropyl cellulose
DB00841	drugbank	Dobutamine
DB00842	drugbank	Oxazepam
DB00843	drugbank	Donepezil
DB00844	drugbank	Nalbuphine
DB00845	drugbank	Clofazimine
DB00846	drugbank	Flurandrenolide
DB00847	drugbank	Cysteamine
DB00848	drugbank	Levamisole
DB00849	drugbank	Methylphenobarbital
DB00850	drugbank	Perphenazine
DB00851	drugbank	Dacarbazine
DB00852	drugbank	Pseudoephedrine
DB00853	drugbank	Temozolomide
DB00854	drugbank	Levorphanol
DB00855	drugbank	Aminolevulinic acid
DB00856	drugbank	Chlorphenesin
DB00857	drugbank	Terbinafine
DB00858	drugbank	Drostanolone
DB00859	drugbank	Penicillamine
DB00860	drugbank	Prednisolone
DB00861	drugbank	Diflunisal
DB00862	drugbank	Vardenafil
DB00863	drugbank	Ranitidine
DB00864	drugbank	Tacrolimus
DB00865	drugbank	Benzphetamine
DB00866	drugbank	Alprenolol
DB00867	drugbank	Ritodrine
DB00868	drugbank	Benzonatate
DB00869	drugbank	Dorzolamide
DB00870	drugbank	Suprofen
DB00871	drugbank	Terbutaline
DB00872	drugbank	Conivaptan
DB00873	drugbank	Loteprednol
DB00874	drugbank	Guaifenesin
DB00875	drugbank	Flupentixol
DB00876	drugbank	Eprosartan
DB00877	drugbank	Sirolimus
DB00878	drugbank	Chlorhexidine
DB00879	drugbank	Emtricitabine
DB00880	drugbank	Chlorothiazide
DB00881	drugbank	Quinapril
DB00882	drugbank	Clomifene
DB00883	drugbank	Isosorbide Dinitrate
DB00884	drugbank	Risedronate
DB00885	drugbank	Pemirolast
DB00886	drugbank	Omapatrilat
DB00887	drugbank	Bumetanide
DB00888	drugbank	Mechlorethamine
DB00889	drugbank	Granisetron
DB00890	drugbank	Dienestrol
DB00891	drugbank	Sulfapyridine
DB00892	drugbank	Oxybuprocaine
DB00893	drugbank	Iron Dextran
DB00894	drugbank	Testolactone
DB00895	drugbank	Benzylpenicilloyl Polylysine
DB00896	drugbank	Rimexolone
DB00897	drugbank	Triazolam
DB00898	drugbank	Ethanol
DB00899	drugbank	Remifentanil
DB00900	drugbank	Didanosine
DB00901	drugbank	Bitolterol
DB00902	drugbank	Methdilazine
DB00903	drugbank	Etacrynic acid
DB00904	drugbank	Ondansetron
DB00905	drugbank	Bimatoprost
DB00906	drugbank	Tiagabine
DB00907	drugbank	Cocaine
DB00908	drugbank	Quinidine
DB00909	drugbank	Zonisamide
DB00910	drugbank	Paricalcitol
DB00911	drugbank	Tinidazole
DB00912	drugbank	Repaglinide
DB00913	drugbank	Anileridine
DB00914	drugbank	Phenformin
DB00915	drugbank	Amantadine
DB00916	drugbank	Metronidazole
DB00917	drugbank	Dinoprostone
DB00918	drugbank	Almotriptan
DB00919	drugbank	Spectinomycin
DB00920	drugbank	Ketotifen
DB00921	drugbank	Buprenorphine
DB00922	drugbank	Levosimendan
DB00923	drugbank	Ceforanide
DB00924	drugbank	Cyclobenzaprine
DB00925	drugbank	Phenoxybenzamine
DB00926	drugbank	Etretinate
DB00927	drugbank	Famotidine
DB00928	drugbank	Azacitidine
DB00929	drugbank	Misoprostol
DB00930	drugbank	Colesevelam
DB00931	drugbank	Methacycline
DB00932	drugbank	Tipranavir
DB00933	drugbank	Mesoridazine
DB00934	drugbank	Maprotiline
DB00935	drugbank	Oxymetazoline
DB00936	drugbank	Salicylic acid
DB00937	drugbank	Diethylpropion
DB00938	drugbank	Salmeterol
DB00939	drugbank	Meclofenamic acid
DB00940	drugbank	Methantheline
DB00941	drugbank	Hexafluronium
DB00942	drugbank	Cycrimine
DB00943	drugbank	Zalcitabine
DB00944	drugbank	Demecarium
DB00945	drugbank	Acetylsalicylic acid
DB00946	drugbank	Phenprocoumon
DB00947	drugbank	Fulvestrant
DB00948	drugbank	Mezlocillin
DB00949	drugbank	Felbamate
DB00950	drugbank	Fexofenadine
DB00951	drugbank	Isoniazid
DB00952	drugbank	Naratriptan
DB00953	drugbank	Rizatriptan
DB00954	drugbank	Dirithromycin
DB00955	drugbank	Netilmicin
DB00956	drugbank	Hydrocodone
DB00957	drugbank	Norgestimate
DB00958	drugbank	Carboplatin
DB00959	drugbank	Methylprednisolone
DB00960	drugbank	Pindolol
DB00961	drugbank	Mepivacaine
DB00962	drugbank	Zaleplon
DB00963	drugbank	Bromfenac
DB00964	drugbank	Apraclonidine
DB00965	drugbank	Ethiodized oil
DB00966	drugbank	Telmisartan
DB00967	drugbank	Desloratadine
DB00968	drugbank	Methyldopa
DB00969	drugbank	Alosetron
DB00970	drugbank	Dactinomycin
DB00971	drugbank	Selenium Sulfide
DB00972	drugbank	Azelastine
DB00973	drugbank	Ezetimibe
DB00974	drugbank	Edetic Acid
DB00975	drugbank	Dipyridamole
DB00976	drugbank	Telithromycin
DB00977	drugbank	Ethinyl Estradiol
DB00978	drugbank	Lomefloxacin
DB00979	drugbank	Cyclopentolate
DB00980	drugbank	Ramelteon
DB00981	drugbank	Physostigmine
DB00982	drugbank	Isotretinoin
DB00983	drugbank	Formoterol
DB00984	drugbank	Nandrolone phenpropionate
DB00985	drugbank	Dimenhydrinate
DB00986	drugbank	Glycopyrronium
DB00987	drugbank	Cytarabine
DB00988	drugbank	Dopamine
DB00989	drugbank	Rivastigmine
DB00990	drugbank	Exemestane
DB00991	drugbank	Oxaprozin
DB00992	drugbank	Methyl aminolevulinate
DB00993	drugbank	Azathioprine
DB00994	drugbank	Neomycin
DB00995	drugbank	Auranofin
DB00996	drugbank	Gabapentin
DB00997	drugbank	Doxorubicin
DB00998	drugbank	Frovatriptan
DB00999	drugbank	Hydrochlorothiazide
DB01000	drugbank	Cyclacillin
DB01001	drugbank	Salbutamol
DB01002	drugbank	Levobupivacaine
DB01003	drugbank	Cromoglicic acid
DB01004	drugbank	Ganciclovir
DB01005	drugbank	Hydroxyurea
DB01006	drugbank	Letrozole
DB01007	drugbank	Tioconazole
DB01008	drugbank	Busulfan
DB01009	drugbank	Ketoprofen
DB01010	drugbank	Edrophonium
DB01011	drugbank	Metyrapone
DB01012	drugbank	Cinacalcet
DB01013	drugbank	Clobetasol propionate
DB01014	drugbank	Balsalazide
DB01015	drugbank	Sulfamethoxazole
DB01016	drugbank	Glyburide
DB01017	drugbank	Minocycline
DB01018	drugbank	Guanfacine
DB01019	drugbank	Bethanechol
DB01020	drugbank	Isosorbide Mononitrate
DB01021	drugbank	Trichlormethiazide
DB01022	drugbank	Phylloquinone
DB01023	drugbank	Felodipine
DB01024	drugbank	Mycophenolic acid
DB01025	drugbank	Amlexanox
DB01026	drugbank	Ketoconazole
DB01028	drugbank	Methoxyflurane
DB01029	drugbank	Irbesartan
DB01030	drugbank	Topotecan
DB01031	drugbank	Ethinamate
DB01032	drugbank	Probenecid
DB01033	drugbank	Mercaptopurine
DB01034	drugbank	Cerulenin
DB01035	drugbank	Procainamide
DB01036	drugbank	Tolterodine
DB01037	drugbank	Selegiline
DB01038	drugbank	Carphenazine
DB01039	drugbank	Fenofibrate
DB01040	drugbank	Hydroxystilbamidine Isethionate
DB01041	drugbank	Thalidomide
DB01042	drugbank	Melphalan
DB01043	drugbank	Memantine
DB01044	drugbank	Gatifloxacin
DB01045	drugbank	Rifampicin
DB01046	drugbank	Lubiprostone
DB01047	drugbank	Fluocinonide
DB01048	drugbank	Abacavir
DB01049	drugbank	Ergoloid mesylate
DB01050	drugbank	Ibuprofen
DB01051	drugbank	Novobiocin
DB01053	drugbank	Benzylpenicillin
DB01054	drugbank	Nitrendipine
DB01055	drugbank	Mimosine
DB01056	drugbank	Tocainide
DB01057	drugbank	Echothiophate
DB01058	drugbank	Praziquantel
DB01059	drugbank	Norfloxacin
DB01060	drugbank	Amoxicillin
DB01061	drugbank	Azlocillin
DB01062	drugbank	Oxybutynin
DB01063	drugbank	Acetophenazine
DB01064	drugbank	Isoprenaline
DB01065	drugbank	Melatonin
DB01066	drugbank	Cefditoren
DB01067	drugbank	Glipizide
DB01068	drugbank	Clonazepam
DB01069	drugbank	Promethazine
DB01070	drugbank	Dihydrotachysterol
DB01071	drugbank	Mequitazine
DB01072	drugbank	Atazanavir
DB01073	drugbank	Fludarabine
DB01074	drugbank	Perhexiline
DB01075	drugbank	Diphenhydramine
DB01076	drugbank	Atorvastatin
DB01077	drugbank	Etidronic acid
DB01078	drugbank	Deslanoside
DB01079	drugbank	Tegaserod
DB01080	drugbank	Vigabatrin
DB01081	drugbank	Diphenoxylate
DB01082	drugbank	Streptomycin
DB01083	drugbank	Orlistat
DB01084	drugbank	Emedastine
DB01085	drugbank	Pilocarpine
DB01086	drugbank	Benzocaine
DB01087	drugbank	Primaquine
DB01088	drugbank	Iloprost
DB01089	drugbank	Deserpidine
DB01090	drugbank	Pentolinium
DB01091	drugbank	Butenafine
DB01092	drugbank	Ouabain
DB01093	drugbank	Dimethyl sulfoxide
DB01094	drugbank	Hesperetin
DB01095	drugbank	Fluvastatin
DB01096	drugbank	Oxamniquine
DB01097	drugbank	Leflunomide
DB01098	drugbank	Rosuvastatin
DB01099	drugbank	Flucytosine
DB01100	drugbank	Pimozide
DB01101	drugbank	Capecitabine
DB01102	drugbank	Arbutamine
DB01103	drugbank	Quinacrine
DB01104	drugbank	Sertraline
DB01105	drugbank	Sibutramine
DB01106	drugbank	Levocabastine
DB01107	drugbank	Methyprylon
DB01108	drugbank	Trilostane
DB01109	drugbank	Heparin
DB01110	drugbank	Miconazole
DB01111	drugbank	Colistimethate
DB01112	drugbank	Cefuroxime
DB01113	drugbank	Papaverine
DB01114	drugbank	Chlorphenamine
DB01115	drugbank	Nifedipine
DB01116	drugbank	Trimethaphan
DB01117	drugbank	Atovaquone
DB01118	drugbank	Amiodarone
DB01119	drugbank	Diazoxide
DB01120	drugbank	Gliclazide
DB01121	drugbank	Phenacemide
DB01122	drugbank	Ambenonium
DB01123	drugbank	Proflavine
DB01124	drugbank	Tolbutamide
DB01125	drugbank	Anisindione
DB01126	drugbank	Dutasteride
DB01127	drugbank	Econazole
DB01128	drugbank	Bicalutamide
DB01129	drugbank	Rabeprazole
DB01130	drugbank	Prednicarbate
DB01131	drugbank	Proguanil
DB01132	drugbank	Pioglitazone
DB01133	drugbank	Tiludronate
DB01134	drugbank	Desoxycorticosterone Pivalate
DB01135	drugbank	Doxacurium chloride
DB01136	drugbank	Carvedilol
DB01137	drugbank	Levofloxacin
DB01138	drugbank	Sulfinpyrazone
DB01139	drugbank	Cefapirin
DB01140	drugbank	Cefadroxil
DB01141	drugbank	Micafungin
DB01142	drugbank	Doxepin
DB01143	drugbank	Amifostine
DB01144	drugbank	Diclofenamide
DB01145	drugbank	Sulfoxone
DB01146	drugbank	Diphenylpyraline
DB01147	drugbank	Cloxacillin
DB01148	drugbank	Flavoxate
DB01149	drugbank	Nefazodone
DB01150	drugbank	Cefprozil
DB01151	drugbank	Desipramine
DB01152	drugbank	Candicidin
DB01153	drugbank	Sertaconazole
DB01154	drugbank	Thiamylal
DB01155	drugbank	Gemifloxacin
DB01156	drugbank	Bupropion
DB01157	drugbank	Trimetrexate
DB01158	drugbank	Bretylium
DB01159	drugbank	Halothane
DB01160	drugbank	Dinoprost Tromethamine
DB01161	drugbank	Chloroprocaine
DB01162	drugbank	Terazosin
DB01163	drugbank	Amdinocillin
DB01164	drugbank	Calcium Chloride
DB01165	drugbank	Ofloxacin
DB01166	drugbank	Cilostazol
DB01167	drugbank	Itraconazole
DB01168	drugbank	Procarbazine
DB01169	drugbank	Arsenic trioxide
DB01170	drugbank	Guanethidine
DB01171	drugbank	Moclobemide
DB01172	drugbank	Kanamycin
DB01173	drugbank	Orphenadrine
DB01174	drugbank	Phenobarbital
DB01175	drugbank	Escitalopram
DB01176	drugbank	Cyclizine
DB01177	drugbank	Idarubicin
DB01178	drugbank	Chlormezanone
DB01179	drugbank	Podofilox
DB01180	drugbank	Rescinnamine
DB01181	drugbank	Ifosfamide
DB01182	drugbank	Propafenone
DB01183	drugbank	Naloxone
DB01184	drugbank	Domperidone
DB01185	drugbank	Fluoxymesterone
DB01186	drugbank	Pergolide
DB01187	drugbank	Iophendylate
DB01188	drugbank	Ciclopirox
DB01189	drugbank	Desflurane
DB01190	drugbank	Clindamycin
DB01191	drugbank	Dexfenfluramine
DB01192	drugbank	Oxymorphone
DB01193	drugbank	Acebutolol
DB01194	drugbank	Brinzolamide
DB01195	drugbank	Flecainide
DB01196	drugbank	Estramustine
DB01197	drugbank	Captopril
DB01198	drugbank	Zopiclone
DB01199	drugbank	Tubocurarine
DB01200	drugbank	Bromocriptine
DB01201	drugbank	Rifapentine
DB01202	drugbank	Levetiracetam
DB01203	drugbank	Nadolol
DB01204	drugbank	Mitoxantrone
DB01205	drugbank	Flumazenil
DB01206	drugbank	Lomustine
DB01207	drugbank	Ridogrel
DB01208	drugbank	Sparfloxacin
DB01209	drugbank	Dezocine
DB01210	drugbank	Levobunolol
DB01211	drugbank	Clarithromycin
DB01212	drugbank	Ceftriaxone
DB01213	drugbank	Fomepizole
DB01214	drugbank	Metipranolol
DB01215	drugbank	Estazolam
DB01216	drugbank	Finasteride
DB01217	drugbank	Anastrozole
DB01218	drugbank	Halofantrine
DB01219	drugbank	Dantrolene
DB01220	drugbank	Rifaximin
DB01221	drugbank	Ketamine
DB01222	drugbank	Budesonide
DB01223	drugbank	Aminophylline
DB01224	drugbank	Quetiapine
DB01225	drugbank	Enoxaparin
DB01226	drugbank	Mivacurium
DB01227	drugbank	Levomethadyl Acetate
DB01228	drugbank	Encainide
DB01229	drugbank	Paclitaxel
DB01230	drugbank	Pemoline
DB01231	drugbank	Diphenidol
DB01232	drugbank	Saquinavir
DB01233	drugbank	Metoclopramide
DB01234	drugbank	Dexamethasone
DB01235	drugbank	Levodopa
DB01236	drugbank	Sevoflurane
DB01237	drugbank	Bromodiphenhydramine
DB01238	drugbank	Aripiprazole
DB01239	drugbank	Chlorprothixene
DB01240	drugbank	Epoprostenol
DB01241	drugbank	Gemfibrozil
DB01242	drugbank	Clomipramine
DB01243	drugbank	Chloroxine
DB01244	drugbank	Bepridil
DB01245	drugbank	Decamethonium
DB01246	drugbank	Alimemazine
DB01247	drugbank	Isocarboxazid
DB01248	drugbank	Docetaxel
DB01249	drugbank	Iodixanol
DB01250	drugbank	Olsalazine
DB01251	drugbank	Gliquidone
DB01252	drugbank	Mitiglinide
DB01253	drugbank	Ergonovine
DB01254	drugbank	Dasatinib
DB01255	drugbank	Lisdexamfetamine
DB01256	drugbank	Retapamulin
DB01257	drugbank	Eculizumab
DB01259	drugbank	Lapatinib
DB01260	drugbank	Desonide
DB01261	drugbank	Sitagliptin
DB01262	drugbank	Decitabine
DB01263	drugbank	Posaconazole
DB01264	drugbank	Darunavir
DB01265	drugbank	Telbivudine
DB01266	drugbank	Sinecatechins
DB01267	drugbank	Paliperidone
DB01268	drugbank	Sunitinib
DB01269	drugbank	Panitumumab
DB01270	drugbank	Ranibizumab
DB01271	drugbank	Idursulfase
DB01272	drugbank	Alglucosidase alfa
DB01273	drugbank	Varenicline
DB01274	drugbank	Arformoterol
DB01275	drugbank	Hydralazine
DB01276	drugbank	Exenatide
DB01277	drugbank	Mecasermin
DB01278	drugbank	Pramlintide
DB01279	drugbank	Galsulfase
DB01280	drugbank	Nelarabine
DB01281	drugbank	Abatacept
DB01282	drugbank	Carbetocin
DB01283	drugbank	Lumiracoxib
DB01284	drugbank	Cosyntropin
DB01285	drugbank	Corticotropin
DB01288	drugbank	Fenoterol
DB01289	drugbank	Glisoxepide
DB01291	drugbank	Pirbuterol
DB01294	drugbank	Bismuth Subsalicylate
DB01295	drugbank	Bevantolol
DB01296	drugbank	Glucosamine
DB01297	drugbank	Practolol
DB01298	drugbank	Sulfacytine
DB01299	drugbank	Sulfadoxine
DB01301	drugbank	Rolitetracycline
DB01303	drugbank	Oxtriphylline
DB01306	drugbank	Insulin Aspart
DB01307	drugbank	Insulin Detemir
DB01309	drugbank	Insulin Glulisine
DB01319	drugbank	Fosamprenavir
DB01320	drugbank	Fosphenytoin
DB01321	drugbank	Josamycin
DB01322	drugbank	Kava
DB01323	drugbank	St. John's Wort
DB01324	drugbank	Polythiazide
DB01325	drugbank	Quinethazone
DB01326	drugbank	Cefamandole
DB01327	drugbank	Cefazolin
DB01328	drugbank	Cefonicid
DB01329	drugbank	Cefoperazone
DB01330	drugbank	Cefotetan
DB01331	drugbank	Cefoxitin
DB01332	drugbank	Ceftizoxime
DB01333	drugbank	Cefradine
DB01336	drugbank	Metocurine
DB01337	drugbank	Pancuronium
DB01338	drugbank	Pipecuronium
DB01339	drugbank	Vecuronium
DB01340	drugbank	Cilazapril
DB01341	drugbank	Dihydroquinidine barbiturate
DB01342	drugbank	Forasartan
DB01344	drugbank	Polystyrene sulfonate
DB01345	drugbank	Potassium
DB01346	drugbank	Quinidine barbiturate
DB01347	drugbank	Saprisartan
DB01348	drugbank	Spirapril
DB01349	drugbank	Tasosartan
DB01351	drugbank	Amobarbital
DB01352	drugbank	Aprobarbital
DB01353	drugbank	Butethal
DB01354	drugbank	Heptabarbital
DB01355	drugbank	Hexobarbital
DB01356	drugbank	Lithium
DB01357	drugbank	Mestranol
DB01359	drugbank	Penbutolol
DB01361	drugbank	Troleandomycin
DB01362	drugbank	Iohexol
DB01363	drugbank	Ephedra
DB01364	drugbank	Ephedrine
DB01365	drugbank	Mephentermine
DB01366	drugbank	Procaterol
DB01367	drugbank	Rasagiline
DB01369	drugbank	Quinupristin
DB01370	drugbank	Aluminium
DB01373	drugbank	Calcium
DB01375	drugbank	Aluminium monostearate
DB01377	drugbank	Magnesium oxide
DB01378	drugbank	Magnesium
DB01380	drugbank	Cortisone acetate
DB01381	drugbank	Ginkgo biloba
DB01382	drugbank	Glycodiazine
DB01384	drugbank	Paramethasone
DB01388	drugbank	Mibefradil
DB01390	drugbank	Sodium bicarbonate
DB01392	drugbank	Yohimbine
DB01393	drugbank	Bezafibrate
DB01394	drugbank	Colchicine
DB01395	drugbank	Drospirenone
DB01396	drugbank	Digitoxin
DB01397	drugbank	Magnesium salicylate
DB01399	drugbank	Salsalate
DB01400	drugbank	Neostigmine
DB01401	drugbank	Trisalicylate-choline
DB01403	drugbank	Methotrimeprazine
DB01404	drugbank	Ginseng
DB01405	drugbank	Temafloxacin
DB01406	drugbank	Danazol
DB01407	drugbank	Clenbuterol
DB01408	drugbank	Bambuterol
DB01409	drugbank	Tiotropium
DB01410	drugbank	Ciclesonide
DB01411	drugbank	Pranlukast
DB01412	drugbank	Theobromine
DB01413	drugbank	Cefepime
DB01414	drugbank	Cefacetrile
DB01415	drugbank	Ceftibuten
DB01416	drugbank	Cefpodoxime
DB01418	drugbank	Acenocoumarol
DB01419	drugbank	Antrafenine
DB01420	drugbank	Testosterone Propionate
DB01421	drugbank	Paromomycin
DB01422	drugbank	Nitroxoline
DB01423	drugbank	Stepronin
DB01424	drugbank	Aminophenazone
DB01425	drugbank	Alizapride
DB01426	drugbank	Ajmaline
DB01427	drugbank	Amrinone
DB01428	drugbank	Oxybenzone
DB01429	drugbank	Aprindine
DB01430	drugbank	Almitrine
DB01431	drugbank	Allylestrenol
DB01432	drugbank	Cholestyramine
DB01433	drugbank	Methadyl Acetate
DB01434	drugbank	19-norandrostenedione
DB01435	drugbank	Antipyrine
DB01436	drugbank	Alfacalcidol
DB01437	drugbank	Glutethimide
DB01438	drugbank	Phenazopyridine
DB01439	drugbank	3-Methylthiofentanyl
DB01440	drugbank	Gamma Hydroxybutyric Acid
DB01441	drugbank	5-Methoxy-N,N-diisopropyltryptamine
DB01442	drugbank	MMDA
DB01443	drugbank	19-Nor-5-androstenedione
DB01444	drugbank	Dimethylthiambutene
DB01445	drugbank	Bufotenine
DB01446	drugbank	Alpha-methyltryptamine
DB01447	drugbank	4-Methylaminorex
DB01448	drugbank	19-Nor-4-androstenedione
DB01450	drugbank	Dihydroetorphine
DB01451	drugbank	1-Androstenedione
DB01452	drugbank	Heroin
DB01453	drugbank	Beta-hydroxyfentanyl
DB01454	drugbank	3,4-Methylenedioxymethamphetamine
DB01455	drugbank	19-Nor-5-androstenediol
DB01456	drugbank	5-androstenedione
DB01458	drugbank	2,5-Dimethoxy-4-(n)-propylthiophenethylamine
DB01459	drugbank	Bezitramide
DB01460	drugbank	Diethyltryptamine
DB01461	drugbank	Dimenoxadol
DB01462	drugbank	Etonitazene
DB01463	drugbank	Fencamfamine
DB01464	drugbank	Furethidine
DB01465	drugbank	2,5-Dimethoxyamphetamine
DB01466	drugbank	Ethylmorphine
DB01467	drugbank	2,5-Dimethoxy-4-ethylamphetamine
DB01468	drugbank	Ethylmethylthiambutene
DB01469	drugbank	Acetorphine
DB01470	drugbank	α-methylthiofentanyl
DB01471	drugbank	Bolasterone
DB01472	drugbank	4-Methoxyamphetamine
DB01473	drugbank	Betaprodine
DB01474	drugbank	17Alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene
DB01475	drugbank	Dioxaphetyl butyrate
DB01476	drugbank	Haloxazolam
DB01477	drugbank	Codeine methylbromide
DB01478	drugbank	desmethylprodine
DB01479	drugbank	17Alpha-methyl-3alpha,17beta-dihydroxy-5alpha-androstane
DB01480	drugbank	Cyprenorphine
DB01481	drugbank	Delta1-dihydrotestosterone
DB01482	drugbank	Fenethylline
DB01483	drugbank	Barbital
DB01484	drugbank	4-Bromo-2,5-dimethoxyamphetamine
DB01485	drugbank	4-Hydroxytestosterone
DB01486	drugbank	Cathine
DB01487	drugbank	Embutramide
DB01488	drugbank	Dimethyltryptamine
DB01489	drugbank	Camazepam
DB01490	drugbank	Aminorex
DB01491	drugbank	Dipipanone
DB01493	drugbank	Ethylestrenol
DB01494	drugbank	Chloral betaine
DB01495	drugbank	Dichloralphenazone
DB01496	drugbank	Barbituric acid derivative
DB01497	drugbank	Etorphine
DB01498	drugbank	Alphamethadol
DB01499	drugbank	Alphameprodine
DB01500	drugbank	4-Hydroxy-19-nortestosterone
DB01501	drugbank	Difenoxin
DB01502	drugbank	Diampromide
DB01503	drugbank	1-Androstenediol
DB01505	drugbank	Etoxeridine
DB01506	drugbank	1-Phenylcyclohexylamine
DB01509	drugbank	3,4-Methylenedioxyamphetamine
DB01510	drugbank	Dehydrochloromethyltestosterone
DB01511	drugbank	Delorazepam
DB01512	drugbank	Hydromorphinol
DB01513	drugbank	17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane
DB01514	drugbank	Furazabol
DB01515	drugbank	Benzoylecgonine
DB01516	drugbank	3,4,5-Trimethoxyamphetamine
DB01518	drugbank	Benzethidine
DB01520	drugbank	Tenocyclidine
DB01521	drugbank	Clostebol
DB01522	drugbank	Betacetylmethadol
DB01523	drugbank	Clonitazene
DB01524	drugbank	Androstenediol
DB01525	drugbank	Ecgonine
DB01526	drugbank	4-Androstenediol
DB01527	drugbank	Clortermine
DB01528	drugbank	4-Methyl-2,5-dimethoxyamphetamine
DB01529	drugbank	Dextromoramide
DB01530	drugbank	5alpha-androstane-3alpha,17beta-diol
DB01531	drugbank	Desomorphine
DB01532	drugbank	α-Methylacetylfentanyl
DB01533	drugbank	Diethylthiambutene
DB01534	drugbank	Chlorhexadol
DB01535	drugbank	Carfentanil
DB01536	drugbank	4-Androstenedione
DB01537	drugbank	4-Bromo-2,5-dimethoxyphenethylamine
DB01538	drugbank	Acetyldihydrocodeine
DB01539	drugbank	1-Piperidinocyclohexanecarbonitrile
DB01540	drugbank	17alpha-methyl-4-hydroxynandrolone
DB01541	drugbank	Boldenone
DB01542	drugbank	Allylprodine
DB01543	drugbank	13Beta-ethyl-17beta-hydroxygon-4-en-3-one
DB01544	drugbank	Flunitrazepam
DB01545	drugbank	Ethyl loflazepate
DB01546	drugbank	Alpha-ethyltryptamine
DB01547	drugbank	Drotebanol
DB01548	drugbank	Diprenorphine
DB01549	drugbank	Rolicyclidine
DB01550	drugbank	Fenproporex
DB01551	drugbank	Dihydrocodeine
